list_cat	KOG_id	kog_des
S	KOG4067	Function unknown 
S	KOG4068	Function unknown 
S	KOG4069	Function unknown 
S	KOG4071	Function unknown 
S	KOG4074	Function unknown 
S	KOG4082	Function unknown 
S	KOG4085	Function unknown 
S	KOG4090	Function unknown 
S	KOG4093	Function unknown 
S	KOG4094	Function unknown 
S	KOG4096	Function unknown 
S	KOG4099	Function unknown 
S	KOG4100	Function unknown 
S	KOG4102	Function unknown 
S	KOG4106	Function unknown 
S	KOG4118	Function unknown 
S	KOG4137	Function unknown 
S	KOG4147	Function unknown 
S	KOG4148	Function unknown 
S	KOG4149	Function unknown 
S	KOG4174	Function unknown 
S	KOG4176	Function unknown 
S	KOG4181	Function unknown 
S	KOG4182	Function unknown 
S	KOG4188	Function unknown 
S	KOG4189	Function unknown 
S	KOG4190	Function unknown 
S	KOG4192	Function unknown 
S	KOG4199	Function unknown 
S	KOG4200	Function unknown 
S	KOG4249	Function unknown 
S	KOG4255	Function unknown 
S	KOG4260	Function unknown 
S	KOG4262	Function unknown 
S	KOG4267	Function unknown 
S	KOG4268	Function unknown 
S	KOG4273	Function unknown 
S	KOG4281	Function unknown 
S	KOG4290	Function unknown 
S	KOG4308	Function unknown 
S	KOG4316	Function unknown 
S	KOG4317	Function unknown 
S	KOG4320	Function unknown 
S	KOG4325	Function unknown 
S	KOG4328	Function unknown 
S	KOG4330	Function unknown 
S	KOG4340	Function unknown 
S	KOG4344	Function unknown 
S	KOG4346	Function unknown 
S	KOG4349	Function unknown 
S	KOG4351	Function unknown 
S	KOG4356	Function unknown 
S	KOG4358	Function unknown 
S	KOG4360	Function unknown 
S	KOG4365	Function unknown 
S	KOG4367	Function unknown 
S	KOG4376	Function unknown 
S	KOG4379	Function unknown 
S	KOG4382	Function unknown 
S	KOG4383	Function unknown 
S	KOG4386	Function unknown 
S	KOG4396	Function unknown 
S	KOG4397	Function unknown 
S	KOG4401	Function unknown 
S	KOG4402	Function unknown 
S	KOG4415	Function unknown 
S	KOG4416	Function unknown 
S	KOG4418	Function unknown 
S	KOG4420	Function unknown 
S	KOG4421	Function unknown 
S	KOG4422	Function unknown 
S	KOG4425	Function unknown 
S	KOG4445	Function unknown 
S	KOG4446	Function unknown 
S	KOG4448	Function unknown 
S	KOG4450	Function unknown 
S	KOG4451	Function unknown 
S	KOG4452	Function unknown 
S	KOG4453	Function unknown 
S	KOG4455	Function unknown 
S	KOG4457	Function unknown 
S	KOG4459	Function unknown 
S	KOG4463	Function unknown 
S	KOG4465	Function unknown 
S	KOG4467	Function unknown 
S	KOG4469	Function unknown 
S	KOG4473	Function unknown 
S	KOG4474	Function unknown 
S	KOG4478	Function unknown 
S	KOG4481	Function unknown 
S	KOG4482	Function unknown 
S	KOG4483	Function unknown 
S	KOG4484	Function unknown 
S	KOG4487	Function unknown 
S	KOG4489	Function unknown 
S	KOG4491	Function unknown 
S	KOG4493	Function unknown 
S	KOG4496	Function unknown 
S	KOG4498	Function unknown 
S	KOG4502	Function unknown 
S	KOG4503	Function unknown 
S	KOG4506	Function unknown 
S	KOG4507	Function unknown 
S	KOG4508	Function unknown 
S	KOG4509	Function unknown 
S	KOG4511	Function unknown 
S	KOG4514	Function unknown 
S	KOG4515	Function unknown 
S	KOG4517	Function unknown 
S	KOG4523	Function unknown 
S	KOG4524	Function unknown 
S	KOG4526	Function unknown 
S	KOG4528	Function unknown 
S	KOG4529	Function unknown 
S	KOG4533	Function unknown 
S	KOG4534	Function unknown 
S	KOG4536	Function unknown 
S	KOG4539	Function unknown 
S	KOG4542	Function unknown 
S	KOG4543	Function unknown 
S	KOG4544	Function unknown 
S	KOG4545	Function unknown 
S	KOG4550	Function unknown 
S	KOG4553	Function unknown 
S	KOG4555	Function unknown 
S	KOG4556	Function unknown 
S	KOG4558	Function unknown 
S	KOG4559	Function unknown 
S	KOG4562	Function unknown 
S	KOG4570	Function unknown 
S	KOG4581	Function unknown 
S	KOG4587	Function unknown 
S	KOG4592	Function unknown 
S	KOG4595	Function unknown 
S	KOG4596	Function unknown 
S	KOG4601	Function unknown 
S	KOG4604	Function unknown 
S	KOG4605	Function unknown 
S	KOG4606	Function unknown 
S	KOG4608	Function unknown 
S	KOG4610	Function unknown 
S	KOG4611	Function unknown 
S	KOG4615	Function unknown 
S	KOG4617	Function unknown 
S	KOG4618	Function unknown 
S	KOG4619	Function unknown 
S	KOG4620	Function unknown 
S	KOG4621	Function unknown 
S	KOG4623	Function unknown 
S	KOG4624	Function unknown 
S	KOG4636	Function unknown 
S	KOG4638	Function unknown 
S	KOG4643	Function unknown 
S	KOG4646	Function unknown 
S	KOG4647	Function unknown 
S	KOG4648	Function unknown 
S	KOG4653	Function unknown 
S	KOG4654	Function unknown 
S	KOG4657	Function unknown 
S	KOG4659	Function unknown 
S	KOG4670	Function unknown 
S	KOG4672	Function unknown 
S	KOG4674	Function unknown 
S	KOG4681	Function unknown 
S	KOG4683	Function unknown 
S	KOG4687	Function unknown 
S	KOG4690	Function unknown 
S	KOG4691	Function unknown 
S	KOG4694	Function unknown 
S	KOG4695	Function unknown 
S	KOG4696	Function unknown 
S	KOG4698	Function unknown 
S	KOG4702	Function unknown 
S	KOG4703	Function unknown 
S	KOG4704	Function unknown 
S	KOG4705	Function unknown 
S	KOG4706	Function unknown 
S	KOG4709	Function unknown 
S	KOG4712	Function unknown 
S	KOG4723	Function unknown 
T	KOG3812	Signal transduction mechanisms 
T	KOG1130	Signal transduction mechanisms 
T	KOG1164	Signal transduction mechanisms 
T	KOG1451	Signal transduction mechanisms 
T	KOG1187	Signal transduction mechanisms 
T	KOG1449	Signal transduction mechanisms 
T	KOG3676	Signal transduction mechanisms 
T	KOG1354	Signal transduction mechanisms 
T	KOG1151	Signal transduction mechanisms 
T	KOG3643	Signal transduction mechanisms 
T	KOG1290	Signal transduction mechanisms 
T	KOG4499	Signal transduction mechanisms 
T	KOG1323	Signal transduction mechanisms 
T	KOG1307	Signal transduction mechanisms 
T	KOG3614	Signal transduction mechanisms 
T	KOG1420	Signal transduction mechanisms 
T	KOG1165	Signal transduction mechanisms 
T	KOG2301	Signal transduction mechanisms 
T	KOG1379	Signal transduction mechanisms 
T	KOG1054	Signal transduction mechanisms 
T	KOG1218	Signal transduction mechanisms 
T	KOG0905	Signal transduction mechanisms 
T	KOG1981	Signal transduction mechanisms 
T	KOG1452	Signal transduction mechanisms 
T	KOG1266	Signal transduction mechanisms 
T	KOG1486	Signal transduction mechanisms 
T	KOG0782	Signal transduction mechanisms 
T	KOG1152	Signal transduction mechanisms 
T	KOG3535	Signal transduction mechanisms 
T	KOG0789	Signal transduction mechanisms 
T	KOG0791	Signal transduction mechanisms 
T	KOG0793	Signal transduction mechanisms 
T	KOG1219	Signal transduction mechanisms 
T	KOG4294	Signal transduction mechanisms 
T	KOG1428	Signal transduction mechanisms 
T	KOG1240	Signal transduction mechanisms 
T	KOG1056	Signal transduction mechanisms 
T	KOG1989	Signal transduction mechanisms 
T	KOG0705	Signal transduction mechanisms 
T	KOG4440	Signal transduction mechanisms 
T	KOG3609	Signal transduction mechanisms 
T	KOG2141	Signal transduction mechanisms 
T	KOG0694	Signal transduction mechanisms 
T	KOG3541	Signal transduction mechanisms 
T	KOG0696	Signal transduction mechanisms 
T	KOG0792	Signal transduction mechanisms 
T	KOG2302	Signal transduction mechanisms 
T	KOG0699	Signal transduction mechanisms 
T	KOG0818	Signal transduction mechanisms 
T	KOG0902	Signal transduction mechanisms 
T	KOG3599	Signal transduction mechanisms 
T	KOG1453	Signal transduction mechanisms 
T	KOG1480	Signal transduction mechanisms 
T	KOG3653	Signal transduction mechanisms 
T	KOG1487	Signal transduction mechanisms 
T	KOG1006	Signal transduction mechanisms 
T	KOG1345	Signal transduction mechanisms 
T	KOG3606	Signal transduction mechanisms 
T	KOG3611	Signal transduction mechanisms 
T	KOG4747	Signal transduction mechanisms 
T	KOG0372	Signal transduction mechanisms 
T	KOG0500	Signal transduction mechanisms 
T	KOG1094	Signal transduction mechanisms 
T	KOG2952	Signal transduction mechanisms 
T	KOG3523	Signal transduction mechanisms 
T	KOG1997	Signal transduction mechanisms 
T	KOG1157	Signal transduction mechanisms 
T	KOG1998	Signal transduction mechanisms 
T	KOG4237	Signal transduction mechanisms 
T	KOG1163	Signal transduction mechanisms 
T	KOG2059	Signal transduction mechanisms 
T	KOG3542	Signal transduction mechanisms 
T	KOG1217	Signal transduction mechanisms 
T	KOG1882	Signal transduction mechanisms 
T	KOG3569	Signal transduction mechanisms 
T	KOG2353	Signal transduction mechanisms 
T	KOG3723	Signal transduction mechanisms 
T	KOG3575	Signal transduction mechanisms 
T	KOG3577	Signal transduction mechanisms 
T	KOG3580	Signal transduction mechanisms 
T	KOG2128	Signal transduction mechanisms 
T	KOG1309	Signal transduction mechanisms 
T	KOG1052	Signal transduction mechanisms 
T	KOG2174	Signal transduction mechanisms 
T	KOG2197	Signal transduction mechanisms 
T	KOG1346	Signal transduction mechanisms 
T	KOG1215	Signal transduction mechanisms 
T	KOG1363	Signal transduction mechanisms 
T	KOG3638	Signal transduction mechanisms 
T	KOG3642	Signal transduction mechanisms 
T	KOG0904	Signal transduction mechanisms 
T	KOG3645	Signal transduction mechanisms 
T	KOG2293	Signal transduction mechanisms 
T	KOG1786	Signal transduction mechanisms 
T	KOG2356	Signal transduction mechanisms 
T	KOG3660	Signal transduction mechanisms 
T	KOG1630	Signal transduction mechanisms 
T	KOG0498	Signal transduction mechanisms 
T	KOG1776	Signal transduction mechanisms 
T	KOG0578	Signal transduction mechanisms 
T	KOG1025	Signal transduction mechanisms 
T	KOG1027	Signal transduction mechanisms 
T	KOG1935	Signal transduction mechanisms 
T	KOG1113	Signal transduction mechanisms 
T	KOG0195	Signal transduction mechanisms 
T	KOG3524	Signal transduction mechanisms 
T	KOG1306	Signal transduction mechanisms 
T	KOG0133	Signal transduction mechanisms 
T	KOG0689	Signal transduction mechanisms 
T	KOG2498	Signal transduction mechanisms 
T	KOG2569	Signal transduction mechanisms 
T	KOG2591	Signal transduction mechanisms 
T	KOG3543	Signal transduction mechanisms 
T	KOG1925	Signal transduction mechanisms 
T	KOG3687	Signal transduction mechanisms 
T	KOG3570	Signal transduction mechanisms 
T	KOG1229	Signal transduction mechanisms 
T	KOG2125	Signal transduction mechanisms 
T	KOG1547	Signal transduction mechanisms 
T	KOG2127	Signal transduction mechanisms 
T	KOG0706	Signal transduction mechanisms 
T	KOG2860	Signal transduction mechanisms 
T	KOG4721	Signal transduction mechanisms 
T	KOG0788	Signal transduction mechanisms 
T	KOG2996	Signal transduction mechanisms 
T	KOG2999	Signal transduction mechanisms 
T	KOG1011	Signal transduction mechanisms 
T	KOG3171	Signal transduction mechanisms 
T	KOG2209	Signal transduction mechanisms 
T	KOG3217	Signal transduction mechanisms 
T	KOG4572	Signal transduction mechanisms 
T	KOG1450	Signal transduction mechanisms 
T	KOG0976	Signal transduction mechanisms 
T	KOG1225	Signal transduction mechanisms 
T	KOG0983	Signal transduction mechanisms 
T	KOG1226	Signal transduction mechanisms 
T	KOG0986	Signal transduction mechanisms 
T	KOG1701	Signal transduction mechanisms 
T	KOG1023	Signal transduction mechanisms 
T	KOG0499	Signal transduction mechanisms 
T	KOG1024	Signal transduction mechanisms 
T	KOG4786	Signal transduction mechanisms 
T	KOG2729	Signal transduction mechanisms 
T	KOG2043	Signal transduction mechanisms 
T	KOG1095	Signal transduction mechanisms 
T	KOG0198	Signal transduction mechanisms 
T	KOG0197	Signal transduction mechanisms 
T	KOG4016	Signal transduction mechanisms 
T	KOG1550	Signal transduction mechanisms 
T	KOG4076	Signal transduction mechanisms 
T	KOG4464	Signal transduction mechanisms 
T	KOG4113	Signal transduction mechanisms 
T	KOG2595	Signal transduction mechanisms 
T	KOG2607	Signal transduction mechanisms 
T	KOG3557	Signal transduction mechanisms 
T	KOG2736	Signal transduction mechanisms 
T	KOG3572	Signal transduction mechanisms 
T	KOG0702	Signal transduction mechanisms 
T	KOG4641	Signal transduction mechanisms 
T	KOG2836	Signal transduction mechanisms 
T	KOG4658	Signal transduction mechanisms 
T	KOG2856	Signal transduction mechanisms 
T	KOG0531	Signal transduction mechanisms 
T	KOG3589	Signal transduction mechanisms 
T	KOG1327	Signal transduction mechanisms 
T	KOG1388	Signal transduction mechanisms 
T	KOG3610	Signal transduction mechanisms 
T	KOG1739	Signal transduction mechanisms 
T	KOG1026	Signal transduction mechanisms 
T	KOG3966	Signal transduction mechanisms 
T	KOG3260	Signal transduction mechanisms 
T	KOG3275	Signal transduction mechanisms 
T	KOG1513	Signal transduction mechanisms 
T	KOG0972	Signal transduction mechanisms 
T	KOG0034	Signal transduction mechanisms 
T	KOG3417	Signal transduction mechanisms 
T	KOG0044	Signal transduction mechanisms 
T	KOG3667	Signal transduction mechanisms 
T	KOG3686	Signal transduction mechanisms 
T	KOG4512	Signal transduction mechanisms 
T	KOG1117	Signal transduction mechanisms 
T	KOG3519	Signal transduction mechanisms 
T	KOG1259	Signal transduction mechanisms 
T	KOG3521	Signal transduction mechanisms 
T	KOG1700	Signal transduction mechanisms 
T	KOG3938	Signal transduction mechanisms 
T	KOG4423	Signal transduction mechanisms 
T	KOG1945	Signal transduction mechanisms 
T	KOG0200	Signal transduction mechanisms 
T	KOG0199	Signal transduction mechanisms 
T	KOG2052	Signal transduction mechanisms 
T	KOG0211	Signal transduction mechanisms 
T	KOG4564	Signal transduction mechanisms 
T	KOG4223	Signal transduction mechanisms 
T	KOG0256	Signal transduction mechanisms 
T	KOG4405	Signal transduction mechanisms 
T	KOG4156	Signal transduction mechanisms 
T	KOG4504	Signal transduction mechanisms 
T	KOG2122	Signal transduction mechanisms 
T	KOG0704	Signal transduction mechanisms 
T	KOG2272	Signal transduction mechanisms 
T	KOG2126	Signal transduction mechanisms 
T	KOG3590	Signal transduction mechanisms 
T	KOG3865	Signal transduction mechanisms 
T	KOG2710	Signal transduction mechanisms 
T	KOG0576	Signal transduction mechanisms 
T	KOG2199	Signal transduction mechanisms 
T	KOG1499	Signal transduction mechanisms 
T	KOG3629	Signal transduction mechanisms 
T	KOG0581	Signal transduction mechanisms 
T	KOG4801	Signal transduction mechanisms 
T	KOG4297	Signal transduction mechanisms 
T	KOG1029	Signal transduction mechanisms 
T	KOG1048	Signal transduction mechanisms 
T	KOG2345	Signal transduction mechanisms 
T	KOG3651	Signal transduction mechanisms 
T	KOG0984	Signal transduction mechanisms 
T	KOG3512	Signal transduction mechanisms 
T	KOG1954	Signal transduction mechanisms 
T	KOG3514	Signal transduction mechanisms 
T	KOG0614	Signal transduction mechanisms 
T	KOG0169	Signal transduction mechanisms 
T	KOG2322	Signal transduction mechanisms 
T	KOG1829	Signal transduction mechanisms 
T	KOG2378	Signal transduction mechanisms 
T	KOG3710	Signal transduction mechanisms 
T	KOG1703	Signal transduction mechanisms 
T	KOG2417	Signal transduction mechanisms 
T	KOG0665	Signal transduction mechanisms 
T	KOG2492	Signal transduction mechanisms 
T	KOG4019	Signal transduction mechanisms 
T	KOG4822	Signal transduction mechanisms 
T	KOG4441	Signal transduction mechanisms 
T	KOG2077	Signal transduction mechanisms 
T	KOG4561	Signal transduction mechanisms 
T	KOG2641	Signal transduction mechanisms 
T	KOG4625	Signal transduction mechanisms 
T	KOG2751	Signal transduction mechanisms 
T	KOG2756	Signal transduction mechanisms 
T	KOG2830	Signal transduction mechanisms 
T	KOG0703	Signal transduction mechanisms 
T	KOG2839	Signal transduction mechanisms 
T	KOG4037	Signal transduction mechanisms 
T	KOG2880	Signal transduction mechanisms 
T	KOG2980	Signal transduction mechanisms 
T	KOG3784	Signal transduction mechanisms 
T	KOG0998	Signal transduction mechanisms 
T	KOG3170	Signal transduction mechanisms 
T	KOG4841	Signal transduction mechanisms 
T	KOG3205	Signal transduction mechanisms 
T	KOG1053	Signal transduction mechanisms 
T	KOG4296	Signal transduction mechanisms 
T	KOG3644	Signal transduction mechanisms 
T	KOG1620	Signal transduction mechanisms 
T	KOG0033	Signal transduction mechanisms 
T	KOG3294	Signal transduction mechanisms 
T	KOG1212	Signal transduction mechanisms 
T	KOG3659	Signal transduction mechanisms 
T	KOG1044	Signal transduction mechanisms 
T	KOG0099	Signal transduction mechanisms 
T	KOG4361	Signal transduction mechanisms 
T	KOG3513	Signal transduction mechanisms 
T	KOG3891	Signal transduction mechanisms 
T	KOG3516	Signal transduction mechanisms 
T	KOG3895	Signal transduction mechanisms 
T	KOG4381	Signal transduction mechanisms 
T	KOG4378	Signal transduction mechanisms 
T	KOG3522	Signal transduction mechanisms 
T	KOG4389	Signal transduction mechanisms 
T	KOG4424	Signal transduction mechanisms 
T	KOG3531	Signal transduction mechanisms 
T	KOG3533	Signal transduction mechanisms 
T	KOG1923	Signal transduction mechanisms 
T	KOG4228	Signal transduction mechanisms 
T	KOG0229	Signal transduction mechanisms 
T	KOG4566	Signal transduction mechanisms 
T	KOG0698	Signal transduction mechanisms 
T	KOG4603	Signal transduction mechanisms 
T	KOG4626	Signal transduction mechanisms 
T	KOG4637	Signal transduction mechanisms 
T	KOG2124	Signal transduction mechanisms 
T	KOG4645	Signal transduction mechanisms 
T	KOG0519	Signal transduction mechanisms 
T	KOG4688	Signal transduction mechanisms 
T	KOG4717	Signal transduction mechanisms 
T	KOG3601	Signal transduction mechanisms 
T	KOG3593	Signal transduction mechanisms 
T	KOG4728	Signal transduction mechanisms 
T	KOG4743	Signal transduction mechanisms 
T	KOG3671	Signal transduction mechanisms 
T	KOG4749	Signal transduction mechanisms 
T	KOG4792	Signal transduction mechanisms 
T	KOG1028	Signal transduction mechanisms 
T	KOG4825	Signal transduction mechanisms 
T	KOG3329	Signal transduction mechanisms 
T	KOG0032	Signal transduction mechanisms 
T	KOG1055	Signal transduction mechanisms 
T	KOG4352	Signal transduction mechanisms 
T	KOG1818	Signal transduction mechanisms 
T	KOG4363	Signal transduction mechanisms 
T	KOG4286	Signal transduction mechanisms 
T	KOG3664	Signal transduction mechanisms 
T	KOG0116	Signal transduction mechanisms 
T	KOG3688	Signal transduction mechanisms 
T	KOG3697	Signal transduction mechanisms 
T	KOG0892	Signal transduction mechanisms 
T	KOG0643	Signal transduction mechanisms 
T	KOG0194	Signal transduction mechanisms 
T	KOG3725	Signal transduction mechanisms 
T	KOG1922	Signal transduction mechanisms 
T	KOG3739	Signal transduction mechanisms 
T	KOG2008	Signal transduction mechanisms 
T	KOG0690	Signal transduction mechanisms 
T	KOG3537	Signal transduction mechanisms 
T	KOG0695	Signal transduction mechanisms 
T	KOG3776	Signal transduction mechanisms 
T	KOG4590	Signal transduction mechanisms 
T	KOG2085	Signal transduction mechanisms 
T	KOG0078	Signal transduction mechanisms 
T	KOG0377	Signal transduction mechanisms 
T	KOG0598	Signal transduction mechanisms 
T	KOG0507	Signal transduction mechanisms 
T	KOG0748	Signal transduction mechanisms 
T	KOG2546	Signal transduction mechanisms 
T	KOG0521	Signal transduction mechanisms 
T	KOG2642	Signal transduction mechanisms 
T	KOG2137	Signal transduction mechanisms 
T	KOG3632	Signal transduction mechanisms 
T	KOG0577	Signal transduction mechanisms 
T	KOG4271	Signal transduction mechanisms 
T	KOG3885	Signal transduction mechanisms 
T	KOG3699	Signal transduction mechanisms 
T	KOG2200	Signal transduction mechanisms 
T	KOG2666	Signal transduction mechanisms 
T	KOG0027	Signal transduction mechanisms 
T	KOG2262	Signal transduction mechanisms 
T	KOG1902	Signal transduction mechanisms 
T	KOG0889	Signal transduction mechanisms 
T	KOG0037	Signal transduction mechanisms 
T	KOG2279	Signal transduction mechanisms 
T	KOG0612	Signal transduction mechanisms 
T	KOG0045	Signal transduction mechanisms 
T	KOG0616	Signal transduction mechanisms 
T	KOG0505	Signal transduction mechanisms 
T	KOG0618	Signal transduction mechanisms 
T	KOG0686	Signal transduction mechanisms 
T	KOG0660	Signal transduction mechanisms 
T	KOG1308	Signal transduction mechanisms 
T	KOG0664	Signal transduction mechanisms 
T	KOG2397	Signal transduction mechanisms 
T	KOG0671	Signal transduction mechanisms 
T	KOG2437	Signal transduction mechanisms 
T	KOG4458	Signal transduction mechanisms 
T	KOG1554	Signal transduction mechanisms 
T	KOG4500	Signal transduction mechanisms 
T	KOG2561	Signal transduction mechanisms 
T	KOG0697	Signal transduction mechanisms 
T	KOG2582	Signal transduction mechanisms 
T	KOG0279	Signal transduction mechanisms 
T	KOG0700	Signal transduction mechanisms 
T	KOG0371	Signal transduction mechanisms 
T	KOG3250	Signal transduction mechanisms 
T	KOG0403	Signal transduction mechanisms 
T	KOG3986	Signal transduction mechanisms 
T	KOG4070	Signal transduction mechanisms 
T	KOG0787	Signal transduction mechanisms 
T	KOG4269	Signal transduction mechanisms 
T	KOG4414	Signal transduction mechanisms 
T	KOG0790	Signal transduction mechanisms 
T	KOG3876	Signal transduction mechanisms 
T	KOG4278	Signal transduction mechanisms 
T	KOG4289	Signal transduction mechanisms 
T	KOG4279	Signal transduction mechanisms 
T	KOG4293	Signal transduction mechanisms 
T	KOG2210	Signal transduction mechanisms 
T	KOG4306	Signal transduction mechanisms 
T	KOG4335	Signal transduction mechanisms 
T	KOG2265	Signal transduction mechanisms 
T	KOG3348	Signal transduction mechanisms 
T	KOG4348	Signal transduction mechanisms 
T	KOG3510	Signal transduction mechanisms 
T	KOG1704	Signal transduction mechanisms 
T	KOG0595	Signal transduction mechanisms 
T	KOG4370	Signal transduction mechanisms 
T	KOG4371	Signal transduction mechanisms 
T	KOG4375	Signal transduction mechanisms 
T	KOG3520	Signal transduction mechanisms 
T	KOG2370	Signal transduction mechanisms 
T	KOG3956	Signal transduction mechanisms 
T	KOG3791	Signal transduction mechanisms 
T	KOG2270	Signal transduction mechanisms 
T	KOG4428	Signal transduction mechanisms 
T	KOG4713	Signal transduction mechanisms 
T	KOG0201	Signal transduction mechanisms 
T	KOG1924	Signal transduction mechanisms 
T	KOG3774	Signal transduction mechanisms 
T	KOG0230	Signal transduction mechanisms 
T	KOG2064	Signal transduction mechanisms 
T	KOG1909	Signal transduction mechanisms 
T	KOG1930	Signal transduction mechanisms 
T	KOG3050	Signal transduction mechanisms 
T	KOG2087	Signal transduction mechanisms 
T	KOG0084	Signal transduction mechanisms 
T	KOG2088	Signal transduction mechanisms 
T	KOG4136	Signal transduction mechanisms 
T	KOG3860	Signal transduction mechanisms 
T	KOG3558	Signal transduction mechanisms 
T	KOG4724	Signal transduction mechanisms 
T	KOG3701	Signal transduction mechanisms 
T	KOG4270	Signal transduction mechanisms 
T	KOG2605	Signal transduction mechanisms 
T	KOG0579	Signal transduction mechanisms 
T	KOG3884	Signal transduction mechanisms 
T	KOG0582	Signal transduction mechanisms 
T	KOG3886	Signal transduction mechanisms 
T	KOG4035	Signal transduction mechanisms 
T	KOG4846	Signal transduction mechanisms 
T	KOG4345	Signal transduction mechanisms 
T	KOG0603	Signal transduction mechanisms 
T	KOG2243	Signal transduction mechanisms 
T	KOG0607	Signal transduction mechanisms 
T	KOG2264	Signal transduction mechanisms 
T	KOG0890	Signal transduction mechanisms 
T	KOG2290	Signal transduction mechanisms 
T	KOG1019	Signal transduction mechanisms 
T	KOG0193	Signal transduction mechanisms 
T	KOG3689	Signal transduction mechanisms 
T	KOG0192	Signal transduction mechanisms 
T	KOG2268	Signal transduction mechanisms 
T	KOG2381	Signal transduction mechanisms 
T	KOG1464	Signal transduction mechanisms 
T	KOG4006	Signal transduction mechanisms 
T	KOG1497	Signal transduction mechanisms 
T	KOG0082	Signal transduction mechanisms 
T	KOG4221	Signal transduction mechanisms 
T	KOG0373	Signal transduction mechanisms 
T	KOG4225	Signal transduction mechanisms 
T	KOG1423	Signal transduction mechanisms 
T	KOG3092	Signal transduction mechanisms 
T	KOG2867	Signal transduction mechanisms 
T	KOG0297	Signal transduction mechanisms 
T	KOG0662	Signal transduction mechanisms 
T	KOG1251	Signal transduction mechanisms 
T	KOG1328	Signal transduction mechanisms 
T	KOG0251	Signal transduction mechanisms 
T	KOG4257	Signal transduction mechanisms 
T	KOG0903	Signal transduction mechanisms 
T	KOG0574	Signal transduction mechanisms 
T	KOG0906	Signal transduction mechanisms 
T	KOG3873	Signal transduction mechanisms 
T	KOG0085	Signal transduction mechanisms 
T	KOG3883	Signal transduction mechanisms 
T	KOG2313	Signal transduction mechanisms 
T	KOG2606	Signal transduction mechanisms 
T	KOG4119	Signal transduction mechanisms 
T	KOG0583	Signal transduction mechanisms 
T	KOG2232	Signal transduction mechanisms 
T	KOG0587	Signal transduction mechanisms 
T	KOG4203	Signal transduction mechanisms 
T	KOG3941	Signal transduction mechanisms 
T	KOG4406	Signal transduction mechanisms 
T	KOG3971	Signal transduction mechanisms 
T	KOG2222	Signal transduction mechanisms 
T	KOG3759	Signal transduction mechanisms 
T	KOG2223	Signal transduction mechanisms 
T	KOG4226	Signal transduction mechanisms 
T	KOG2224	Signal transduction mechanisms 
T	KOG4236	Signal transduction mechanisms 
T	KOG0648	Signal transduction mechanisms 
T	KOG4158	Signal transduction mechanisms 
T	KOG0661	Signal transduction mechanisms 
T	KOG0196	Signal transduction mechanisms 
T	KOG4194	Signal transduction mechanisms 
T	KOG3751	Signal transduction mechanisms 
T	KOG3753	Signal transduction mechanisms 
T	KOG0668	Signal transduction mechanisms 
T	KOG4263	Signal transduction mechanisms 
T	KOG4050	Signal transduction mechanisms 
T	KOG4369	Signal transduction mechanisms 
T	KOG4303	Signal transduction mechanisms 
T	KOG0617	Signal transduction mechanisms 
T	KOG2080	Signal transduction mechanisms 
T	KOG4240	Signal transduction mechanisms 
T	KOG3842	Signal transduction mechanisms 
T	KOG3853	Signal transduction mechanisms 
T	KOG3858	Signal transduction mechanisms 
T	KOG4476	Signal transduction mechanisms 
T	KOG4041	Signal transduction mechanisms 
T	KOG3872	Signal transduction mechanisms 
T	KOG0609	Signal transduction mechanisms 
T	KOG2269	Signal transduction mechanisms 
T	KOG4038	Signal transduction mechanisms 
T	KOG2289	Signal transduction mechanisms 
T	KOG3775	Signal transduction mechanisms 
T	KOG4107	Signal transduction mechanisms 
T	KOG1118	Signal transduction mechanisms 
T	KOG4305	Signal transduction mechanisms 
T	KOG3913	Signal transduction mechanisms 
T	KOG2213	Signal transduction mechanisms 
T	KOG3939	Signal transduction mechanisms 
T	KOG3963	Signal transduction mechanisms 
T	KOG0592	Signal transduction mechanisms 
T	KOG4435	Signal transduction mechanisms 
T	KOG4222	Signal transduction mechanisms 
T	KOG0374	Signal transduction mechanisms 
T	KOG1116	Signal transduction mechanisms 
T	KOG4047	Signal transduction mechanisms 
T	KOG4104	Signal transduction mechanisms 
T	KOG3814	Signal transduction mechanisms 
T	KOG4143	Signal transduction mechanisms 
T	KOG2130	Signal transduction mechanisms 
T	KOG2283	Signal transduction mechanisms 
T	KOG4193	Signal transduction mechanisms 
T	KOG3668	Signal transduction mechanisms 
T	KOG4220	Signal transduction mechanisms 
T	KOG4219	Signal transduction mechanisms 
T	KOG3979	Signal transduction mechanisms 
T	KOG1115	Signal transduction mechanisms 
T	KOG0604	Signal transduction mechanisms 
T	KOG4039	Signal transduction mechanisms 
T	KOG0606	Signal transduction mechanisms 
T	KOG4252	Signal transduction mechanisms 
T	KOG3816	Signal transduction mechanisms 
T	KOG2675	Signal transduction mechanisms 
T	KOG4250	Signal transduction mechanisms 
T	KOG2132	Signal transduction mechanisms 
T	KOG1169	Signal transduction mechanisms 
T	KOG4258	Signal transduction mechanisms 
T	KOG2131	Signal transduction mechanisms 
T	KOG3821	Signal transduction mechanisms 
T	KOG2657	Signal transduction mechanisms 
T	KOG4244	Signal transduction mechanisms 
T	KOG0585	Signal transduction mechanisms 
T	KOG3797	Signal transduction mechanisms 
T	KOG3900	Signal transduction mechanisms 
T	KOG4162	Signal transduction mechanisms 
T	KOG3288	Signal transduction mechanisms 
