list_cat	KOG_id	kog_des
G	KOG4748	Carbohydrate transport and metabolism 
G	KOG1065	Carbohydrate transport and metabolism 
G	KOG1066	Carbohydrate transport and metabolism 
G	KOG1220	Carbohydrate transport and metabolism 
G	KOG2855	Carbohydrate transport and metabolism 
G	KOG1460	Carbohydrate transport and metabolism 
G	KOG1369	Carbohydrate transport and metabolism 
G	KOG2449	Carbohydrate transport and metabolism 
G	KOG1021	Carbohydrate transport and metabolism 
G	KOG1413	Carbohydrate transport and metabolism 
G	KOG1458	Carbohydrate transport and metabolism 
G	KOG1022	Carbohydrate transport and metabolism 
G	KOG3765	Carbohydrate transport and metabolism 
G	KOG1580	Carbohydrate transport and metabolism 
G	KOG3893	Carbohydrate transport and metabolism 
G	KOG1340	Carbohydrate transport and metabolism 
G	KOG1583	Carbohydrate transport and metabolism 
G	KOG2566	Carbohydrate transport and metabolism 
G	KOG1604	Carbohydrate transport and metabolism 
G	KOG4125	Carbohydrate transport and metabolism 
G	KOG1643	Carbohydrate transport and metabolism 
G	KOG1879	Carbohydrate transport and metabolism 
G	KOG4342	Carbohydrate transport and metabolism 
G	KOG2757	Carbohydrate transport and metabolism 
G	KOG2762	Carbohydrate transport and metabolism 
G	KOG1950	Carbohydrate transport and metabolism 
G	KOG1959	Carbohydrate transport and metabolism 
G	KOG1444	Carbohydrate transport and metabolism 
G	KOG2024	Carbohydrate transport and metabolism 
G	KOG2091	Carbohydrate transport and metabolism 
G	KOG2806	Carbohydrate transport and metabolism 
G	KOG4184	Carbohydrate transport and metabolism 
G	KOG1330	Carbohydrate transport and metabolism 
G	KOG2178	Carbohydrate transport and metabolism 
G	KOG2947	Carbohydrate transport and metabolism 
G	KOG3955	Carbohydrate transport and metabolism 
G	KOG0657	Carbohydrate transport and metabolism 
G	KOG3075	Carbohydrate transport and metabolism 
G	KOG0747	Carbohydrate transport and metabolism 
G	KOG3111	Carbohydrate transport and metabolism 
G	KOG3148	Carbohydrate transport and metabolism 
G	KOG1050	Carbohydrate transport and metabolism 
G	KOG3340	Carbohydrate transport and metabolism 
G	KOG1203	Carbohydrate transport and metabolism 
G	KOG3588	Carbohydrate transport and metabolism 
G	KOG2631	Carbohydrate transport and metabolism 
G	KOG3635	Carbohydrate transport and metabolism 
G	KOG3625	Carbohydrate transport and metabolism 
G	KOG3734	Carbohydrate transport and metabolism 
G	KOG1378	Carbohydrate transport and metabolism 
G	KOG2446	Carbohydrate transport and metabolism 
G	KOG2499	Carbohydrate transport and metabolism 
G	KOG1557	Carbohydrate transport and metabolism 
G	KOG2531	Carbohydrate transport and metabolism 
G	KOG2532	Carbohydrate transport and metabolism 
G	KOG2533	Carbohydrate transport and metabolism 
G	KOG2537	Carbohydrate transport and metabolism 
G	KOG1431	Carbohydrate transport and metabolism 
G	KOG2119	Carbohydrate transport and metabolism 
G	KOG2638	Carbohydrate transport and metabolism 
G	KOG1616	Carbohydrate transport and metabolism 
G	KOG2670	Carbohydrate transport and metabolism 
G	KOG2692	Carbohydrate transport and metabolism 
G	KOG4476	Carbohydrate transport and metabolism 
G	KOG1442	Carbohydrate transport and metabolism 
G	KOG0658	Carbohydrate transport and metabolism 
G	KOG1958	Carbohydrate transport and metabolism 
G	KOG2254	Carbohydrate transport and metabolism 
G	KOG3147	Carbohydrate transport and metabolism 
G	KOG2288	Carbohydrate transport and metabolism 
G	KOG2741	Carbohydrate transport and metabolism 
G	KOG2366	Carbohydrate transport and metabolism 
G	KOG3354	Carbohydrate transport and metabolism 
G	KOG2175	Carbohydrate transport and metabolism 
G	KOG0626	Carbohydrate transport and metabolism 
G	KOG2204	Carbohydrate transport and metabolism 
G	KOG0637	Carbohydrate transport and metabolism 
G	KOG3018	Carbohydrate transport and metabolism 
G	KOG2230	Carbohydrate transport and metabolism 
G	KOG2246	Carbohydrate transport and metabolism 
G	KOG2517	Carbohydrate transport and metabolism 
G	KOG3731	Carbohydrate transport and metabolism 
G	KOG2287	Carbohydrate transport and metabolism 
G	KOG3221	Carbohydrate transport and metabolism 
G	KOG2323	Carbohydrate transport and metabolism 
G	KOG4626	Carbohydrate transport and metabolism 
G	KOG1367	Carbohydrate transport and metabolism 
G	KOG2430	Carbohydrate transport and metabolism 
G	KOG1372	Carbohydrate transport and metabolism 
G	KOG2234	Carbohydrate transport and metabolism 
G	KOG2666	Carbohydrate transport and metabolism 
G	KOG4157	Carbohydrate transport and metabolism 
G	KOG2504	Carbohydrate transport and metabolism 
G	KOG1794	Carbohydrate transport and metabolism 
G	KOG2440	Carbohydrate transport and metabolism 
G	KOG2429	Carbohydrate transport and metabolism 
G	KOG0372	Carbohydrate transport and metabolism 
G	KOG2431	Carbohydrate transport and metabolism 
G	KOG2426	Carbohydrate transport and metabolism 
H	KOG0534	Coenzyme transport and metabolism 
H	KOG2544	Coenzyme transport and metabolism 
H	KOG2599	Coenzyme transport and metabolism 
H	KOG3243	Coenzyme transport and metabolism 
H	KOG2876	Coenzyme transport and metabolism 
H	KOG1321	Coenzyme transport and metabolism 
H	KOG2672	Coenzyme transport and metabolism 
H	KOG0325	Coenzyme transport and metabolism 
H	KOG2644	Coenzyme transport and metabolism 
H	KOG2698	Coenzyme transport and metabolism 
H	KOG2743	Coenzyme transport and metabolism 
H	KOG2872	Coenzyme transport and metabolism 
H	KOG3310	Coenzyme transport and metabolism 
H	KOG2017	Coenzyme transport and metabolism 
H	KOG2892	Coenzyme transport and metabolism 
H	KOG4254	Coenzyme transport and metabolism 
H	KOG2586	Coenzyme transport and metabolism 
H	KOG2790	Coenzyme transport and metabolism 
H	KOG2525	Coenzyme transport and metabolism 
H	KOG4230	Coenzyme transport and metabolism 
H	KOG3855	Coenzyme transport and metabolism 
H	KOG1559	Coenzyme transport and metabolism 
H	KOG4410	Coenzyme transport and metabolism 
H	KOG0945	Coenzyme transport and metabolism 
H	KOG3153	Coenzyme transport and metabolism 
H	KOG3244	Coenzyme transport and metabolism 
H	KOG2794	Coenzyme transport and metabolism 
H	KOG1185	Coenzyme transport and metabolism 
H	KOG3110	Coenzyme transport and metabolism 
H	KOG4105	Coenzyme transport and metabolism 
H	KOG3199	Coenzyme transport and metabolism 
H	KOG0089	Coenzyme transport and metabolism 
H	KOG1276	Coenzyme transport and metabolism 
H	KOG1606	Coenzyme transport and metabolism 
H	KOG2201	Coenzyme transport and metabolism 
H	KOG2702	Coenzyme transport and metabolism 
H	KOG4132	Coenzyme transport and metabolism 
H	KOG3093	Coenzyme transport and metabolism 
H	KOG2524	Coenzyme transport and metabolism 
H	KOG1536	Coenzyme transport and metabolism 
H	KOG1527	Coenzyme transport and metabolism 
H	KOG4292	Coenzyme transport and metabolism 
H	KOG4166	Coenzyme transport and metabolism 
H	KOG3220	Coenzyme transport and metabolism 
H	KOG2142	Coenzyme transport and metabolism 
H	KOG2337	Coenzyme transport and metabolism 
H	KOG1270	Coenzyme transport and metabolism 
H	KOG3754	Coenzyme transport and metabolism 
H	KOG3042	Coenzyme transport and metabolism 
H	KOG2303	Coenzyme transport and metabolism 
H	KOG1380	Coenzyme transport and metabolism 
H	KOG3810	Coenzyme transport and metabolism 
H	KOG1370	Coenzyme transport and metabolism 
H	KOG1506	Coenzyme transport and metabolism 
H	KOG1381	Coenzyme transport and metabolism 
H	KOG0685	Coenzyme transport and metabolism 
H	KOG0776	Coenzyme transport and metabolism 
H	KOG2466	Coenzyme transport and metabolism 
H	KOG3210	Coenzyme transport and metabolism 
H	KOG2371	Coenzyme transport and metabolism 
H	KOG2598	Coenzyme transport and metabolism 
H	KOG2949	Coenzyme transport and metabolism 
H	KOG2900	Coenzyme transport and metabolism 
H	KOG0777	Coenzyme transport and metabolism 
H	KOG1540	Coenzyme transport and metabolism 
H	KOG1518	Coenzyme transport and metabolism 
H	KOG3159	Coenzyme transport and metabolism 
H	KOG3307	Coenzyme transport and metabolism 
H	KOG1184	Coenzyme transport and metabolism 
H	KOG1284	Coenzyme transport and metabolism 
H	KOG1360	Coenzyme transport and metabolism 
H	KOG0711	Coenzyme transport and metabolism 
H	KOG2511	Coenzyme transport and metabolism 
H	KOG1324	Coenzyme transport and metabolism 
H	KOG2336	Coenzyme transport and metabolism 
I	KOG3957	Lipid transport and metabolism 
I	KOG0140	Lipid transport and metabolism 
I	KOG1748	Lipid transport and metabolism 
I	KOG3889	Lipid transport and metabolism 
I	KOG1212	Lipid transport and metabolism 
I	KOG2345	Lipid transport and metabolism 
I	KOG2848	Lipid transport and metabolism 
I	KOG0278	Lipid transport and metabolism 
I	KOG3964	Lipid transport and metabolism 
I	KOG1620	Lipid transport and metabolism 
I	KOG2763	Lipid transport and metabolism 
I	KOG2818	Lipid transport and metabolism 
I	KOG2735	Lipid transport and metabolism 
I	KOG2803	Lipid transport and metabolism 
I	KOG3059	Lipid transport and metabolism 
I	KOG3761	Lipid transport and metabolism 
I	KOG3847	Lipid transport and metabolism 
I	KOG3888	Lipid transport and metabolism 
I	KOG0136	Lipid transport and metabolism 
I	KOG0137	Lipid transport and metabolism 
I	KOG0139	Lipid transport and metabolism 
I	KOG2761	Lipid transport and metabolism 
I	KOG3718	Lipid transport and metabolism 
I	KOG3719	Lipid transport and metabolism 
I	KOG4015	Lipid transport and metabolism 
I	KOG3729	Lipid transport and metabolism 
I	KOG0380	Lipid transport and metabolism 
I	KOG0301	Lipid transport and metabolism 
I	KOG0513	Lipid transport and metabolism 
I	KOG3845	Lipid transport and metabolism 
I	KOG0016	Lipid transport and metabolism 
I	KOG0064	Lipid transport and metabolism 
I	KOG3670	Lipid transport and metabolism 
I	KOG3716	Lipid transport and metabolism 
I	KOG3717	Lipid transport and metabolism 
I	KOG2508	Lipid transport and metabolism 
I	KOG1455	Lipid transport and metabolism 
I	KOG1170	Lipid transport and metabolism 
I	KOG1470	Lipid transport and metabolism 
I	KOG4826	Lipid transport and metabolism 
I	KOG3770	Lipid transport and metabolism 
I	KOG3146	Lipid transport and metabolism 
I	KOG0539	Lipid transport and metabolism 
I	KOG0693	Lipid transport and metabolism 
I	KOG2926	Lipid transport and metabolism 
I	KOG1406	Lipid transport and metabolism 
I	KOG0157	Lipid transport and metabolism 
I	KOG1440	Lipid transport and metabolism 
I	KOG2547	Lipid transport and metabolism 
I	KOG1264	Lipid transport and metabolism 
I	KOG2541	Lipid transport and metabolism 
I	KOG3956	Lipid transport and metabolism 
I	KOG1298	Lipid transport and metabolism 
I	KOG3730	Lipid transport and metabolism 
I	KOG3750	Lipid transport and metabolism 
I	KOG1362	Lipid transport and metabolism 
I	KOG1389	Lipid transport and metabolism 
I	KOG1390	Lipid transport and metabolism 
I	KOG1392	Lipid transport and metabolism 
I	KOG1202	Lipid transport and metabolism 
I	KOG1221	Lipid transport and metabolism 
I	KOG1394	Lipid transport and metabolism 
I	KOG0141	Lipid transport and metabolism 
I	KOG3016	Lipid transport and metabolism 
I	KOG2779	Lipid transport and metabolism 
I	KOG1459	Lipid transport and metabolism 
I	KOG2804	Lipid transport and metabolism 
I	KOG4142	Lipid transport and metabolism 
I	KOG2833	Lipid transport and metabolism 
I	KOG4178	Lipid transport and metabolism 
I	KOG2847	Lipid transport and metabolism 
I	KOG0831	Lipid transport and metabolism 
I	KOG0135	Lipid transport and metabolism 
I	KOG2624	Lipid transport and metabolism 
I	KOG4411	Lipid transport and metabolism 
I	KOG1976	Lipid transport and metabolism 
I	KOG1256	Lipid transport and metabolism 
I	KOG0540	Lipid transport and metabolism 
I	KOG4667	Lipid transport and metabolism 
I	KOG1014	Lipid transport and metabolism 
I	KOG3072	Lipid transport and metabolism 
I	KOG3071	Lipid transport and metabolism 
I	KOG1177	Lipid transport and metabolism 
I	KOG3177	Lipid transport and metabolism 
I	KOG3240	Lipid transport and metabolism 
I	KOG2898	Lipid transport and metabolism 
I	KOG1340	Lipid transport and metabolism 
I	KOG3290	Lipid transport and metabolism 
I	KOG4388	Lipid transport and metabolism 
I	KOG0817	Lipid transport and metabolism 
I	KOG2112	Lipid transport and metabolism 
I	KOG3720	Lipid transport and metabolism 
I	KOG2304	Lipid transport and metabolism 
I	KOG2305	Lipid transport and metabolism 
I	KOG2642	Lipid transport and metabolism 
I	KOG2369	Lipid transport and metabolism 
I	KOG1047	Lipid transport and metabolism 
I	KOG2420	Lipid transport and metabolism 
I	KOG1391	Lipid transport and metabolism 
I	KOG2480	Lipid transport and metabolism 
I	KOG1393	Lipid transport and metabolism 
I	KOG1200	Lipid transport and metabolism 
I	KOG1621	Lipid transport and metabolism 
I	KOG0874	Lipid transport and metabolism 
I	KOG0059	Lipid transport and metabolism 
I	KOG3030	Lipid transport and metabolism 
I	KOG0368	Lipid transport and metabolism 
I	KOG4087	Lipid transport and metabolism 
I	KOG0497	Lipid transport and metabolism 
I	KOG2822	Lipid transport and metabolism 
I	KOG4231	Lipid transport and metabolism 
I	KOG4232	Lipid transport and metabolism 
I	KOG4338	Lipid transport and metabolism 
I	KOG2877	Lipid transport and metabolism 
I	KOG2116	Lipid transport and metabolism 
I	KOG2308	Lipid transport and metabolism 
I	KOG1206	Lipid transport and metabolism 
I	KOG4569	Lipid transport and metabolism 
I	KOG2033	Lipid transport and metabolism 
I	KOG1680	Lipid transport and metabolism 
I	KOG0238	Lipid transport and metabolism 
I	KOG1175	Lipid transport and metabolism 
I	KOG1176	Lipid transport and metabolism 
I	KOG1684	Lipid transport and metabolism 
I	KOG3189	Lipid transport and metabolism 
I	KOG1179	Lipid transport and metabolism 
I	KOG1890	Lipid transport and metabolism 
I	KOG1180	Lipid transport and metabolism 
I	KOG1602	Lipid transport and metabolism 
I	KOG4540	Lipid transport and metabolism 
I	KOG4337	Lipid transport and metabolism 
I	KOG3006	Lipid transport and metabolism 
I	KOG1265	Lipid transport and metabolism 
I	KOG2088	Lipid transport and metabolism 
I	KOG1325	Lipid transport and metabolism 
I	KOG1329	Lipid transport and metabolism 
I	KOG4170	Lipid transport and metabolism 
I	KOG4136	Lipid transport and metabolism 
I	KOG2419	Lipid transport and metabolism 
I	KOG2468	Lipid transport and metabolism 
I	KOG1600	Lipid transport and metabolism 
I	KOG1889	Lipid transport and metabolism 
I	KOG1617	Lipid transport and metabolism 
I	KOG4519	Lipid transport and metabolism 
I	KOG1638	Lipid transport and metabolism 
I	KOG4666	Lipid transport and metabolism 
I	KOG0060	Lipid transport and metabolism 
I	KOG1471	Lipid transport and metabolism 
I	KOG1478	Lipid transport and metabolism 
I	KOG1111	Lipid transport and metabolism 
I	KOG1269	Lipid transport and metabolism 
I	KOG1511	Lipid transport and metabolism 
I	KOG4321	Lipid transport and metabolism 
I	KOG1737	Lipid transport and metabolism 
I	KOG0872	Lipid transport and metabolism 
I	KOG4169	Lipid transport and metabolism 
I	KOG1933	Lipid transport and metabolism 
I	KOG3035	Lipid transport and metabolism 
I	KOG2329	Lipid transport and metabolism 
I	KOG1679	Lipid transport and metabolism 
I	KOG4720	Lipid transport and metabolism 
I	KOG1888	Lipid transport and metabolism 
I	KOG1169	Lipid transport and metabolism 
I	KOG1683	Lipid transport and metabolism 
I	KOG1430	Lipid transport and metabolism 
I	KOG1115	Lipid transport and metabolism 
I	KOG3668	Lipid transport and metabolism 
I	KOG1682	Lipid transport and metabolism 
I	KOG4435	Lipid transport and metabolism 
I	KOG2208	Lipid transport and metabolism 
I	KOG1118	Lipid transport and metabolism 
I	KOG1640	Lipid transport and metabolism 
I	KOG4471	Lipid transport and metabolism 
I	KOG0873	Lipid transport and metabolism 
I	KOG1639	Lipid transport and metabolism 
I	KOG2987	Lipid transport and metabolism 
I	KOG1505	Lipid transport and metabolism 
I	KOG1435	Lipid transport and metabolism 
I	KOG1681	Lipid transport and metabolism 
I	KOG1116	Lipid transport and metabolism 
J	KOG1560	Translation, ribosomal structure and biogenesis 
J	KOG2472	Translation, ribosomal structure and biogenesis 
J	KOG0875	Translation, ribosomal structure and biogenesis 
J	KOG2438	Translation, ribosomal structure and biogenesis 
J	KOG0857	Translation, ribosomal structure and biogenesis 
J	KOG0887	Translation, ribosomal structure and biogenesis 
J	KOG0886	Translation, ribosomal structure and biogenesis 
J	KOG2559	Translation, ribosomal structure and biogenesis 
J	KOG0832	Translation, ribosomal structure and biogenesis 
J	KOG0900	Translation, ribosomal structure and biogenesis 
J	KOG1033	Translation, ribosomal structure and biogenesis 
J	KOG0466	Translation, ribosomal structure and biogenesis 
J	KOG1613	Translation, ribosomal structure and biogenesis 
J	KOG1004	Translation, ribosomal structure and biogenesis 
J	KOG1570	Translation, ribosomal structure and biogenesis 
J	KOG1041	Translation, ribosomal structure and biogenesis 
J	KOG0898	Translation, ribosomal structure and biogenesis 
J	KOG0878	Translation, ribosomal structure and biogenesis 
J	KOG0003	Translation, ribosomal structure and biogenesis 
J	KOG2364	Translation, ribosomal structure and biogenesis 
J	KOG0830	Translation, ribosomal structure and biogenesis 
J	KOG0815	Translation, ribosomal structure and biogenesis 
J	KOG2916	Translation, ribosomal structure and biogenesis 
J	KOG0465	Translation, ribosomal structure and biogenesis 
J	KOG0467	Translation, ribosomal structure and biogenesis 
J	KOG2479	Translation, ribosomal structure and biogenesis 
J	KOG2506	Translation, ribosomal structure and biogenesis 
J	KOG0554	Translation, ribosomal structure and biogenesis 
J	KOG3191	Translation, ribosomal structure and biogenesis 
J	KOG0893	Translation, ribosomal structure and biogenesis 
J	KOG0400	Translation, ribosomal structure and biogenesis 
J	KOG2539	Translation, ribosomal structure and biogenesis 
J	KOG0899	Translation, ribosomal structure and biogenesis 
J	KOG0402	Translation, ribosomal structure and biogenesis 
J	KOG0846	Translation, ribosomal structure and biogenesis 
J	KOG2411	Translation, ribosomal structure and biogenesis 
J	KOG4616	Translation, ribosomal structure and biogenesis 
J	KOG1467	Translation, ribosomal structure and biogenesis 
J	KOG4685	Translation, ribosomal structure and biogenesis 
J	KOG1488	Translation, ribosomal structure and biogenesis 
J	KOG3166	Translation, ribosomal structure and biogenesis 
J	KOG4756	Translation, ribosomal structure and biogenesis 
J	KOG2523	Translation, ribosomal structure and biogenesis 
J	KOG2529	Translation, ribosomal structure and biogenesis 
J	KOG0688	Translation, ribosomal structure and biogenesis 
J	KOG2335	Translation, ribosomal structure and biogenesis 
J	KOG0746	Translation, ribosomal structure and biogenesis 
J	KOG0901	Translation, ribosomal structure and biogenesis 
J	KOG4813	Translation, ribosomal structure and biogenesis 
J	KOG0408	Translation, ribosomal structure and biogenesis 
J	KOG2623	Translation, ribosomal structure and biogenesis 
J	KOG0433	Translation, ribosomal structure and biogenesis 
J	KOG2713	Translation, ribosomal structure and biogenesis 
J	KOG1069	Translation, ribosomal structure and biogenesis 
J	KOG0328	Translation, ribosomal structure and biogenesis 
J	KOG0556	Translation, ribosomal structure and biogenesis 
J	KOG0650	Translation, ribosomal structure and biogenesis 
J	KOG3185	Translation, ribosomal structure and biogenesis 
J	KOG1614	Translation, ribosomal structure and biogenesis 
J	KOG2553	Translation, ribosomal structure and biogenesis 
J	KOG0829	Translation, ribosomal structure and biogenesis 
J	KOG0462	Translation, ribosomal structure and biogenesis 
J	KOG0464	Translation, ribosomal structure and biogenesis 
J	KOG3791	Translation, ribosomal structure and biogenesis 
J	KOG2298	Translation, ribosomal structure and biogenesis 
J	KOG2309	Translation, ribosomal structure and biogenesis 
J	KOG1224	Translation, ribosomal structure and biogenesis 
J	KOG0469	Translation, ribosomal structure and biogenesis 
J	KOG1569	Translation, ribosomal structure and biogenesis 
J	KOG1612	Translation, ribosomal structure and biogenesis 
J	KOG2324	Translation, ribosomal structure and biogenesis 
J	KOG1144	Translation, ribosomal structure and biogenesis 
J	KOG1384	Translation, ribosomal structure and biogenesis 
J	KOG2554	Translation, ribosomal structure and biogenesis 
J	KOG4607	Translation, ribosomal structure and biogenesis 
J	KOG2409	Translation, ribosomal structure and biogenesis 
J	KOG1466	Translation, ribosomal structure and biogenesis 
J	KOG0122	Translation, ribosomal structure and biogenesis 
J	KOG0066	Translation, ribosomal structure and biogenesis 
J	KOG1768	Translation, ribosomal structure and biogenesis 
J	KOG0187	Translation, ribosomal structure and biogenesis 
J	KOG0877	Translation, ribosomal structure and biogenesis 
J	KOG0555	Translation, ribosomal structure and biogenesis 
J	KOG1885	Translation, ribosomal structure and biogenesis 
J	KOG2334	Translation, ribosomal structure and biogenesis 
J	KOG0378	Translation, ribosomal structure and biogenesis 
J	KOG1751	Translation, ribosomal structure and biogenesis 
J	KOG2049	Translation, ribosomal structure and biogenesis 
J	KOG0401	Translation, ribosomal structure and biogenesis 
J	KOG2613	Translation, ribosomal structure and biogenesis 
J	KOG0407	Translation, ribosomal structure and biogenesis 
J	KOG2646	Translation, ribosomal structure and biogenesis 
J	KOG1035	Translation, ribosomal structure and biogenesis 
J	KOG0435	Translation, ribosomal structure and biogenesis 
J	KOG2758	Translation, ribosomal structure and biogenesis 
J	KOG0327	Translation, ribosomal structure and biogenesis 
J	KOG1076	Translation, ribosomal structure and biogenesis 
J	KOG0397	Translation, ribosomal structure and biogenesis 
J	KOG2206	Translation, ribosomal structure and biogenesis 
J	KOG0398	Translation, ribosomal structure and biogenesis 
J	KOG2255	Translation, ribosomal structure and biogenesis 
J	KOG1147	Translation, ribosomal structure and biogenesis 
J	KOG1148	Translation, ribosomal structure and biogenesis 
J	KOG2278	Translation, ribosomal structure and biogenesis 
J	KOG1191	Translation, ribosomal structure and biogenesis 
J	KOG1195	Translation, ribosomal structure and biogenesis 
J	KOG0468	Translation, ribosomal structure and biogenesis 
J	KOG2925	Translation, ribosomal structure and biogenesis 
J	KOG0437	Translation, ribosomal structure and biogenesis 
J	KOG4133	Translation, ribosomal structure and biogenesis 
J	KOG4163	Translation, ribosomal structure and biogenesis 
J	KOG1749	Translation, ribosomal structure and biogenesis 
J	KOG1750	Translation, ribosomal structure and biogenesis 
J	KOG4461	Translation, ribosomal structure and biogenesis 
J	KOG0002	Translation, ribosomal structure and biogenesis 
J	KOG0052	Translation, ribosomal structure and biogenesis 
J	KOG0004	Translation, ribosomal structure and biogenesis 
J	KOG1465	Translation, ribosomal structure and biogenesis 
J	KOG4612	Translation, ribosomal structure and biogenesis 
J	KOG3137	Translation, ribosomal structure and biogenesis 
J	KOG4639	Translation, ribosomal structure and biogenesis 
J	KOG3162	Translation, ribosomal structure and biogenesis 
J	KOG4708	Translation, ribosomal structure and biogenesis 
J	KOG4707	Translation, ribosomal structure and biogenesis 
J	KOG2522	Translation, ribosomal structure and biogenesis 
J	KOG4771	Translation, ribosomal structure and biogenesis 
J	KOG4759	Translation, ribosomal structure and biogenesis 
J	KOG4772	Translation, ribosomal structure and biogenesis 
J	KOG1627	Translation, ribosomal structure and biogenesis 
J	KOG2072	Translation, ribosomal structure and biogenesis 
J	KOG4778	Translation, ribosomal structure and biogenesis 
J	KOG2144	Translation, ribosomal structure and biogenesis 
J	KOG0432	Translation, ribosomal structure and biogenesis 
J	KOG1212	Translation, ribosomal structure and biogenesis 
J	KOG1068	Translation, ribosomal structure and biogenesis 
J	KOG2038	Translation, ribosomal structure and biogenesis 
J	KOG1071	Translation, ribosomal structure and biogenesis 
J	KOG0458	Translation, ribosomal structure and biogenesis 
J	KOG1143	Translation, ribosomal structure and biogenesis 
J	KOG0009	Translation, ribosomal structure and biogenesis 
J	KOG0460	Translation, ribosomal structure and biogenesis 
J	KOG2241	Translation, ribosomal structure and biogenesis 
J	KOG0461	Translation, ribosomal structure and biogenesis 
J	KOG2815	Translation, ribosomal structure and biogenesis 
J	KOG4078	Translation, ribosomal structure and biogenesis 
J	KOG2297	Translation, ribosomal structure and biogenesis 
J	KOG4080	Translation, ribosomal structure and biogenesis 
J	KOG4089	Translation, ribosomal structure and biogenesis 
J	KOG2315	Translation, ribosomal structure and biogenesis 
J	KOG1242	Translation, ribosomal structure and biogenesis 
J	KOG1247	Translation, ribosomal structure and biogenesis 
J	KOG2317	Translation, ribosomal structure and biogenesis 
J	KOG4426	Translation, ribosomal structure and biogenesis 
J	KOG3031	Translation, ribosomal structure and biogenesis 
J	KOG2363	Translation, ribosomal structure and biogenesis 
J	KOG4599	Translation, ribosomal structure and biogenesis 
J	KOG4600	Translation, ribosomal structure and biogenesis 
J	KOG1762	Translation, ribosomal structure and biogenesis 
J	KOG0123	Translation, ribosomal structure and biogenesis 
J	KOG1767	Translation, ribosomal structure and biogenesis 
J	KOG1468	Translation, ribosomal structure and biogenesis 
J	KOG1770	Translation, ribosomal structure and biogenesis 
J	KOG0452	Translation, ribosomal structure and biogenesis 
J	KOG3181	Translation, ribosomal structure and biogenesis 
J	KOG0926	Translation, ribosomal structure and biogenesis 
J	KOG1936	Translation, ribosomal structure and biogenesis 
J	KOG2572	Translation, ribosomal structure and biogenesis 
J	KOG3204	Translation, ribosomal structure and biogenesis 
J	KOG3449	Translation, ribosomal structure and biogenesis 
J	KOG4799	Translation, ribosomal structure and biogenesis 
J	KOG1628	Translation, ribosomal structure and biogenesis 
J	KOG2874	Translation, ribosomal structure and biogenesis 
J	KOG4844	Translation, ribosomal structure and biogenesis 
J	KOG2147	Translation, ribosomal structure and biogenesis 
J	KOG0434	Translation, ribosomal structure and biogenesis 
J	KOG2159	Translation, ribosomal structure and biogenesis 
J	KOG0436	Translation, ribosomal structure and biogenesis 
J	KOG2768	Translation, ribosomal structure and biogenesis 
J	KOG0438	Translation, ribosomal structure and biogenesis 
J	KOG2198	Translation, ribosomal structure and biogenesis 
J	KOG3890	Translation, ribosomal structure and biogenesis 
J	KOG2784	Translation, ribosomal structure and biogenesis 
J	KOG1145	Translation, ribosomal structure and biogenesis 
J	KOG1714	Translation, ribosomal structure and biogenesis 
J	KOG2805	Translation, ribosomal structure and biogenesis 
J	KOG1149	Translation, ribosomal structure and biogenesis 
J	KOG4079	Translation, ribosomal structure and biogenesis 
J	KOG1211	Translation, ribosomal structure and biogenesis 
J	KOG2314	Translation, ribosomal structure and biogenesis 
J	KOG1740	Translation, ribosomal structure and biogenesis 
J	KOG1741	Translation, ribosomal structure and biogenesis 
J	KOG1742	Translation, ribosomal structure and biogenesis 
J	KOG3406	Translation, ribosomal structure and biogenesis 
J	KOG3412	Translation, ribosomal structure and biogenesis 
J	KOG3419	Translation, ribosomal structure and biogenesis 
J	KOG1753	Translation, ribosomal structure and biogenesis 
J	KOG1754	Translation, ribosomal structure and biogenesis 
J	KOG1462	Translation, ribosomal structure and biogenesis 
J	KOG1765	Translation, ribosomal structure and biogenesis 
J	KOG3073	Translation, ribosomal structure and biogenesis 
J	KOG3424	Translation, ribosomal structure and biogenesis 
J	KOG0148	Translation, ribosomal structure and biogenesis 
J	KOG1779	Translation, ribosomal structure and biogenesis 
J	KOG1790	Translation, ribosomal structure and biogenesis 
J	KOG0188	Translation, ribosomal structure and biogenesis 
J	KOG4752	Translation, ribosomal structure and biogenesis 
J	KOG1951	Translation, ribosomal structure and biogenesis 
J	KOG2007	Translation, ribosomal structure and biogenesis 
J	KOG1708	Translation, ribosomal structure and biogenesis 
J	KOG2050	Translation, ribosomal structure and biogenesis 
J	KOG3464	Translation, ribosomal structure and biogenesis 
J	KOG2102	Translation, ribosomal structure and biogenesis 
J	KOG1646	Translation, ribosomal structure and biogenesis 
J	KOG2021	Translation, ribosomal structure and biogenesis 
J	KOG2145	Translation, ribosomal structure and biogenesis 
J	KOG2648	Translation, ribosomal structure and biogenesis 
J	KOG2154	Translation, ribosomal structure and biogenesis 
J	KOG2188	Translation, ribosomal structure and biogenesis 
J	KOG2187	Translation, ribosomal structure and biogenesis 
J	KOG2767	Translation, ribosomal structure and biogenesis 
J	KOG3677	Translation, ribosomal structure and biogenesis 
J	KOG2975	Translation, ribosomal structure and biogenesis 
J	KOG3933	Translation, ribosomal structure and biogenesis 
J	KOG3942	Translation, ribosomal structure and biogenesis 
J	KOG2256	Translation, ribosomal structure and biogenesis 
J	KOG1722	Translation, ribosomal structure and biogenesis 
