ind	var	type	feature_posi	min_40	max_60	min_25	max_75	median	min_10	max_90	mean
P. echinospica	meth_freq	intron	16	0.785717335558408	0.852814	0.6382755	0.8853258	0.826412656716418	0.0292528968253968	0.920112777112462	0.672556423911276
P. echinospica	meth_freq	intron	17	0.77979385	0.850671857142857	0.626085173913044	0.884511238888889	0.822184769230769	0.0290213403162055	0.919376690909091	0.668437202074091
P. echinospica	meth_freq	intron	18	0.784215171428571	0.852194627118644	0.648227139705882	0.884572773684211	0.823725112612613	0.0293941445982143	0.918710967306053	0.673250259370839
P. echinospica	meth_freq	intron	19	0.766460206160616	0.842075830285714	0.618179053125	0.879157357142857	0.808298360869565	0.0270713381111111	0.919130252272727	0.658859130319464
P. echinospica	meth_freq	intron	20	0.770327469117647	0.843594917460317	0.569274782485876	0.880741116596639	0.808643083333333	0.0296239335	0.9207128125	0.655847397428918
P. echinospica	meth_freq	intron	21	0.765733933333333	0.844408434918478	0.57106819375	0.884278380952381	0.819653444444444	0.0293470125101215	0.918899106837607	0.652705969371106
P. echinospica	meth_freq	intron	22	0.760469702097902	0.844110544444445	0.605240431111111	0.88057325	0.809744	0.0262976967628749	0.921275222939068	0.651667601765425
P. echinospica	meth_freq	intron	23	0.75479028	0.8445764	0.564706	0.884457	0.807862869565217	0.025806476	0.923539	0.646694079825507
P. echinospica	meth_freq	intron	24	0.748901125	0.829597179487179	0.543705	0.875468735294118	0.796385892222222	0.0233422157692308	0.911618478676471	0.635028990723605
P. echinospica	meth_freq	intron	25	0.745569147474748	0.840588462222222	0.450724166666667	0.876041875	0.8013724	0.0262185534210526	0.91231197025641	0.63307527734235
P. echinospica	meth_freq	intron	26	0.73665948	0.834839266666667	0.497372894285714	0.876023060606061	0.793949166666667	0.0243492792513369	0.914875777142857	0.625679388355067
P. echinospica	meth_freq	intron	27	0.721532488888889	0.83096620952381	0.378205	0.874371714285714	0.7664146	0.0259610946352941	0.921831933858268	0.617480815853636
P. echinospica	meth_freq	intron	28	0.73882060952381	0.823481620869565	0.257812340444862	0.874435625	0.7905521	0.0238989005194805	0.912734504761905	0.614181179716376
P. echinospica	meth_freq	intron	29	0.743023785833333	0.820592352272727	0.123807734615385	0.873690875	0.79751817816092	0.0265054014285714	0.915039969722222	0.608726429294802
P. echinospica	meth_freq	intron	30	0.700284550649351	0.816083504665693	0.0820694643631436	0.862175722222222	0.77775221875	0.0262190293333333	0.903084706666667	0.592812371329701
P. echinospica	meth_freq	intron	31	0.676966833333333	0.810369502197802	0.0609416532051282	0.850029232328482	0.758861463636364	0.02620970125	0.904841624242424	0.582853132916258
P. echinospica	meth_freq	intron	32	0.653289796923077	0.828939609117647	0.0736703142857143	0.88119375	0.7539632	0.0260841244444444	0.9165971	0.580706630936873
P. echinospica	meth_freq	intron	33	0.703134222222222	0.822023857142857	0.05986198	0.861567824811256	0.7721353625	0.0198414475	0.908962118421053	0.590403873037474
P. echinospica	meth_freq	intron	34	0.693044514150943	0.80839036	0.07648798	0.860811885057472	0.755199555263158	0.0277608602930403	0.915836677777778	0.597976323394303
P. echinospica	meth_freq	intron	35	0.708417310344828	0.79821818	0.067498165	0.856661613095238	0.758818507056452	0.0172916153125	0.898298894444445	0.581535403378892
P. echinospica	meth_freq	intron	36	0.708420498418079	0.837130652173913	0.0643879108225108	0.869007666666667	0.789262968253968	0.0278939458039216	0.897820866666666	0.594227029492522
P. echinospica	meth_freq	intron	37	0.609124633333333	0.761141416666667	0.04672086	0.8589825	0.712902568	0.0263721548484849	0.914585924705883	0.553145886638718
P. echinospica	meth_freq	intron	38	0.705753746666667	0.814843265891473	0.05688318	0.858284666666667	0.738406666666667	0.0277736140862069	0.905392474844075	0.574020142435204
P. echinospica	meth_freq	intron	39	0.6827278	0.815802	0.05968104375	0.865328141666667	0.747955892857143	0.0219520988249119	0.900921734375	0.574047517768376
P. echinospica	meth_freq	intron	40	0.691981555555556	0.805107583333333	0.0527413388888889	0.876456854554865	0.745079608695652	0.0338928703125	0.913440882352941	0.580500757664122
P. echinospica	meth_freq	intron	41	0.688919716666667	0.782311286666667	0.0410651696666667	0.83231804962406	0.7198827	0.0185966290322581	0.8784172	0.556166794759498
P. echinospica	meth_freq	intron	42	0.667270857142857	0.770376470588235	0.0420167777777778	0.811403333333333	0.7334178	0.0159562841702128	0.886641316666667	0.535462592931322
P. echinospica	meth_freq	intron	43	0.674695222222222	0.776654742857143	0.08018542125	0.830557330952381	0.72009625	0.01968484	0.874399125	0.538467097162348
P. echinospica	meth_freq	intron	44	0.554413844444445	0.720043416208598	0.0438095	0.800769990131579	0.669471096774193	0.013550162962963	0.876434260962567	0.503486999180196
P. echinospica	meth_freq	intron	45	0.61030435	0.799481623529412	0.0510881253028891	0.8571195	0.758933708333333	0.0240541440196078	0.887369354166667	0.533650614219669
P. echinospica	meth_freq	intron	46	0.525242813333334	0.740133761461794	0.0328692307692308	0.809007869512195	0.695298	0.0192198408333333	0.894025781818182	0.502987763035771
P. echinospica	meth_freq	intron	47	0.1636709	0.750026476941176	0.0408288858241758	0.839554326544944	0.656810484615385	0.0219266793076923	0.872186666666667	0.47436070050687
P. echinospica	meth_freq	intron	48	0.0443462333333333	0.7340268	0.0281078579545455	0.854909121428572	0.62567075	0.0168506290322581	0.8720841	0.465987237484648
P. echinospica	meth_freq	intron	49	0.382409930714286	0.763536097777778	0.037891618627451	0.827943907142857	0.754672143115942	0.021527558030303	0.898176855882353	0.500055676236882
P. echinospica	meth_freq	intron	50	0.644351683333333	0.769742658333333	0.0297412543181818	0.853386909795027	0.716812554545454	0.0167964866111111	0.885258250451613	0.518675187287175
P. echinospica	meth_freq	intron	51	0.298682787142857	0.693589692121212	0.0364085927767528	0.761822135416667	0.630815666666667	0.0203845438095238	0.884875945376956	0.463143310597097
P. echinospica	meth_freq	intron	52	0.243054130555556	0.750846365405405	0.0498809550038197	0.814943919350283	0.720106211111111	0.0268949994326241	0.851407049666667	0.476467339484515
P. echinospica	meth_freq	intron	53	0.315404557307693	0.7888066	0.0312887	0.821420833333333	0.732405583333333	0.0129564659482759	0.890352961363637	0.492452661085886
P. echinospica	meth_freq	intron	54	0.555792762077923	0.758389459096459	0.0332551161842105	0.854032788461538	0.7202815	0.0185018681578947	0.880520969642857	0.507989167035993
P. echinospica	meth_freq	intron	55	0.0780996692307692	0.81588347260274	0.04153954875	0.887271392857143	0.736106333333333	0.022944285	0.907915584656085	0.497240181685384
P. echinospica	meth_freq	intron	56	0.0685408261538462	0.861664443636364	0.0286671666666667	0.87459425	0.748996105263158	0.0131493523076923	0.878246954208975	0.476396159811242
P. echinospica	meth_freq	intron	57	0.031400583	0.790400358333333	0.025730259375	0.798120036458333	0.41025739	0.0162714507692308	0.915812357142857	0.433850412450549
P. echinospica	meth_freq	intron	58	0.0443340342857143	0.208393823508772	0.0386080726890756	0.857207465909091	0.0468418605263158	0.0301115012566845	0.891835297402597	0.354209858483693
P. echinospica	meth_freq	intron	59	0.0518351007619048	0.209615984615385	0.0435461830357143	0.812720942307692	0.0564873433333333	0.0162727225	0.85041995	0.338996957616758
P. echinospica	meth_freq	intron	60	0.0265023063492063	0.18812955	0.0179501037202381	0.749611083333333	0.040226424702381	0.0147731610227273	0.817591813333333	0.314760315034271
P. echinospica	meth_freq	intron	61	0.0142475714285714	0.0449325605263158	0.00846385952380952	0.647458596653318	0.0295900659774436	0.00326797777777778	0.897483637681159	0.310113893812127
P. echinospica	meth_freq	intron	62	0.0234421227272727	0.0326340307692308	0.0201657473484848	0.551457304402834	0.0280380767482517	0.018626603968254	0.762199197807018	0.269621292841174
P. echinospica	meth_freq	intron	63	0.05362571	0.058019425	0.0354931821875	0.60166335625	0.0558225675	0.0268220575206044	0.7993755	0.294006708340201
P. echinospica	meth_freq	intron	64	0.181051777482838	0.631380483844393	0.0286582120772947	0.799435222807018	0.406216130663616	0.0245470181642512	0.831736529122807	0.421877304220697
P. echinospica	meth_freq	intron	65	0.207323365526316	0.661269872631579	0.0453943700350877	0.832780352678571	0.434296619078947	0.0262900824140351	0.8691313125	0.443878103634712
P. echinospica	meth_freq	intron	66	0.192310729033435	0.627898044705167	0.0423839205357143	0.778051512446808	0.410104386869301	0.0338680546428571	0.786975364978723	0.410331046113222
P. echinospica	meth_freq	intron	67	0.202311692307692	0.601566923076923	0.0578896834134615	0.776400183333333	0.401939307692308	0.0374832058653846	0.851546913333333	0.432350559054487
P. echinospica	meth_freq	intron	68	0.210951124363636	0.593496167454545	0.0696358756818182	0.779331573863636	0.402223645909091	0.0447954539090909	0.884308279545454	0.446743803636364
P. echinospica	meth_freq	intron	69	0.209197934328358	0.657844737313433	0.0513717729166667	0.825919628731343	0.433521335820896	0.0364727641666667	0.859266351492537	0.443770065827114
P. echinospica	meth_freq	intron	70	0.171158605315315	0.528682588828829	0.0413743206081081	0.6878159375	0.349920597072072	0.0222769982432432	0.759741575	0.379269661036036
P. echinospica	meth_freq	intron	71	0.201342102857143	0.594109697142857	0.0624300535714286	0.7531659859447	0.3977259	0.0480489214285714	0.80380674921659	0.417870139516129
P. echinospica	meth_freq	intron	72	0.149318702222222	0.420002175555555	0.0526431770833333	0.600387890625	0.284660438888889	0.0410373158333333	0.76267209375	0.368370628819444
P. echinospica	meth_freq	intron	73	0.16871035903131	0.571763931247189	0.0257693762195122	0.743991141489362	0.370237145139249	0.0103077504878049	0.812167976595745	0.399523372569625
P. echinospica	meth_freq	intron	74	0.504885946666667	0.653934777777778	0.321080033333333	0.693702111111111	0.627423222222222	0.13727412	0.733469444444445	0.467380355555556
P. echinospica	meth_freq	intron	75	0.479929831904762	0.603184843508772	0.313534279761905	0.62167180877193	0.5908602	0.147138727619048	0.640158774035088	0.426517325689223
P. echinospica	meth_freq	intron	76	0.60451554	0.65017156	0.570273525	0.684413575	0.62734355	0.53603151	0.71865559	0.62734355
P. echinospica	meth_freq	intron	77	0.861432175	0.86670395	0.85747834375	0.87065778125	0.8640680625	0.8535245125	0.8746116125	0.8640680625
P. echinospica	meth_freq	intron	78	0.737804989277389	0.774659736441336	0.710163928904429	0.802300796814297	0.756232362859363	0.682522868531468	0.829941857187257	0.756232362859363
P. echinospica	meth_freq	intron	79	0.807832921100917	0.838296280733945	0.784985401376147	0.861143800458716	0.823064600917431	0.762137881651376	0.883991320183486	0.823064600917431
P. echinospica	meth_freq	intron	80	0.813042571428572	0.813042571428572	0.813042571428572	0.813042571428572	0.813042571428572	0.813042571428572	0.813042571428572	0.813042571428572
P. echinospica	meth_freq	intron	81	0.9223215	0.9223215	0.9223215	0.9223215	0.9223215	0.9223215	0.9223215	0.9223215
P. echinospica	meth_freq	intron	82	0.781499375	0.781499375	0.781499375	0.781499375	0.781499375	0.781499375	0.781499375	0.781499375
P. echinospica	meth_freq	intron	83	0.795763	0.795763	0.795763	0.795763	0.795763	0.795763	0.795763	0.795763
P. echinospica	meth_freq	intron	84	0.8989033	0.8989033	0.8989033	0.8989033	0.8989033	0.8989033	0.8989033	0.8989033
P. echinospica	meth_freq	intron	85	0.874954571428571	0.874954571428571	0.874954571428571	0.874954571428571	0.874954571428571	0.874954571428571	0.874954571428571	0.874954571428571
P. echinospica	meth_freq	intron	86	0.9033724	0.9033724	0.9033724	0.9033724	0.9033724	0.9033724	0.9033724	0.9033724
P. echinospica	meth_freq	intron	87	0.841269555555556	0.841269555555556	0.841269555555556	0.841269555555556	0.841269555555556	0.841269555555556	0.841269555555556	0.841269555555556
P. echinospica	meth_freq	intron	88	0.819596916666667	0.819596916666667	0.819596916666667	0.819596916666667	0.819596916666667	0.819596916666667	0.819596916666667	0.819596916666667
P. echinospica	meth_freq	intron	89	0.930436166666667	0.930436166666667	0.930436166666667	0.930436166666667	0.930436166666667	0.930436166666667	0.930436166666667	0.930436166666667
P. echinospica	meth_freq	intron	90	0.810733333333334	0.810733333333334	0.810733333333334	0.810733333333334	0.810733333333334	0.810733333333334	0.810733333333334	0.810733333333334
P. echinospica	meth_freq	intron	91	0.656857333333333	0.656857333333333	0.656857333333333	0.656857333333333	0.656857333333333	0.656857333333333	0.656857333333333	0.656857333333333
R. piscesae	meth_cov	exon	1	0.5	1	0.321428571428571	1	0.777777777777778	0.125	1	0.658144588646449
R. piscesae	meth_cov	exon	2	1	1	0.461538461538462	1	1	0.176470588235294	1	0.764174913244213
R. piscesae	meth_cov	exon	3	1	1	0.544507575757576	1	1	0.2	1	0.790928306500683
R. piscesae	meth_cov	exon	4	1	1	0.642857142857143	1	1	0.222222222222222	1	0.813522256319709
R. piscesae	meth_cov	exon	5	1	1	0.714285714285714	1	1	0.237647058823529	1	0.824005758991073
R. piscesae	meth_cov	exon	6	1	1	1	1	1	0.266666666666667	1	0.841978366607949
R. piscesae	meth_cov	exon	7	1	1	1	1	1	0.285714285714286	1	0.850774995257375
R. piscesae	meth_cov	exon	8	1	1	1	1	1	0.3125	1	0.86245913380704
R. piscesae	meth_cov	exon	9	1	1	1	1	1	0.307692307692308	1	0.866647422700822
R. piscesae	meth_cov	exon	10	1	1	1	1	1	0.333333333333333	1	0.873116821455095
R. piscesae	meth_cov	exon	11	1	1	1	1	1	0.333333333333333	1	0.876275586037221
R. piscesae	meth_cov	exon	12	1	1	1	1	1	0.368421052631579	1	0.883154163800541
R. piscesae	meth_cov	exon	13	1	1	1	1	1	0.375	1	0.887223314013232
R. piscesae	meth_cov	exon	14	1	1	1	1	1	0.384615384615385	1	0.890087764548059
R. piscesae	meth_cov	exon	15	1	1	1	1	1	0.426315789473684	1	0.897075961564915
R. piscesae	meth_cov	exon	16	1	1	1	1	1	0.491176470588236	1	0.904673026652888
R. piscesae	meth_cov	exon	17	1	1	1	1	1	0.434821428571429	1	0.899701963808422
R. piscesae	meth_cov	exon	18	1	1	1	1	1	0.454545454545455	1	0.904454990712793
R. piscesae	meth_cov	exon	19	1	1	1	1	1	0.4	1	0.896608261730448
R. piscesae	meth_cov	exon	20	1	1	1	1	1	0.457342657342657	1	0.904645481730457
R. piscesae	meth_cov	exon	21	1	1	1	1	1	0.4	1	0.897973378453057
R. piscesae	meth_cov	exon	22	1	1	1	1	1	0.409655172413793	1	0.894182679400406
R. piscesae	meth_cov	exon	23	1	1	1	1	1	0.380952380952381	1	0.896296874625427
R. piscesae	meth_cov	exon	24	1	1	1	1	1	0.333333333333333	1	0.888956316182588
R. piscesae	meth_cov	exon	25	1	1	1	1	1	0.355990783410138	1	0.889641068144071
R. piscesae	meth_cov	exon	26	1	1	1	1	1	0.464411764705882	1	0.899496024488323
R. piscesae	meth_cov	exon	27	1	1	1	1	1	0.285714285714286	1	0.874146976651559
R. piscesae	meth_cov	exon	28	1	1	1	1	1	0.295294117647059	1	0.876967312118722
R. piscesae	meth_cov	exon	29	1	1	1	1	1	0.351794871794872	1	0.878000722256072
R. piscesae	meth_cov	exon	30	1	1	1	1	1	0.333333333333333	1	0.879450845565385
R. piscesae	meth_cov	exon	31	1	1	1	1	1	0.35	1	0.888752846963365
R. piscesae	meth_cov	exon	32	1	1	1	1	1	0.4	1	0.884456196006538
R. piscesae	meth_cov	exon	33	1	1	1	1	1	0.3	1	0.868595193499068
R. piscesae	meth_cov	exon	34	1	1	1	1	1	0.379807692307692	1	0.888553997634988
R. piscesae	meth_cov	exon	35	1	1	1	1	1	0.342857142857143	1	0.882527952960337
R. piscesae	meth_cov	exon	36	1	1	1	1	1	0.425	1	0.89117794318314
R. piscesae	meth_cov	exon	37	1	1	1	1	1	0.370833333333333	1	0.886064176836236
R. piscesae	meth_cov	exon	38	1	1	1	1	1	0.31	1	0.88640920236336
R. piscesae	meth_cov	exon	39	1	1	1	1	1	0.5	1	0.89765376855408
R. piscesae	meth_cov	exon	40	1	1	1	1	1	0.4	1	0.897981716124925
R. piscesae	meth_cov	exon	41	1	1	1	1	1	0.4	1	0.902164826714717
R. piscesae	meth_cov	exon	42	1	1	1	1	1	0.325	1	0.882825292397661
R. piscesae	meth_cov	exon	43	1	1	1	1	1	0.258333333333333	1	0.870187638105339
R. piscesae	meth_cov	exon	44	1	1	1	1	1	0.327272727272727	1	0.881326353385177
R. piscesae	meth_cov	exon	45	1	1	1	1	1	0.422619047619048	1	0.896202832541842
R. piscesae	meth_cov	exon	46	1	1	1	1	1	0.221078431372549	1	0.864010980497049
R. piscesae	meth_cov	exon	47	1	1	1	1	1	0.316666666666667	1	0.887207190055766
R. piscesae	meth_cov	exon	48	1	1	1	1	1	0.380952380952381	1	0.876614642188413
R. piscesae	meth_cov	exon	49	1	1	1	1	1	0.336111111111111	1	0.876399126021407
R. piscesae	meth_cov	exon	50	1	1	0.925	1	1	0.333333333333333	1	0.852814298796442
R. piscesae	meth_cov	exon	51	1	1	1	1	1	0.288721804511278	1	0.833359939280992
R. piscesae	meth_cov	exon	52	1	1	1	1	1	0.504545454545455	1	0.889289219552377
R. piscesae	meth_cov	exon	53	1	1	1	1	1	0.266826923076923	1	0.852586888831895
R. piscesae	meth_cov	exon	54	1	1	0.8125	1	1	0.235897435897436	1	0.829126946076392
R. piscesae	meth_cov	exon	55	1	1	1	1	1	0.290756302521008	1	0.835942396700911
R. piscesae	meth_cov	exon	56	1	1	0.95	1	1	0.485714285714286	1	0.873324215726176
R. piscesae	meth_cov	exon	57	1	1	0.6	1	1	0.175757575757576	1	0.810344132626741
R. piscesae	meth_cov	exon	58	1	1	1	1	1	0.302307692307692	1	0.840848823937059
R. piscesae	meth_cov	exon	59	1	1	1	1	1	0.27	1	0.831608413700408
R. piscesae	meth_cov	exon	60	1	1	0.714285714285714	1	1	0.358974358974359	1	0.838098013098013
R. piscesae	meth_cov	exon	61	1	1	0.725	1	1	0.25	1	0.831029185867896
R. piscesae	meth_cov	exon	62	1	1	0.625	1	1	0.293085106382979	1	0.814638072723179
R. piscesae	meth_cov	exon	63	1	1	0.867647058823529	1	1	0.415714285714286	1	0.852725705666882
R. piscesae	meth_cov	exon	64	1	1	0.709183673469388	1	1	0.27177033492823	1	0.819996591406366
R. piscesae	meth_cov	exon	65	1	1	0.958333333333333	1	1	0.578012684989429	1	0.882844222960502
R. piscesae	meth_cov	exon	66	1	1	0.833333333333333	1	1	0.316666666666667	1	0.835967697020329
R. piscesae	meth_cov	exon	67	1	1	0.864583333333333	1	1	0.361904761904762	1	0.848161974674071
R. piscesae	meth_cov	exon	68	1	1	0.83695652173913	1	1	0.333333333333333	1	0.836981692030319
R. piscesae	meth_cov	exon	69	1	1	1	1	1	0.621323529411765	1	0.928635620915033
R. piscesae	meth_cov	exon	70	1	1	1	1	1	0.481212121212121	1	0.892691622103387
R. piscesae	meth_cov	exon	71	1	1	1	1	1	0.492857142857143	1	0.900873507297656
R. piscesae	meth_cov	exon	72	1	1	0.875	1	1	0.238095238095238	1	0.817261904761905
R. piscesae	meth_cov	exon	73	1	1	0.9375	1	1	0.366666666666667	1	0.860069444444444
R. piscesae	meth_cov	exon	74	1	1	0.875	1	1	0.2625	1	0.832083333333333
R. piscesae	meth_cov	exon	75	1	1	0.823529411764706	1	1	0.32	1	0.817887154861945
R. piscesae	meth_cov	exon	76	1	1	0.925	1	1	0.461111111111111	1	0.851984126984127
R. piscesae	meth_cov	exon	77	1	1	0.58695652173913	1	1	0.166666666666667	1	0.772897275702325
R. piscesae	meth_cov	exon	78	1	1	1	1	1	0.3	1	0.869169960474308
R. piscesae	meth_cov	exon	79	1	1	0.619047619047619	1	1	0.212121212121212	1	0.768201495474223
R. piscesae	meth_cov	exon	80	1	1	0.571428571428571	1	1	0.274	1	0.776857142857143
R. piscesae	meth_cov	exon	81	1	1	1	1	1	0.1	1	0.796296296296296
R. piscesae	meth_cov	exon	82	1	1	1	1	1	0.357142857142857	1	0.851190476190476
R. piscesae	meth_cov	exon	83	0.781818181818182	1	0.599431818181818	1	1	0.394642857142857	1	0.763102968460111
R. piscesae	meth_cov	exon	84	0.753623188405797	1	0.41699604743083	1	0.916666666666667	0.295085995085995	1	0.720860930100061
R. piscesae	meth_cov	exon	85	1	1	0.714285714285714	1	1	0.309774436090226	1	0.794307196562836
R. piscesae	meth_cov	exon	86	1	1	0.6875	1	1	0.3375	1	0.808035714285714
R. piscesae	meth_cov	exon	87	1	1	0.875	1	1	0.562	1	0.861428571428571
R. piscesae	meth_cov	exon	88	1	1	0.75	1	1	0.4	1	0.821428571428571
R. piscesae	meth_cov	exon	89	1	1	1	1	1	0.705882352941176	1	0.901960784313726
R. piscesae	meth_cov	exon	90	1	1	1	1	1	0.458064516129032	1	0.819354838709677
R. piscesae	meth_cov	exon	91	1	1	1	1	1	0.433333333333333	1	0.811111111111111
R. piscesae	meth_cov	exon	92	1	1	1	1	1	0.441379310344828	1	0.813793103448276
R. piscesae	meth_cov	exon	93	1	1	1	1	1	0.442857142857143	1	0.814285714285714
R. piscesae	meth_cov	exon	94	1	1	1	1	1	0.52	1	0.84
R. piscesae	meth_cov	exon	95	1	1	0.7578125	1	1	0.321875	1	0.7578125
R. piscesae	meth_cov	exon	96	1	1	1	1	1	0.533333333333333	1	0.844444444444444
R. piscesae	meth_cov	exon	97	1	1	1	1	1	0.6	1	0.866666666666667
R. piscesae	meth_cov	exon	98	1	1	1	1	1	0.571428571428571	1	0.857142857142857
R. piscesae	meth_cov	exon	99	1	1	1	1	1	0.516129032258065	1	0.838709677419355
R. piscesae	meth_cov	exon	100	1	1	1	1	1	0.586206896551724	1	0.862068965517241
R. piscesae	meth_cov	exon	101	1	1	1	1	1	0.5875	1	0.8625
R. piscesae	meth_cov	exon	102	1	1	1	1	1	0.567441860465116	1	0.855813953488372
R. piscesae	meth_cov	exon	103	1	1	1	1	1	0.55	1	0.85
R. piscesae	meth_cov	exon	104	1	1	1	1	1	0.435294117647059	1	0.811764705882353
R. piscesae	meth_cov	exon	105	1	1	1	1	1	0.436363636363636	1	0.812121212121212
R. piscesae	meth_cov	exon	106	1	1	1	1	1	0.4	1	0.8
R. piscesae	meth_cov	exon	107	1	1	1	1	1	0.571428571428571	1	0.857142857142857
R. piscesae	meth_cov	exon	108	1	1	1	1	1	0.4375	1	0.8125
R. piscesae	meth_cov	exon	109	1	1	0.791666666666667	1	1	0.416666666666667	1	0.791666666666667
R. piscesae	meth_cov	exon	110	1	1	0.792857142857143	1	1	0.42	1	0.792857142857143
R. piscesae	meth_cov	exon	111	1	1	0.816176470588235	1	1	0.485294117647059	1	0.816176470588235
R. piscesae	meth_cov	exon	112	1	1	0.819444444444444	1	1	0.494444444444444	1	0.819444444444444
R. piscesae	meth_cov	exon	113	1	1	0.804054054054054	1	1	0.451351351351351	1	0.804054054054054
R. piscesae	meth_cov	exon	114	0.804878048780488	1	0.51219512195122	1	1	0.219512195121951	1	0.67479674796748
R. piscesae	meth_cov	exon	115	1	1	0.794117647058823	1	1	0.423529411764706	1	0.794117647058823
R. piscesae	meth_cov	exon	116	0.819354838709677	1	0.548387096774194	1	1	0.27741935483871	1	0.698924731182796
R. piscesae	meth_cov	exon	117	0.846153846153846	1	0.615384615384615	1	1	0.384615384615385	1	0.743589743589744
R. piscesae	meth_cov	exon	118	0.84	1	0.6	1	1	0.36	1	0.733333333333333
R. piscesae	meth_cov	exon	119	0.827027027027027	1	0.567567567567568	1	1	0.308108108108108	1	0.711711711711712
R. piscesae	meth_cov	exon	120	0.838095238095238	1	0.595238095238095	1	1	0.352380952380952	1	0.73015873015873
R. piscesae	meth_cov	exon	121	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	122	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	123	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	124	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	125	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	126	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	127	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	128	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	129	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	130	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	131	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	132	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	133	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	134	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	135	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	136	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	137	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	138	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	139	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	140	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	141	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	142	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	143	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	144	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	145	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	exon	146	1	1	1	1	1	1	1	1
R. piscesae	meth_cov	intron	1	0.713178294573643	1	0.540540540540541	1	0.857142857142857	0.375581445663227	1	0.758308678543096
R. piscesae	meth_cov	intron	2	0.979166666666667	1	0.6	1	1	0.4	1	0.815770827969041
R. piscesae	meth_cov	intron	3	1	1	0.64683257918552	1	1	0.419404087663137	1	0.835653440092787
R. piscesae	meth_cov	intron	4	1	1	0.70483682983683	1	1	0.438157894736842	1	0.852454316526885
R. piscesae	meth_cov	intron	5	1	1	0.76	1	1	0.464285714285714	1	0.866133325628346
R. piscesae	meth_cov	intron	6	1	1	0.825	1	1	0.470588235294118	1	0.873629907119422
R. piscesae	meth_cov	intron	7	1	1	0.931034482758621	1	1	0.5	1	0.883744798537939
R. piscesae	meth_cov	intron	8	1	1	1	1	1	0.5	1	0.891704284215774
R. piscesae	meth_cov	intron	9	1	1	1	1	1	0.518518518518518	1	0.895166343956938
R. piscesae	meth_cov	intron	10	1	1	1	1	1	0.5	1	0.897275979966023
R. piscesae	meth_cov	intron	11	1	1	1	1	1	0.523809523809524	1	0.901491187803594
R. piscesae	meth_cov	intron	12	1	1	1	1	1	0.56	1	0.906334680259694
R. piscesae	meth_cov	intron	13	1	1	1	1	1	0.5625	1	0.91276223225493
R. piscesae	meth_cov	intron	14	1	1	1	1	1	0.578947368421053	1	0.916407057723993
R. piscesae	meth_cov	intron	15	1	1	1	1	1	0.555555555555556	1	0.915860601889754
R. piscesae	meth_cov	intron	16	1	1	1	1	1	0.571428571428571	1	0.919796624332245
R. piscesae	meth_cov	intron	17	1	1	1	1	1	0.6	1	0.925731287409901
R. piscesae	meth_cov	intron	18	1	1	1	1	1	0.618151484818152	1	0.924429069137369
R. piscesae	meth_cov	intron	19	1	1	1	1	1	0.625	1	0.925812469047631
R. piscesae	meth_cov	intron	20	1	1	1	1	1	0.612285012285012	1	0.924658779646057
R. piscesae	meth_cov	intron	21	1	1	1	1	1	0.6	1	0.92656257935747
R. piscesae	meth_cov	intron	22	1	1	1	1	1	0.563621794871795	1	0.914833109902613
R. piscesae	meth_cov	intron	23	1	1	1	1	1	0.583333333333333	1	0.916749337206407
R. piscesae	meth_cov	intron	24	1	1	1	1	1	0.525575447570332	1	0.913007071727582
R. piscesae	meth_cov	intron	25	1	1	1	1	1	0.641711229946524	1	0.926555026918682
R. piscesae	meth_cov	intron	26	1	1	1	1	1	0.6	1	0.918434401553127
R. piscesae	meth_cov	intron	27	1	1	1	1	1	0.514285714285714	1	0.909439872186285
R. piscesae	meth_cov	intron	28	1	1	1	1	1	0.561344537815126	1	0.908938483343215
R. piscesae	meth_cov	intron	29	1	1	1	1	1	0.548212351029252	1	0.90707641021376
