	window_size	corr	mean_step	median_step	mean_CpGs	median_CpGs	n	cov_nanop	cov_wgbs	cov_nanop-cov_wgbs
240	100.0	0.9540860137466114	42.26550463235205	43.0	3.0	3.0	3458934.0	q90	10	q90-10
241	500.0	0.9729462759193344	312.58501853529447	363.0	12.0	10.0	994589.0	q90	10	q90-10
242	1000.0	0.9802366362191506	691.6348095953709	808.0	22.0	18.0	551641.0	q90	10	q90-10
243	5000.0	0.9915954776588894	4224.038213946602	4699.0	100.0	91.0	124274.0	q90	10	q90-10
244	10000.0	0.9939750413748238	8772.555069031072	9650.0	195.0	182.0	64174.0	q90	10	q90-10
245	50000.0	0.9896043427436184	38003.6236620432	49064.0	794.0	806.0	15789.0	q90	10	q90-10
246	100000.0	0.9809608049185684	60800.5775384925	84222.0	1261.0	1291.0	9937.0	q90	10	q90-10
247	500000.0	0.958324712881863	107997.50924937744	24384.5	2230.0	361.0	5622.0	q90	10	q90-10
248	1000000.0	0.9554841652343524	114467.06502073124	20757.0	2363.0	277.0	5306.0	q90	10	q90-10
249	5000000.0	0.9551360484428824	115475.44619771864	19968.0	2383.0	269.0	5260.0	q90	10	q90-10
250	100000000.0	0.9551360484428824	115475.44619771864	19968.0	2383.0	269.0	5260.0	q90	10	q90-10
251	500000000.0	0.9551360484428824	115475.44619771864	19968.0	2383.0	269.0	5260.0	q90	10	q90-10
