"orth_id"	"L1"	"meth"
"5109"	"R07B"	"methylated_promoter"
"2740"	"R07B"	"methylated_promoter"
"3250"	"R07B"	"methylated_promoter"
"3383"	"R07B"	"methylated_promoter"
"4080"	"R07B"	"methylated_promoter"
"4375"	"R07B"	"methylated_promoter"
"3377"	"R07B"	"methylated_promoter"
"640"	"R07B"	"methylated_promoter"
"4248"	"R07B"	"methylated_promoter"
"2011"	"R07B"	"methylated_promoter"
"169"	"R07B"	"methylated_promoter"
"3963"	"R07B"	"methylated_promoter"
"4264"	"R07B"	"methylated_promoter"
"2207"	"R07B"	"methylated_promoter"
"4413"	"R07B"	"methylated_promoter"
"4463"	"R07B"	"methylated_promoter"
"2565"	"R07B"	"methylated_promoter"
"4964"	"R07B"	"methylated_promoter"
"785"	"R07B"	"methylated_promoter"
"1566"	"R07B"	"methylated_promoter"
"2118"	"R07B"	"methylated_promoter"
"3320"	"R07B"	"methylated_promoter"
"2624"	"R07B"	"methylated_promoter"
"4499"	"R07B"	"methylated_promoter"
"336"	"R07B"	"methylated_promoter"
"4399"	"R07B"	"methylated_promoter"
"1257"	"R07B"	"methylated_promoter"
"2111"	"R07B"	"methylated_promoter"
"1869"	"R07B"	"methylated_promoter"
"4532"	"R07B"	"methylated_promoter"
"3906"	"R07B"	"methylated_promoter"
"173"	"R07B"	"methylated_promoter"
"3888"	"R07B"	"methylated_promoter"
"1688"	"R07B"	"methylated_promoter"
"511"	"R07B"	"methylated_promoter"
"3941"	"R07B"	"methylated_promoter"
"3896"	"R07B"	"methylated_promoter"
"2080"	"R07B"	"methylated_promoter"
"2688"	"R07B"	"methylated_promoter"
"2973"	"R07B"	"methylated_promoter"
"3800"	"R07B"	"methylated_promoter"
"4929"	"R07B"	"methylated_promoter"
"865"	"R07B"	"methylated_promoter"
"3618"	"R07B"	"methylated_promoter"
"4119"	"R07B"	"methylated_promoter"
"3817"	"R07B"	"methylated_promoter"
"611"	"R07B"	"methylated_promoter"
"3209"	"R07B"	"methylated_promoter"
"3022"	"R07B"	"methylated_promoter"
"4714"	"R07B"	"methylated_promoter"
"2662"	"R07B"	"methylated_promoter"
"1654"	"R07B"	"methylated_promoter"
"4497"	"R07B"	"methylated_promoter"
"3091"	"R07B"	"methylated_promoter"
"1186"	"R07B"	"methylated_promoter"
"1546"	"R07B"	"methylated_promoter"
"3712"	"R07B"	"methylated_promoter"
"3351"	"R07B"	"methylated_promoter"
"3040"	"R07B"	"methylated_promoter"
"4672"	"R07B"	"methylated_promoter"
"1414"	"R07B"	"methylated_promoter"
"3571"	"R07B"	"methylated_promoter"
"3957"	"R07B"	"methylated_promoter"
"1278"	"R07B"	"methylated_promoter"
"5014"	"R07B"	"methylated_promoter"
"4642"	"R07B"	"methylated_promoter"
"4219"	"R07B"	"methylated_promoter"
"5015"	"R07B"	"methylated_promoter"
"3752"	"R07B"	"methylated_promoter"
"3953"	"R07B"	"methylated_promoter"
"4411"	"R07B"	"methylated_promoter"
"1890"	"R07B"	"methylated_promoter"
"735"	"R07B"	"methylated_promoter"
"4049"	"R07B"	"methylated_promoter"
"3577"	"R07B"	"methylated_promoter"
"747"	"R07B"	"methylated_promoter"
"1013"	"R07B"	"methylated_promoter"
"3828"	"R07B"	"methylated_promoter"
"1367"	"R07B"	"methylated_promoter"
"2492"	"R07B"	"methylated_promoter"
"1068"	"R07B"	"methylated_promoter"
"3624"	"R07B"	"methylated_promoter"
"952"	"R07B"	"methylated_promoter"
"1674"	"R07B"	"methylated_promoter"
"2227"	"R07B"	"methylated_promoter"
"4043"	"R07B"	"methylated_promoter"
"4077"	"R07B"	"methylated_promoter"
"3420"	"R07B"	"methylated_promoter"
"3879"	"R07B"	"methylated_promoter"
"4960"	"R07B"	"methylated_promoter"
"872"	"R07B"	"methylated_promoter"
"855"	"R07B"	"methylated_promoter"
"770"	"R07B"	"methylated_promoter"
"2496"	"R07B"	"methylated_promoter"
"3208"	"R07B"	"methylated_promoter"
"3864"	"R07B"	"methylated_promoter"
"460"	"R07B"	"methylated_promoter"
"4635"	"R07B"	"methylated_promoter"
"1339"	"R07B"	"methylated_promoter"
"1523"	"R07B"	"methylated_promoter"
"931"	"R07B"	"methylated_promoter"
"446"	"R07B"	"methylated_promoter"
"4353"	"R07B"	"methylated_promoter"
"2935"	"R07B"	"methylated_promoter"
"661"	"R07B"	"methylated_promoter"
"538"	"R07B"	"methylated_promoter"
"2498"	"R07B"	"methylated_promoter"
"3665"	"R07B"	"methylated_promoter"
"1363"	"R07B"	"methylated_promoter"
"1197"	"R07B"	"methylated_promoter"
"2191"	"R07B"	"methylated_promoter"
"4114"	"R07B"	"methylated_promoter"
"2383"	"R07B"	"methylated_promoter"
"4561"	"R07B"	"methylated_promoter"
"2946"	"R07B"	"methylated_promoter"
"2616"	"R07B"	"methylated_promoter"
"2240"	"R07B"	"methylated_promoter"
"1609"	"R07B"	"methylated_promoter"
"3206"	"R07B"	"methylated_promoter"
"3554"	"R07B"	"methylated_promoter"
"2805"	"R07B"	"methylated_promoter"
"3815"	"R07B"	"methylated_promoter"
"544"	"R07B"	"methylated_promoter"
"3729"	"R07B"	"methylated_promoter"
"1208"	"R07B"	"methylated_promoter"
"4012"	"R07B"	"methylated_promoter"
"990"	"R07B"	"methylated_promoter"
"926"	"R07B"	"methylated_promoter"
"3281"	"R07B"	"methylated_promoter"
"2123"	"R07B"	"methylated_promoter"
"1639"	"R07B"	"methylated_promoter"
"4042"	"R07B"	"methylated_promoter"
"2802"	"R07B"	"methylated_promoter"
"4292"	"R07B"	"methylated_promoter"
"675"	"R07B"	"methylated_promoter"
"714"	"R07B"	"methylated_promoter"
"5123"	"R07B"	"methylated_promoter"
"4828"	"R07B"	"methylated_promoter"
"2502"	"R07B"	"methylated_promoter"
"4228"	"R07B"	"methylated_promoter"
"4107"	"R07B"	"methylated_promoter"
"3303"	"R07B"	"methylated_promoter"
"3214"	"R07B"	"methylated_promoter"
"415"	"R07B"	"methylated_promoter"
"2648"	"R07B"	"methylated_promoter"
"1514"	"R07B"	"methylated_promoter"
"922"	"R07B"	"methylated_promoter"
"2047"	"R07B"	"methylated_promoter"
"3334"	"R07B"	"methylated_promoter"
"2277"	"R07B"	"methylated_promoter"
"1613"	"R07B"	"methylated_promoter"
"1668"	"R07B"	"methylated_promoter"
"3907"	"R07B"	"methylated_promoter"
"2181"	"R07B"	"methylated_promoter"
"3602"	"R07B"	"methylated_promoter"
"2792"	"R07B"	"methylated_promoter"
"3596"	"R07B"	"methylated_promoter"
"1010"	"R07B"	"methylated_promoter"
"1928"	"R07B"	"methylated_promoter"
"290"	"R07B"	"methylated_promoter"
"1214"	"R07B"	"methylated_promoter"
"4531"	"R07B"	"methylated_promoter"
"703"	"R07B"	"methylated_promoter"
"1880"	"R07B"	"methylated_promoter"
"1862"	"R07B"	"methylated_promoter"
"2362"	"R07B"	"methylated_promoter"
"1359"	"R07B"	"methylated_promoter"
"2289"	"R07B"	"methylated_promoter"
"4753"	"R07B"	"methylated_promoter"
"1426"	"R07B"	"methylated_promoter"
"4945"	"R07B"	"methylated_promoter"
"3790"	"R07B"	"methylated_promoter"
"3737"	"R07B"	"methylated_promoter"
"5033"	"R07B"	"methylated_promoter"
"1533"	"R07B"	"methylated_promoter"
"3969"	"R07B"	"methylated_promoter"
"1446"	"R07B"	"methylated_promoter"
"4527"	"R07B"	"methylated_promoter"
"3717"	"R07B"	"methylated_promoter"
"916"	"R07B"	"methylated_promoter"
"3502"	"R07B"	"methylated_promoter"
"1775"	"R07B"	"methylated_promoter"
"4128"	"R07B"	"methylated_promoter"
"3597"	"R07B"	"methylated_promoter"
"799"	"R07B"	"methylated_promoter"
"2526"	"R07B"	"methylated_promoter"
"2499"	"R07B"	"methylated_promoter"
"2678"	"R07B"	"methylated_promoter"
"332"	"R07B"	"methylated_promoter"
"1931"	"R07B"	"methylated_promoter"
"2627"	"R07B"	"methylated_promoter"
"721"	"R07B"	"methylated_promoter"
"2857"	"R07B"	"methylated_promoter"
"5018"	"R07B"	"methylated_promoter"
"967"	"R07B"	"methylated_promoter"
"604"	"R07B"	"methylated_promoter"
"3368"	"R07B"	"methylated_promoter"
"2235"	"R07B"	"methylated_promoter"
"5110"	"R07B"	"methylated_promoter"
"3747"	"R07B"	"methylated_promoter"
"2072"	"R07B"	"methylated_promoter"
"4090"	"R07B"	"methylated_promoter"
"2789"	"R07B"	"methylated_promoter"
"564"	"R07B"	"methylated_promoter"
"3682"	"R07B"	"methylated_promoter"
"5072"	"R07B"	"methylated_promoter"
"3959"	"R07B"	"methylated_promoter"
"4717"	"R07B"	"methylated_promoter"
"2793"	"R07B"	"methylated_promoter"
"1315"	"R07B"	"methylated_promoter"
"5030"	"R07B"	"methylated_promoter"
"1872"	"R07B"	"methylated_promoter"
"3976"	"R07B"	"methylated_promoter"
"3793"	"R07B"	"methylated_promoter"
"1263"	"R07B"	"methylated_promoter"
"2264"	"R07B"	"methylated_promoter"
"4671"	"R07B"	"methylated_promoter"
"2906"	"R07B"	"methylated_promoter"
"3154"	"R07B"	"methylated_promoter"
"2745"	"R07B"	"methylated_promoter"
"626"	"R07B"	"methylated_promoter"
"2404"	"R07B"	"methylated_promoter"
"2014"	"R07B"	"methylated_promoter"
"4218"	"R07B"	"methylated_promoter"
"3594"	"R07B"	"methylated_promoter"
"3424"	"R07B"	"methylated_promoter"
"4984"	"R07B"	"methylated_promoter"
"3223"	"R07B"	"methylated_promoter"
"1974"	"R07B"	"methylated_promoter"
"4037"	"R07B"	"methylated_promoter"
"2228"	"R07B"	"methylated_promoter"
"4598"	"R07B"	"methylated_promoter"
"4738"	"R07B"	"methylated_promoter"
"331"	"R07B"	"methylated_promoter"
"5129"	"R07B"	"methylated_promoter"
"1396"	"R07B"	"methylated_promoter"
"3863"	"R07B"	"methylated_promoter"
"1914"	"R07B"	"methylated_promoter"
"3555"	"R07B"	"methylated_promoter"
"2027"	"R07B"	"methylated_promoter"
"5079"	"R07B"	"methylated_promoter"
"1985"	"R07B"	"methylated_promoter"
"165"	"R07B"	"methylated_promoter"
"1498"	"R07B"	"methylated_promoter"
"4403"	"R07B"	"methylated_promoter"
"613"	"R07B"	"methylated_promoter"
"1473"	"R07B"	"methylated_promoter"
"2252"	"R07B"	"methylated_promoter"
