feature_posi	ind	var	count
108	P. palmiformis	meth_depth	4
108	P. palmiformis	meth_freq	4
109	R. piscesae	meth_cov	8
109	R. piscesae	meth_depth	8
109	R. piscesae	meth_freq	8
109	P. palmiformis	meth_cov	2
109	P. palmiformis	meth_depth	2
109	P. palmiformis	meth_freq	2
110	R. piscesae	meth_cov	8
110	R. piscesae	meth_depth	8
110	R. piscesae	meth_freq	8
110	P. palmiformis	meth_cov	4
110	P. palmiformis	meth_depth	4
110	P. palmiformis	meth_freq	4
111	R. piscesae	meth_cov	8
111	R. piscesae	meth_depth	8
111	R. piscesae	meth_freq	8
111	P. palmiformis	meth_cov	4
111	P. palmiformis	meth_depth	4
111	P. palmiformis	meth_freq	4
112	R. piscesae	meth_cov	8
112	R. piscesae	meth_depth	8
112	R. piscesae	meth_freq	8
112	P. palmiformis	meth_cov	4
112	P. palmiformis	meth_depth	4
112	P. palmiformis	meth_freq	4
113	R. piscesae	meth_cov	8
113	R. piscesae	meth_depth	8
113	R. piscesae	meth_freq	8
113	P. palmiformis	meth_cov	2
113	P. palmiformis	meth_depth	2
113	P. palmiformis	meth_freq	2
114	R. piscesae	meth_cov	6
114	R. piscesae	meth_depth	6
114	R. piscesae	meth_freq	6
114	P. palmiformis	meth_cov	2
114	P. palmiformis	meth_depth	2
114	P. palmiformis	meth_freq	2
115	R. piscesae	meth_cov	8
115	R. piscesae	meth_depth	8
115	R. piscesae	meth_freq	8
115	P. palmiformis	meth_cov	2
115	P. palmiformis	meth_depth	2
115	P. palmiformis	meth_freq	2
116	R. piscesae	meth_cov	6
116	R. piscesae	meth_depth	6
116	R. piscesae	meth_freq	6
116	P. palmiformis	meth_cov	2
116	P. palmiformis	meth_depth	2
116	P. palmiformis	meth_freq	2
117	R. piscesae	meth_cov	6
117	R. piscesae	meth_depth	6
117	R. piscesae	meth_freq	6
117	P. palmiformis	meth_cov	2
117	P. palmiformis	meth_depth	2
117	P. palmiformis	meth_freq	2
118	R. piscesae	meth_cov	6
118	R. piscesae	meth_depth	6
118	R. piscesae	meth_freq	6
118	P. palmiformis	meth_cov	2
118	P. palmiformis	meth_depth	2
118	P. palmiformis	meth_freq	2
119	R. piscesae	meth_cov	6
119	R. piscesae	meth_depth	6
119	R. piscesae	meth_freq	6
119	P. palmiformis	meth_cov	4
119	P. palmiformis	meth_depth	4
119	P. palmiformis	meth_freq	4
120	R. piscesae	meth_cov	6
120	R. piscesae	meth_depth	6
120	R. piscesae	meth_freq	6
121	R. piscesae	meth_cov	4
121	R. piscesae	meth_depth	4
121	R. piscesae	meth_freq	4
122	R. piscesae	meth_cov	4
122	R. piscesae	meth_depth	4
122	R. piscesae	meth_freq	4
123	R. piscesae	meth_cov	4
123	R. piscesae	meth_depth	4
123	R. piscesae	meth_freq	4
123	P. palmiformis	meth_cov	2
123	P. palmiformis	meth_depth	2
123	P. palmiformis	meth_freq	2
124	R. piscesae	meth_cov	4
124	R. piscesae	meth_depth	4
124	R. piscesae	meth_freq	4
125	R. piscesae	meth_cov	4
125	R. piscesae	meth_depth	4
125	R. piscesae	meth_freq	4
125	P. palmiformis	meth_cov	2
125	P. palmiformis	meth_depth	2
125	P. palmiformis	meth_freq	2
126	R. piscesae	meth_cov	4
126	R. piscesae	meth_depth	4
126	R. piscesae	meth_freq	4
126	P. palmiformis	meth_cov	2
126	P. palmiformis	meth_depth	2
126	P. palmiformis	meth_freq	2
127	R. piscesae	meth_cov	4
127	R. piscesae	meth_depth	4
127	R. piscesae	meth_freq	4
128	R. piscesae	meth_cov	4
128	R. piscesae	meth_depth	4
128	R. piscesae	meth_freq	4
129	R. piscesae	meth_cov	4
129	R. piscesae	meth_depth	4
129	R. piscesae	meth_freq	4
130	R. piscesae	meth_cov	4
130	R. piscesae	meth_depth	4
130	R. piscesae	meth_freq	4
130	P. palmiformis	meth_cov	2
130	P. palmiformis	meth_depth	2
130	P. palmiformis	meth_freq	2
131	R. piscesae	meth_cov	4
131	R. piscesae	meth_depth	4
131	R. piscesae	meth_freq	4
132	R. piscesae	meth_cov	4
132	R. piscesae	meth_depth	4
132	R. piscesae	meth_freq	4
132	P. palmiformis	meth_cov	2
132	P. palmiformis	meth_depth	2
132	P. palmiformis	meth_freq	2
133	R. piscesae	meth_cov	4
133	R. piscesae	meth_depth	4
133	R. piscesae	meth_freq	4
133	P. palmiformis	meth_cov	2
133	P. palmiformis	meth_depth	2
133	P. palmiformis	meth_freq	2
134	R. piscesae	meth_cov	4
134	R. piscesae	meth_depth	4
134	R. piscesae	meth_freq	4
134	P. palmiformis	meth_cov	2
134	P. palmiformis	meth_depth	2
134	P. palmiformis	meth_freq	2
135	R. piscesae	meth_cov	4
135	R. piscesae	meth_depth	4
135	R. piscesae	meth_freq	4
135	P. palmiformis	meth_cov	2
135	P. palmiformis	meth_depth	2
135	P. palmiformis	meth_freq	2
136	R. piscesae	meth_cov	4
136	R. piscesae	meth_depth	4
136	R. piscesae	meth_freq	4
137	R. piscesae	meth_cov	4
137	R. piscesae	meth_depth	4
137	R. piscesae	meth_freq	4
138	R. piscesae	meth_cov	4
138	R. piscesae	meth_depth	4
138	R. piscesae	meth_freq	4
138	P. palmiformis	meth_cov	2
138	P. palmiformis	meth_depth	2
138	P. palmiformis	meth_freq	2
139	R. piscesae	meth_cov	4
139	R. piscesae	meth_depth	4
139	R. piscesae	meth_freq	4
139	P. palmiformis	meth_cov	2
139	P. palmiformis	meth_depth	2
139	P. palmiformis	meth_freq	2
140	R. piscesae	meth_cov	4
140	R. piscesae	meth_depth	4
140	R. piscesae	meth_freq	4
141	R. piscesae	meth_cov	4
141	R. piscesae	meth_depth	4
141	R. piscesae	meth_freq	4
141	P. palmiformis	meth_cov	2
141	P. palmiformis	meth_depth	2
141	P. palmiformis	meth_freq	2
142	R. piscesae	meth_cov	4
142	R. piscesae	meth_depth	4
142	R. piscesae	meth_freq	4
142	P. palmiformis	meth_cov	2
142	P. palmiformis	meth_depth	2
142	P. palmiformis	meth_freq	2
143	R. piscesae	meth_cov	2
143	R. piscesae	meth_depth	2
143	R. piscesae	meth_freq	2
143	P. palmiformis	meth_cov	2
143	P. palmiformis	meth_depth	2
143	P. palmiformis	meth_freq	2
144	R. piscesae	meth_cov	2
144	R. piscesae	meth_depth	2
144	R. piscesae	meth_freq	2
145	R. piscesae	meth_cov	2
145	R. piscesae	meth_depth	2
145	R. piscesae	meth_freq	2
145	P. palmiformis	meth_cov	2
145	P. palmiformis	meth_depth	2
145	P. palmiformis	meth_freq	2
146	R. piscesae	meth_cov	2
146	R. piscesae	meth_depth	2
146	R. piscesae	meth_freq	2
147	P. palmiformis	meth_cov	2
147	P. palmiformis	meth_depth	2
147	P. palmiformis	meth_freq	2
148	P. palmiformis	meth_cov	2
148	P. palmiformis	meth_depth	2
148	P. palmiformis	meth_freq	2
153	P. palmiformis	meth_cov	2
153	P. palmiformis	meth_depth	2
153	P. palmiformis	meth_freq	2
155	P. palmiformis	meth_cov	2
155	P. palmiformis	meth_depth	2
155	P. palmiformis	meth_freq	2
157	P. palmiformis	meth_cov	2
157	P. palmiformis	meth_depth	2
157	P. palmiformis	meth_freq	2
161	P. palmiformis	meth_cov	2
161	P. palmiformis	meth_depth	2
161	P. palmiformis	meth_freq	2
163	P. palmiformis	meth_cov	2
163	P. palmiformis	meth_depth	2
163	P. palmiformis	meth_freq	2
165	P. palmiformis	meth_cov	2
165	P. palmiformis	meth_depth	2
165	P. palmiformis	meth_freq	2
167	P. palmiformis	meth_cov	2
167	P. palmiformis	meth_depth	2
167	P. palmiformis	meth_freq	2
169	P. palmiformis	meth_cov	2
169	P. palmiformis	meth_depth	2
169	P. palmiformis	meth_freq	2
