#window_size = genomic window size (bp)
#corr = Pearson's correlation (r) between WGBS and Nanopore data
#mean_step = mean distance between first and last CpG in window (bp)
#median_step = mean distance between first and last CpG in window (bp)
#mean_CpGs = mean number of CpGs in windows
#median_CpGs = median number of CpGs in windows
#n = windows count
#cov_nanop = coverage threshold for Nanopore data (q95: 95% interpercentile, min and max threshold applied)
#cov_wgbs = coverage threshold for WBGS data (q95: 95% interpercentile, min and max threshold applied)
#cov_nanop-cov_wgbs = coverage thresholds for Nanopore and WGBS
#
	window_size	corr	mean_step	median_step	mean_CpGs	median_CpGs	n	cov_nanop	cov_wgbs	cov_nanop-cov_wgbs
156	100.0	0.9686228797793328	46.486233983971985	51.0	3.0	3.0	4399421.0	q99	5	q99-5
157	500.0	0.9805633381668576	356.9182327667223	411.0	14.0	12.0	1133229.0	q99	5	q99-5
158	1000.0	0.9843735477329332	784.5154897683944	893.0	26.0	23.0	600590.0	q99	5	q99-5
159	5000.0	0.9887745104258662	4420.523997088011	4854.0	122.0	116.0	130495.0	q99	5	q99-5
160	10000.0	0.989234682598242	8915.551399517459	9829.0	236.0	230.0	67559.0	q99	5	q99-5
161	50000.0	0.9658766276649272	34235.746006477464	49144.0	878.0	902.0	18217.0	q99	5	q99-5
162	100000.0	0.9448376578158404	50721.21588330632	39935.0	1296.0	975.0	12340.0	q99	5	q99-5
163	500000.0	0.917518819042244	78364.16643775752	11131.0	1997.0	210.0	8009.0	q99	5	q99-5
164	1000000.0	0.9156920143477084	81607.39833593344	10206.0	2079.0	187.0	7692.0	q99	5	q99-5
165	5000000.0	0.9154912704937792	82100.04499084488	10077.5	2092.0	184.0	7646.0	q99	5	q99-5
166	100000000.0	0.9154912704937792	82100.04499084488	10077.5	2092.0	184.0	7646.0	q99	5	q99-5
167	500000000.0	0.9154912704937792	82100.04499084488	10077.5	2092.0	184.0	7646.0	q99	5	q99-5
168	1.0	0.9665214361958528	1.0	1.0	1.0	1.0	13800468.0	q90	10	q90-10
169	50.0	0.9702127785778536	16.85877924296619	12.0	2.0	2.0	6229233.0	q90	10	q90-10
170	100.0	0.9743512351137352	45.1368058495128	48.0	3.0	3.0	3902684.0	q90	10	q90-10
171	500.0	0.9852252216429882	339.35053283880694	395.0	13.0	11.0	1046658.0	q90	10	q90-10
172	1000.0	0.9890677508482472	747.9241213349825	865.0	24.0	21.0	564322.0	q90	10	q90-10
173	5000.0	0.9949202917211832	4355.299237478035	4805.0	111.0	104.0	124062.0	q90	10	q90-10
174	10000.0	0.9960177289406764	8917.345218369963	9774.0	215.0	207.0	63974.0	q90	10	q90-10
175	50000.0	0.9926663449569046	38323.306686231976	49303.5	880.0	910.0	15674.0	q90	10	q90-10
176	100000.0	0.986319711130894	61480.04518624059	86491.5	1404.0	1478.0	9826.0	q90	10	q90-10
177	500000.0	0.9686865460564762	109999.86924192964	26055.5	2502.0	468.0	5514.0	q90	10	q90-10
178	1000000.0	0.9664860501060334	116716.42458637938	22055.0	2654.0	359.0	5198.0	q90	10	q90-10
179	5000000.0	0.9662187964508084	117764.48447204968	21411.0	2678.0	343.0	5152.0	q90	10	q90-10
180	100000000.0	0.9662187964508084	117764.48447204968	21411.0	2678.0	343.0	5152.0	q90	10	q90-10
181	500000000.0	0.9662187964508084	117764.48447204968	21411.0	2678.0	343.0	5152.0	q90	10	q90-10
182	1.0	0.9453652691182034	1.0	1.0	1.0	1.0	17151694.0	q99	1	q99-1
183	50.0	0.9511228253951188	17.3776921033578	13.0	2.0	2.0	7547955.0	q99	1	q99-1
184	100.0	0.9562148608630918	46.87218894148082	51.0	3.0	3.0	4662523.0	q99	1	q99-1
185	500.0	0.9714958906116932	367.9797878810885	420.0	14.0	13.0	1172267.0	q99	1	q99-1
186	1000.0	0.9772291771778198	810.6822003919024	908.0	27.0	25.0	613418.0	q99	1	q99-1
187	5000.0	0.9843340172883934	4494.86353749981	4882.0	130.0	124.0	131494.0	q99	1	q99-1
188	10000.0	0.9854240816000732	9006.836452172889	9863.0	252.0	246.0	67974.0	q99	1	q99-1
189	50000.0	0.9534377694591544	34119.881058224004	49334.0	929.0	944.0	18446.0	q99	1	q99-1
190	100000.0	0.9257009442910732	50243.63482206831	36865.0	1365.0	957.0	12561.0	q99	1	q99-1
191	500000.0	0.8910575637256751	76897.54176291793	11073.0	2085.0	238.0	8225.0	q99	1	q99-1
192	1000000.0	0.8887930881328907	79990.00594334851	10374.5	2168.0	217.0	7908.0	q99	1	q99-1
193	5000000.0	0.8885476902195668	80459.31213431696	10241.5	2181.0	214.0	7862.0	q99	1	q99-1
194	100000000.0	0.8885476902195668	80459.31213431696	10241.5	2181.0	214.0	7862.0	q99	1	q99-1
195	500000000.0	0.8885476902195668	80459.31213431696	10241.5	2181.0	214.0	7862.0	q99	1	q99-1
196	1.0	0.9491346606763184	1.0	1.0	1.0	1.0	16973996.0	10	1	10-1
197	50.0	0.9553149150548628	17.399592122599934	13.0	2.0	2.0	7468911.0	10	1	10-1
198	100.0	0.9606131718047736	46.952447939202486	51.0	3.0	3.0	4610715.0	10	1	10-1
199	500.0	0.9771311088909518	369.82663116191463	421.0	14.0	13.0	1154775.0	10	1	10-1
200	1000.0	0.9838255588542296	816.7895862425095	910.0	28.0	25.0	602261.0	10	1	10-1
201	5000.0	0.9939022227178484	4563.360016004895	4887.0	133.0	126.0	127461.0	10	1	10-1
202	10000.0	0.9956714418849189	9186.122946054282	9873.0	259.0	252.0	65362.0	10	1	10-1
203	50000.0	0.9933404784471036	37907.1234097474	49627.0	1043.0	1065.0	16271.0	10	1	10-1
204	100000.0	0.9889355797340096	59511.78978256686	75787.5	1633.0	1663.0	10394.0	10	1	10-1
205	500000.0	0.9786487436310164	102234.43453166226	21104.5	2799.0	572.0	6064.0	10	1	10-1
206	1000000.0	0.9774638949891652	107906.5147928994	18518.5	2954.0	494.0	5746.0	10	1	10-1
207	5000000.0	0.9773267903206304	108779.11912280702	18281.5	2977.0	479.0	5700.0	10	1	10-1
208	100000000.0	0.9773267903206304	108779.11912280702	18281.5	2977.0	479.0	5700.0	10	1	10-1
209	500000000.0	0.9773267903206304	108779.11912280702	18281.5	2977.0	479.0	5700.0	10	1	10-1
210	1.0	0.948246593556819	1.0	1.0	1.0	1.0	17071232.0	5	1	5-1
211	50.0	0.95448238647819	17.411219500367302	14.0	2.0	2.0	7506074.0	5	1	5-1
212	100.0	0.9598266294657076	46.97628741232809	51.0	3.0	3.0	4632898.0	5	1	5-1
213	500.0	0.976432397162802	369.64564187084784	421.0	14.0	13.0	1160693.0	5	1	5-1
214	1000.0	0.9831655985384368	815.9549098378385	909.0	28.0	25.0	605631.0	5	1	5-1
215	5000.0	0.9932227345610086	4551.718044322666	4887.0	132.0	126.0	128467.0	5	1	5-1
216	10000.0	0.994879345418662	9146.19253726821	9871.0	258.0	251.0	66008.0	5	1	5-1
217	50000.0	0.9898457165017056	36937.68052659797	49591.0	1016.0	1038.0	16787.0	5	1	5-1
218	100000.0	0.98278379079401	57011.651141468785	64599.0	1565.0	1536.0	10907.0	5	1	5-1
219	500000.0	0.9698884930351036	94784.45019011408	17160.0	2596.0	450.0	6575.0	5	1	5-1
220	1000000.0	0.9686289195364032	99614.34856960204	15484.0	2728.0	402.0	6257.0	5	1	5-1
221	5000000.0	0.968485467154804	100353.74722266944	15296.0	2748.0	393.0	6211.0	5	1	5-1
222	100000000.0	0.968485467154804	100353.74722266944	15296.0	2748.0	393.0	6211.0	5	1	5-1
223	500000000.0	0.968485467154804	100353.74722266944	15296.0	2748.0	393.0	6211.0	5	1	5-1
224	1.0	0.9597433559364166	1.0	1.0	1.0	1.0	16071990.0	1	5	1-5
225	50.0	0.96397293581289	17.296535419056895	13.0	2.0	2.0	7124498.0	1	5	1-5
226	100.0	0.9686042471335377	46.53665756064313	51.0	3.0	3.0	4413196.0	1	5	1-5
227	500.0	0.9805947411826748	357.207336900787	411.0	14.0	12.0	1136011.0	1	5	1-5
228	1000.0	0.9844471480236286	785.2114818734807	893.0	26.0	23.0	601853.0	1	5	1-5
229	5000.0	0.9888962612884534	4425.71227140856	4855.0	123.0	116.0	130637.0	1	5	1-5
230	10000.0	0.9893681662482764	8924.334649745591	9829.0	237.0	231.0	67608.0	1	5	1-5
231	50000.0	0.9662805463417709	34250.764292768574	49145.0	881.0	907.0	18226.0	1	5	1-5
232	100000.0	0.9453806839981024	50730.94768807191	39843.0	1301.0	984.0	12349.0	1	5	1-5
233	500000.0	0.91835729480674	78346.42791219756	11284.0	2004.0	226.0	8018.0	1	5	1-5
234	1000000.0	0.9165503119284666	81595.78636363636	10390.0	2087.0	202.0	7700.0	1	5	1-5
235	5000000.0	0.916351628876364	82087.84831460674	10222.5	2099.0	198.0	7654.0	1	5	1-5
236	100000000.0	0.916351628876364	82087.84831460674	10222.5	2099.0	198.0	7654.0	1	5	1-5
237	500000000.0	0.916351628876364	82087.84831460674	10222.5	2099.0	198.0	7654.0	1	5	1-5
238	1.0	0.9616296268812644	1.0	1.0	1.0	1.0	15906125.0	10	5	10-5
239	50.0	0.9660855384908013	17.29236229257361	13.0	2.0	2.0	7055756.0	10	5	10-5
240	100.0	0.9707813460395356	46.54835534084023	51.0	3.0	3.0	4370024.0	10	5	10-5
241	500.0	0.9835660859410676	358.53593532025656	412.0	14.0	12.0	1121835.0	10	5	10-5
242	1000.0	0.9881987725957714	790.2685720649953	895.0	26.0	24.0	592597.0	10	5	10-5
243	5000.0	0.9950873687925096	4488.774488672121	4861.0	125.0	118.0	127120.0	10	5	10-5
244	10000.0	0.9964166982209252	9101.33507540461	9841.0	243.0	236.0	65248.0	10	5	10-5
245	50000.0	0.994800974517008	37819.17992610837	49494.0	979.0	1007.0	16240.0	10	5	10-5
