mean_binary_idx	mRNA
00	PE_Scaf4304_3.4
01	PE_Scaf4304_3.5
00	PE_Scaf4304_3.7
00	PE_Scaf4304_4.3
11	PE_Scaf4304_5.2
01	PE_Scaf4304_5.6
01	PE_Scaf4304_5.7
00	PE_Scaf4308_1.0
00	PE_Scaf4308_2.4
00	PE_Scaf4308_3.3
00	PE_Scaf4308_6.3
01	PE_Scaf4308_8.2
00	PE_Scaf4308_9.7
01	PE_Scaf4308_9.8
00	PE_Scaf431_0.0
00	PE_Scaf431_3.2
00	PE_Scaf431_4.11
00	PE_Scaf4310_0.0
0NA	PE_Scaf4310_0.1
00	PE_Scaf4310_0.2
11	PE_Scaf4311_0.3
01	PE_Scaf4311_1.5
NA1	PE_Scaf4312_0.1
0NA	PE_Scaf4313_0.0
NA0	PE_Scaf4313_0.9
00	PE_Scaf4314_1.5
00	PE_Scaf4315_0.1
01	PE_Scaf4315_1.4
11	PE_Scaf4315_1.5
01	PE_Scaf4319_0.5
NA0	PE_Scaf432_0.6
00	PE_Scaf4323_0.0
00	PE_Scaf4323_0.5
00	PE_Scaf4323_0.6
00	PE_Scaf4325_0.4
00	PE_Scaf4325_2.5
00	PE_Scaf4326_1.4
00	PE_Scaf4326_2.2
00	PE_Scaf4326_3.0
00	PE_Scaf4326_3.1
00	PE_Scaf4326_3.4
00	PE_Scaf4327_0.4
11	PE_Scaf4327_0.5
00	PE_Scaf433_0.12
00	PE_Scaf433_0.13
00	PE_Scaf433_0.14
00	PE_Scaf433_0.8
00	PE_Scaf4332_0.0
NANA	PE_Scaf4332_0.1
00	PE_Scaf4332_0.2
0NA	PE_Scaf4334_0.1
00	PE_Scaf4334_0.2
01	PE_Scaf4335_0.3
11	PE_Scaf4335_1.2
11	PE_Scaf4335_10.0
01	PE_Scaf4335_13.3
11	PE_Scaf4335_15.3
11	PE_Scaf4335_16.2
01	PE_Scaf4335_17.4
11	PE_Scaf4335_17.5
01	PE_Scaf4335_17.6
01	PE_Scaf4335_2.3
00	PE_Scaf4335_20.0
00	PE_Scaf4335_20.15
00	PE_Scaf4335_20.16
00	PE_Scaf4335_20.18
NA0	PE_Scaf4335_20.9
00	PE_Scaf4335_3.1
01	PE_Scaf4335_3.3
00	PE_Scaf4335_4.4
00	PE_Scaf4335_5.2
01	PE_Scaf4335_7.2
11	PE_Scaf4335_7.3
01	PE_Scaf4335_9.10
11	PE_Scaf4335_9.23
11	PE_Scaf4335_9.24
11	PE_Scaf4335_9.7
00	PE_Scaf4336_0.0
00	PE_Scaf4336_0.6
00	PE_Scaf4337_0.1
00	PE_Scaf4337_0.2
00	PE_Scaf4339_1.4
00	PE_Scaf4339_1.5
00	PE_Scaf4339_2.4
NA0	PE_Scaf4343_0.3
00	PE_Scaf4343_0.4
00	PE_Scaf4343_1.6
00	PE_Scaf4343_1.7
00	PE_Scaf4344_0.2
00	PE_Scaf4344_0.5
00	PE_Scaf4346_2.5
00	PE_Scaf4350_0.1
00	PE_Scaf4350_0.4
NANA	PE_Scaf4351_0.0
00	PE_Scaf4353_0.5
01	PE_Scaf4355_0.1
11	PE_Scaf4355_1.0
00	PE_Scaf4355_1.6
01	PE_Scaf4355_1.7
NA1	PE_Scaf4356_0.3
01	PE_Scaf4356_1.18
11	PE_Scaf4356_1.23
01	PE_Scaf4356_1.9
00	PE_Scaf4358_0.0
00	PE_Scaf4358_0.1
00	PE_Scaf4359_0.3
NA0	PE_Scaf436_0.0
00	PE_Scaf436_0.5
00	PE_Scaf436_0.6
00	PE_Scaf4360_0.3
10	PE_Scaf4360_0.4
11	PE_Scaf4360_10.2
01	PE_Scaf4360_10.8
01	PE_Scaf4360_12.3
11	PE_Scaf4360_13.5
01	PE_Scaf4360_13.6
00	PE_Scaf4360_14.19
00	PE_Scaf4360_14.5
00	PE_Scaf4360_15.1
11	PE_Scaf4360_16.4
01	PE_Scaf4360_17.1
00	PE_Scaf4360_18.13
11	PE_Scaf4360_18.7
00	PE_Scaf4360_18.8
00	PE_Scaf4360_18.9
00	PE_Scaf4360_2.2
11	PE_Scaf4360_5.5
11	PE_Scaf4360_8.0
11	PE_Scaf4360_8.2
00	PE_Scaf4363_0.0
0NA	PE_Scaf4363_0.1
0NA	PE_Scaf4363_0.6
11	PE_Scaf4366_1.5
00	PE_Scaf4367_1.4
00	PE_Scaf437_0.2
00	PE_Scaf4370_0.0
NANA	PE_Scaf4370_0.1
0NA	PE_Scaf4370_0.2
10	PE_Scaf4370_0.6
00	PE_Scaf4373_0.0
00	PE_Scaf4373_0.6
01	PE_Scaf4374_0.4
1NA	PE_Scaf4374_1.2
11	PE_Scaf4374_1.8
00	PE_Scaf4377_1.0
01	PE_Scaf4377_1.4
10	PE_Scaf4379_0.0
11	PE_Scaf4379_0.3
11	PE_Scaf438_2.2
01	PE_Scaf438_2.3
11	PE_Scaf4380_0.4
00	PE_Scaf4381_0.5
NA0	PE_Scaf4382_0.4
00	PE_Scaf4383_0.10
01	PE_Scaf4383_0.12
01	PE_Scaf4383_0.14
01	PE_Scaf4383_0.9
01	PE_Scaf4384_1.6
11	PE_Scaf4384_1.7
00	PE_Scaf4386_10.6
11	PE_Scaf4386_2.3
11	PE_Scaf4386_2.6
11	PE_Scaf4386_3.3
11	PE_Scaf4386_6.6
01	PE_Scaf4386_7.1
00	PE_Scaf4386_8.0
00	PE_Scaf4386_8.3
11	PE_Scaf4387_0.0
00	PE_Scaf4388_0.3
00	PE_Scaf4390_2.2
00	PE_Scaf4390_2.3
11	PE_Scaf4392_0.6
00	PE_Scaf4392_0.7
00	PE_Scaf4396_0.0
00	PE_Scaf4396_0.1
NA0	PE_Scaf4396_0.15
NA0	PE_Scaf4398_0.2
00	PE_Scaf4398_0.6
00	PE_Scaf4398_0.8
11	PE_Scaf4399_1.3
01	PE_Scaf4399_1.4
01	PE_Scaf44_0.16
00	PE_Scaf44_0.18
00	PE_Scaf44_0.19
00	PE_Scaf44_0.20
01	PE_Scaf44_0.7
00	PE_Scaf4400_1.0
00	PE_Scaf4400_1.12
00	PE_Scaf4400_1.13
00	PE_Scaf4400_1.15
00	PE_Scaf4400_1.2
00	PE_Scaf4400_1.7
00	PE_Scaf4401_0.0
NA0	PE_Scaf4401_0.3
00	PE_Scaf4405_0.0
11	PE_Scaf4406_0.0
00	PE_Scaf4406_0.1
NA1	PE_Scaf4406_0.4
11	PE_Scaf4406_2.0
01	PE_Scaf4406_3.14
11	PE_Scaf4406_3.5
11	PE_Scaf4406_3.6
11	PE_Scaf4406_3.7
11	PE_Scaf4408_0.4
NA1	PE_Scaf4408_0.5
00	PE_Scaf4412_0.1
11	PE_Scaf4412_2.3
11	PE_Scaf4413_0.4
01	PE_Scaf4413_1.10
00	PE_Scaf4413_1.11
11	PE_Scaf4413_1.2
11	PE_Scaf4413_2.0
11	PE_Scaf4413_2.13
01	PE_Scaf4413_2.14
11	PE_Scaf4413_2.5
00	PE_Scaf4414_0.2
00	PE_Scaf4414_0.3
00	PE_Scaf4419_0.3
00	PE_Scaf4419_0.4
00	PE_Scaf4419_0.5
00	PE_Scaf4419_0.8
00	PE_Scaf4421_1.2
10	PE_Scaf4421_1.5
10	PE_Scaf4421_1.8
00	PE_Scaf4423_0.4
00	PE_Scaf4423_1.15
00	PE_Scaf4423_1.16
11	PE_Scaf4426_1.0
11	PE_Scaf4426_1.5
11	PE_Scaf4428_3.11
11	PE_Scaf4428_3.12
11	PE_Scaf4428_3.13
01	PE_Scaf4428_3.8
NA1	PE_Scaf4430_0.0
11	PE_Scaf4430_0.2
01	PE_Scaf4430_2.10
00	PE_Scaf4430_3.6
00	PE_Scaf4430_4.6
01	PE_Scaf4430_4.7
NANA	PE_Scaf4434_0.0
NA0	PE_Scaf4434_0.3
00	PE_Scaf4434_1.6
NA1	PE_Scaf4434_2.7
00	PE_Scaf4435_1.4
00	PE_Scaf4435_1.6
11	PE_Scaf4435_1.8
11	PE_Scaf4435_2.2
11	PE_Scaf4435_4.0
11	PE_Scaf4435_5.2
00	PE_Scaf4435_8.6
01	PE_Scaf4439_0.10
10	PE_Scaf4439_0.2
00	PE_Scaf4439_0.8
01	PE_Scaf444_1.2
11	PE_Scaf444_10.7
01	PE_Scaf444_11.3
11	PE_Scaf444_14.0
11	PE_Scaf444_15.5
00	PE_Scaf444_15.6
00	PE_Scaf444_19.2
01	PE_Scaf444_2.3
00	PE_Scaf444_20.5
00	PE_Scaf444_20.6
00	PE_Scaf444_25.6
00	PE_Scaf444_26.0
00	PE_Scaf444_26.3
00	PE_Scaf444_27.0
00	PE_Scaf444_27.1
NA0	PE_Scaf444_27.8
00	PE_Scaf444_28.3
00	PE_Scaf444_28.7
00	PE_Scaf444_28.9
11	PE_Scaf444_4.1
NA0	PE_Scaf444_4.10
11	PE_Scaf444_4.3
11	PE_Scaf444_4.9
11	PE_Scaf444_7.4
01	PE_Scaf444_7.7
00	PE_Scaf444_8.3
11	PE_Scaf444_8.4
01	PE_Scaf444_8.5
00	PE_Scaf444_8.8
11	PE_Scaf444_9.2
11	PE_Scaf4442_0.1
11	PE_Scaf4442_1.1
10	PE_Scaf4442_1.5
00	PE_Scaf4442_2.5
11	PE_Scaf4442_2.7
01	PE_Scaf4442_2.8
10	PE_Scaf4442_2.9
NA0	PE_Scaf4445_0.5
00	PE_Scaf4446_1.10
11	PE_Scaf4446_2.4
00	PE_Scaf4449_0.3
11	PE_Scaf4449_2.2
11	PE_Scaf4449_3.0
11	PE_Scaf4449_3.4
11	PE_Scaf4449_5.5
11	PE_Scaf4449_5.6
00	PE_Scaf4449_6.4
00	PE_Scaf4449_7.1
00	PE_Scaf4449_8.4
00	PE_Scaf4449_8.7
01	PE_Scaf445_3.7
11	PE_Scaf445_3.8
00	PE_Scaf445_3.9
00	PE_Scaf4452_0.0
0NA	PE_Scaf4452_0.1
00	PE_Scaf4452_3.4
11	PE_Scaf4452_4.11
00	PE_Scaf4452_4.8
01	PE_Scaf4453_0.6
11	PE_Scaf4455_0.3
11	PE_Scaf4458_0.3
11	PE_Scaf4458_1.4
01	PE_Scaf4458_1.5
11	PE_Scaf4458_2.10
11	PE_Scaf4458_3.3
11	PE_Scaf4459_1.3
11	PE_Scaf4459_1.7
11	PE_Scaf4459_1.8
11	PE_Scaf4459_3.5
11	PE_Scaf4459_3.6
00	PE_Scaf4459_3.8
11	PE_Scaf4459_4.4
11	PE_Scaf4459_4.5
11	PE_Scaf4459_4.6
01	PE_Scaf4459_6.0
11	PE_Scaf4459_6.4
00	PE_Scaf4459_7.3
NA0	PE_Scaf4459_8.10
00	PE_Scaf4459_8.12
00	PE_Scaf4459_8.15
00	PE_Scaf4463_0.0
01	PE_Scaf4465_0.0
00	PE_Scaf4466_0.0
00	PE_Scaf4467_0.4
00	PE_Scaf4467_3.2
00	PE_Scaf4467_3.6
00	PE_Scaf4467_4.2
00	PE_Scaf4468_1.2
11	PE_Scaf4468_10.2
11	PE_Scaf4468_11.3
00	PE_Scaf4468_13.0
00	PE_Scaf4468_13.1
00	PE_Scaf4468_13.2
11	PE_Scaf4468_14.0
11	PE_Scaf4468_14.11
00	PE_Scaf4468_2.3
11	PE_Scaf4468_3.2
01	PE_Scaf4468_5.5
11	PE_Scaf4468_5.7
00	PE_Scaf4468_6.4
00	PE_Scaf4468_6.6
00	PE_Scaf4468_6.7
11	PE_Scaf4468_8.6
00	PE_Scaf4468_8.9
NA0	PE_Scaf4468_9.4
00	PE_Scaf4469_0.0
01	PE_Scaf4472_0.0
11	PE_Scaf4474_10.13
00	PE_Scaf4474_10.15
00	PE_Scaf4474_10.7
00	PE_Scaf4474_11.6
01	PE_Scaf4474_13.11
01	PE_Scaf4474_13.13
11	PE_Scaf4474_13.14
01	PE_Scaf4474_13.16
00	PE_Scaf4474_14.5
00	PE_Scaf4474_15.2
11	PE_Scaf4474_16.2
00	PE_Scaf4474_3.6
00	PE_Scaf4474_3.9
11	PE_Scaf4474_4.4
01	PE_Scaf4474_4.6
00	PE_Scaf4474_4.9
00	PE_Scaf4474_5.2
00	PE_Scaf4474_5.4
01	PE_Scaf4474_7.4
11	PE_Scaf4474_7.6
00	PE_Scaf4477_0.1
00	PE_Scaf4477_0.4
00	PE_Scaf4477_0.5
00	PE_Scaf4477_0.6
00	PE_Scaf4477_0.9
01	PE_Scaf4478_1.7
00	PE_Scaf4478_1.9
NA1	PE_Scaf4479_0.3
NA1	PE_Scaf4479_0.5
NA1	PE_Scaf4480_0.4
00	PE_Scaf4482_2.0
00	PE_Scaf4482_5.3
00	PE_Scaf4482_5.4
00	PE_Scaf4482_5.5
00	PE_Scaf4485_0.4
00	PE_Scaf4485_0.5
01	PE_Scaf4487_0.4
01	PE_Scaf4488_0.2
11	PE_Scaf4488_0.3
NA0	PE_Scaf4489_1.0
00	PE_Scaf4489_2.2
11	PE_Scaf4489_4.2
11	PE_Scaf4489_7.5
00	PE_Scaf4489_8.11
01	PE_Scaf4489_8.12
01	PE_Scaf4489_8.13
11	PE_Scaf4490_0.4
01	PE_Scaf4491_0.4
00	PE_Scaf4491_0.5
NA0	PE_Scaf4494_0.0
NANA	PE_Scaf4497_1.2
00	PE_Scaf4497_2.0
11	PE_Scaf4497_2.4
11	PE_Scaf4497_2.7
11	PE_Scaf4497_3.8
00	PE_Scaf4497_4.11
00	PE_Scaf4497_4.2
NA0	PE_Scaf45_0.3
11	PE_Scaf450_1.6
01	PE_Scaf4501_1.6
00	PE_Scaf4506_1.12
00	PE_Scaf4506_1.8
NA1	PE_Scaf4507_0.0
11	PE_Scaf4508_11.0
11	PE_Scaf4508_12.6
01	PE_Scaf4508_12.7
11	PE_Scaf4508_13.0
11	PE_Scaf4508_14.0
11	PE_Scaf4508_14.1
11	PE_Scaf4508_14.2
11	PE_Scaf4508_15.0
11	PE_Scaf4508_15.4
11	PE_Scaf4508_15.6
11	PE_Scaf4508_2.10
11	PE_Scaf4508_2.7
11	PE_Scaf4508_3.1
00	PE_Scaf4508_4.2
00	PE_Scaf4508_7.2
11	PE_Scaf4508_9.1
NA0	PE_Scaf4509_0.2
11	PE_Scaf4509_2.0
00	PE_Scaf4509_2.4
11	PE_Scaf4509_2.5
11	PE_Scaf4510_0.2
00	PE_Scaf4510_1.1
01	PE_Scaf4510_1.2
01	PE_Scaf4510_1.4
10	PE_Scaf4510_13.1
11	PE_Scaf4510_17.1
11	PE_Scaf4510_17.13
01	PE_Scaf4510_17.20
01	PE_Scaf4510_17.21
01	PE_Scaf4510_17.22
00	PE_Scaf4510_18.0
01	PE_Scaf4510_19.4
11	PE_Scaf4510_20.3
11	PE_Scaf4510_22.0
11	PE_Scaf4510_22.14
11	PE_Scaf4510_22.5
11	PE_Scaf4510_22.7
11	PE_Scaf4510_23.0
01	PE_Scaf4510_23.3
11	PE_Scaf4510_23.4
00	PE_Scaf4510_24.3
00	PE_Scaf4510_25.3
00	PE_Scaf4510_26.3
00	PE_Scaf4510_26.4
00	PE_Scaf4510_3.0
00	PE_Scaf4510_3.4
00	PE_Scaf4510_9.2
00	PE_Scaf4511_0.2
00	PE_Scaf4512_1.3
00	PE_Scaf4512_5.0
01	PE_Scaf4513_2.4
00	PE_Scaf4513_2.5
00	PE_Scaf4513_2.6
01	PE_Scaf4513_3.2
01	PE_Scaf4513_3.3
00	PE_Scaf4513_4.1
01	PE_Scaf4513_6.5
NA1	PE_Scaf4513_8.0
00	PE_Scaf4513_8.1
NA1	PE_Scaf4513_8.5
NA0	PE_Scaf4514_0.1
00	PE_Scaf4514_0.4
01	PE_Scaf4516_1.6
00	PE_Scaf4516_1.8
11	PE_Scaf4516_2.0
11	PE_Scaf4516_7.1
11	PE_Scaf4516_7.8
10	PE_Scaf4517_0.0
11	PE_Scaf4517_0.6
NA1	PE_Scaf4517_0.7
11	PE_Scaf4518_0.4
11	PE_Scaf4518_0.5
00	PE_Scaf4519_0.0
00	PE_Scaf4519_0.1
10	PE_Scaf452_0.0
00	PE_Scaf4520_0.0
0NA	PE_Scaf4520_0.1
00	PE_Scaf4521_2.0
00	PE_Scaf4521_4.4
11	PE_Scaf4523_0.2
00	PE_Scaf4523_1.10
00	PE_Scaf4523_1.11
10	PE_Scaf4523_1.7
00	PE_Scaf4523_1.9
NA1	PE_Scaf4524_0.4
00	PE_Scaf4524_0.6
00	PE_Scaf4525_0.3
00	PE_Scaf4526_0.0
10	PE_Scaf4527_0.0
10	PE_Scaf4527_0.2
01	PE_Scaf4527_0.6
NA0	PE_Scaf4527_0.7
00	PE_Scaf4527_0.9
NA1	PE_Scaf453_0.3
00	PE_Scaf4531_4.4
11	PE_Scaf4531_4.7
00	PE_Scaf4534_0.1
00	PE_Scaf4534_0.2
00	PE_Scaf4534_0.5
00	PE_Scaf4534_1.5
NA1	PE_Scaf4534_1.6
11	PE_Scaf454_0.5
10	PE_Scaf4540_1.1
00	PE_Scaf4540_1.20
11	PE_Scaf4540_1.3
00	PE_Scaf4540_10.2
00	PE_Scaf4540_11.0
00	PE_Scaf4540_12.4
00	PE_Scaf4540_13.1
01	PE_Scaf4540_16.10
00	PE_Scaf4540_16.11
01	PE_Scaf4540_16.18
00	PE_Scaf4540_16.7
11	PE_Scaf4540_17.7
00	PE_Scaf4540_17.8
11	PE_Scaf4540_18.0
11	PE_Scaf4540_18.3
01	PE_Scaf4540_19.13
11	PE_Scaf4540_19.14
01	PE_Scaf4540_19.15
01	PE_Scaf4540_20.4
01	PE_Scaf4540_20.5
11	PE_Scaf4540_21.1
01	PE_Scaf4540_21.5
01	PE_Scaf4540_21.6
01	PE_Scaf4540_22.10
01	PE_Scaf4540_22.11
00	PE_Scaf4540_22.13
11	PE_Scaf4540_22.6
01	PE_Scaf4540_23.5
01	PE_Scaf4540_24.1
11	PE_Scaf4540_25.1
01	PE_Scaf4540_26.12
11	PE_Scaf4540_26.3
11	PE_Scaf4540_26.8
01	PE_Scaf4540_4.5
01	PE_Scaf4540_8.1
10	PE_Scaf4542_0.3
00	PE_Scaf4542_3.5
10	PE_Scaf4546_0.0
11	PE_Scaf4548_0.5
11	PE_Scaf4548_1.5
11	PE_Scaf4548_1.6
11	PE_Scaf4548_1.8
01	PE_Scaf4548_2.3
01	PE_Scaf4548_2.4
11	PE_Scaf4548_2.5
11	PE_Scaf4548_3.0
01	PE_Scaf4548_3.4
01	PE_Scaf4548_4.4
11	PE_Scaf4548_5.2
00	PE_Scaf4548_7.6
11	PE_Scaf4548_8.2
01	PE_Scaf4548_8.26
01	PE_Scaf4548_8.30
00	PE_Scaf4548_8.8
01	PE_Scaf4549_1.3
01	PE_Scaf4549_5.4
11	PE_Scaf4550_0.5
00	PE_Scaf4550_3.8
00	PE_Scaf4552_0.0
NA0	PE_Scaf4552_0.8
00	PE_Scaf4552_0.9
11	PE_Scaf4553_0.2
01	PE_Scaf4555_0.1
11	PE_Scaf4555_0.10
11	PE_Scaf4555_0.12
11	PE_Scaf4555_0.9
11	PE_Scaf4555_1.13
00	PE_Scaf4555_1.2
00	PE_Scaf4556_1.5
00	PE_Scaf456_1.3
00	PE_Scaf456_2.5
00	PE_Scaf456_3.5
01	PE_Scaf4561_0.2
11	PE_Scaf4561_2.4
00	PE_Scaf4561_3.2
01	PE_Scaf4561_4.2
00	PE_Scaf4561_5.2
00	PE_Scaf4561_6.5
00	PE_Scaf4561_6.6
01	PE_Scaf4561_7.4
0NA	PE_Scaf4565_0.0
00	PE_Scaf4565_0.2
00	PE_Scaf4565_0.5
00	PE_Scaf4567_2.1
00	PE_Scaf4567_2.12
00	PE_Scaf4567_2.14
00	PE_Scaf4568_1.8
NA0	PE_Scaf4569_0.4
00	PE_Scaf457_0.4
NA0	PE_Scaf457_1.1
00	PE_Scaf4570_0.0
NA0	PE_Scaf4570_0.1
NA0	PE_Scaf4575_0.1
00	PE_Scaf4575_2.10
00	PE_Scaf4575_2.2
00	PE_Scaf4575_2.7
00	PE_Scaf4576_0.0
00	PE_Scaf4578_3.10
00	PE_Scaf4578_3.11
00	PE_Scaf4578_3.13
00	PE_Scaf4578_3.25
00	PE_Scaf4579_0.4
00	PE_Scaf4579_0.7
00	PE_Scaf4579_1.2
00	PE_Scaf4579_1.5
00	PE_Scaf4579_1.8
00	PE_Scaf458_0.3
00	PE_Scaf4580_1.10
00	PE_Scaf4580_1.11
00	PE_Scaf4580_1.8
01	PE_Scaf4581_1.6
0NA	PE_Scaf4586_0.0
00	PE_Scaf4586_0.1
00	PE_Scaf4587_1.4
00	PE_Scaf4587_1.6
11	PE_Scaf4587_2.1
11	PE_Scaf4587_2.7
NA1	PE_Scaf4590_0.4
01	PE_Scaf4590_1.11
01	PE_Scaf4590_1.6
11	PE_Scaf4590_1.7
01	PE_Scaf4590_2.0
00	PE_Scaf4590_3.5
00	PE_Scaf4590_4.2
11	PE_Scaf4590_5.11
00	PE_Scaf4590_5.12
01	PE_Scaf4590_5.8
00	PE_Scaf4590_6.2
00	PE_Scaf4590_7.11
11	PE_Scaf4590_7.13
11	PE_Scaf4591_1.3
11	PE_Scaf4591_10.10
11	PE_Scaf4591_10.11
11	PE_Scaf4591_10.7
11	PE_Scaf4591_5.0
01	PE_Scaf4591_8.0
11	PE_Scaf4594_1.11
01	PE_Scaf4594_1.6
01	PE_Scaf4594_1.8
00	PE_Scaf4596_0.1
11	PE_Scaf4599_1.3
01	PE_Scaf4599_3.2
01	PE_Scaf4599_5.2
01	PE_Scaf460_7.4
11	PE_Scaf460_7.8
00	PE_Scaf4601_2.5
00	PE_Scaf4601_4.10
00	PE_Scaf4601_4.12
00	PE_Scaf4601_4.9
NA0	PE_Scaf4603_0.0
00	PE_Scaf4603_0.1
00	PE_Scaf4603_0.4
11	PE_Scaf4604_0.0
11	PE_Scaf4605_3.2
11	PE_Scaf4605_4.7
11	PE_Scaf4605_4.8
11	PE_Scaf4605_4.9
00	PE_Scaf4608_0.3
01	PE_Scaf4608_1.3
01	PE_Scaf4608_2.5
11	PE_Scaf4610_0.0
11	PE_Scaf4610_1.0
11	PE_Scaf4610_1.4
NA0	PE_Scaf4612_0.3
10	PE_Scaf4612_3.1
00	PE_Scaf4612_5.2
00	PE_Scaf4612_6.0
00	PE_Scaf4612_6.8
00	PE_Scaf4614_1.6
00	PE_Scaf4614_2.10
00	PE_Scaf4614_2.2
11	PE_Scaf4614_2.3
00	PE_Scaf4614_2.9
11	PE_Scaf4618_0.0
11	PE_Scaf4618_0.1
00	PE_Scaf4620_1.6
NA1	PE_Scaf4620_1.9
00	PE_Scaf4624_0.0
00	PE_Scaf4625_0.3
11	PE_Scaf4626_0.2
00	PE_Scaf4627_0.0
11	PE_Scaf4629_0.0
11	PE_Scaf4629_0.1
11	PE_Scaf4629_0.6
00	PE_Scaf4632_0.5
11	PE_Scaf4632_0.6
00	PE_Scaf4634_0.4
NA0	PE_Scaf4635_0.5
00	PE_Scaf4637_1.9
01	PE_Scaf4637_2.1
01	PE_Scaf4637_3.3
01	PE_Scaf4637_4.12
01	PE_Scaf4637_4.27
01	PE_Scaf4637_5.10
01	PE_Scaf4637_5.11
11	PE_Scaf4637_5.12
11	PE_Scaf4637_5.15
11	PE_Scaf4637_5.9
00	PE_Scaf4638_1.2
00	PE_Scaf4638_4.0
00	PE_Scaf4638_4.1
00	PE_Scaf4638_4.2
00	PE_Scaf4638_4.5
00	PE_Scaf464_0.3
00	PE_Scaf4640_0.0
00	PE_Scaf4640_1.3
00	PE_Scaf4640_1.7
11	PE_Scaf4640_3.0
11	PE_Scaf4640_3.1
11	PE_Scaf4640_5.1
00	PE_Scaf4640_6.5
01	PE_Scaf4640_8.2
00	PE_Scaf4640_9.1
00	PE_Scaf4640_9.12
00	PE_Scaf4640_9.13
00	PE_Scaf4640_9.17
00	PE_Scaf4640_9.19
NA0	PE_Scaf4640_9.2
11	PE_Scaf4641_0.3
11	PE_Scaf4641_1.6
11	PE_Scaf4641_1.7
01	PE_Scaf4643_2.5
00	PE_Scaf4643_3.11
00	PE_Scaf4643_3.12
01	PE_Scaf4643_3.13
11	PE_Scaf4643_3.2
00	PE_Scaf4643_3.21
01	PE_Scaf4643_3.23
11	PE_Scaf4645_0.0
01	PE_Scaf4645_0.4
00	PE_Scaf4646_3.2
NANA	PE_Scaf4647_0.0
NA0	PE_Scaf4647_0.1
00	PE_Scaf4647_0.2
NA0	PE_Scaf4647_0.7
00	PE_Scaf465_0.10
00	PE_Scaf465_0.11
11	PE_Scaf4652_0.0
00	PE_Scaf4652_0.1
00	PE_Scaf4652_0.11
00	PE_Scaf4652_0.9
01	PE_Scaf4653_0.3
NANA	PE_Scaf4653_1.0
00	PE_Scaf4653_1.1
NANA	PE_Scaf4653_1.3
00	PE_Scaf4653_1.4
00	PE_Scaf4654_0.0
00	PE_Scaf4654_3.0
00	PE_Scaf4657_0.0
00	PE_Scaf4657_0.1
0NA	PE_Scaf4657_0.2
11	PE_Scaf4659_1.5
11	PE_Scaf4659_2.4
11	PE_Scaf4659_2.5
11	PE_Scaf4659_3.13
00	PE_Scaf4659_3.15
11	PE_Scaf4659_3.5
NANA	PE_Scaf4659_4.0
00	PE_Scaf4659_4.10
NANA	PE_Scaf4659_4.13
00	PE_Scaf4659_4.5
00	PE_Scaf4659_4.6
00	PE_Scaf4660_1.1
00	PE_Scaf4660_1.6
11	PE_Scaf4660_2.6
00	PE_Scaf4660_2.7
00	PE_Scaf4660_3.7
00	PE_Scaf4660_3.8
00	PE_Scaf4664_1.2
11	PE_Scaf4664_2.4
11	PE_Scaf4664_3.1
11	PE_Scaf4664_3.13
01	PE_Scaf4664_3.14
11	PE_Scaf4664_3.15
00	PE_Scaf4664_3.2
00	PE_Scaf4665_0.0
01	PE_Scaf467_1.6
00	PE_Scaf467_1.7
10	PE_Scaf4671_1.11
11	PE_Scaf4671_1.4
11	PE_Scaf4671_1.5
00	PE_Scaf4671_1.6
00	PE_Scaf4671_10.12
00	PE_Scaf4671_10.13
00	PE_Scaf4671_10.14
NANA	PE_Scaf4671_11.0
NA1	PE_Scaf4671_11.2
11	PE_Scaf4671_12.10
NA1	PE_Scaf4671_12.11
11	PE_Scaf4671_12.5
00	PE_Scaf4671_12.6
11	PE_Scaf4671_3.0
01	PE_Scaf4671_3.5
11	PE_Scaf4671_3.6
00	PE_Scaf4671_4.4
11	PE_Scaf4671_5.10
10	PE_Scaf4671_5.11
00	PE_Scaf4671_5.12
00	PE_Scaf4671_6.6
00	PE_Scaf4671_6.7
00	PE_Scaf4671_6.9
00	PE_Scaf4671_8.1
10	PE_Scaf4671_8.3
11	PE_Scaf4671_8.9
00	PE_Scaf4671_9.7
01	PE_Scaf4671_9.8
NANA	PE_Scaf4672_0.0
0NA	PE_Scaf4672_0.1
11	PE_Scaf4676_0.2
NA1	PE_Scaf4676_0.3
00	PE_Scaf4677_0.5
00	PE_Scaf4678_0.0
0NA	PE_Scaf4678_2.0
00	PE_Scaf4678_3.8
NA0	PE_Scaf4678_3.9
00	PE_Scaf4679_1.6
11	PE_Scaf4679_2.5
11	PE_Scaf4679_5.0
11	PE_Scaf4679_5.5
01	PE_Scaf4679_5.6
11	PE_Scaf4679_5.7
NA1	PE_Scaf4686_0.4
00	PE_Scaf4688_0.0
01	PE_Scaf4690_0.5
00	PE_Scaf4692_1.4
11	PE_Scaf4692_3.7
01	PE_Scaf4692_3.8
11	PE_Scaf4692_3.9
11	PE_Scaf4694_1.3
11	PE_Scaf4694_1.8
11	PE_Scaf4697_3.0
11	PE_Scaf4697_4.0
NA1	PE_Scaf4701_0.5
00	PE_Scaf4702_1.0
01	PE_Scaf4702_1.3
10	PE_Scaf4702_2.4
01	PE_Scaf4702_2.5
00	PE_Scaf4702_3.21
00	PE_Scaf4702_3.22
00	PE_Scaf4702_4.2
00	PE_Scaf4703_0.0
01	PE_Scaf4703_0.3
00	PE_Scaf4703_0.6
