mean_binary_idx	mRNA
01	PE_Scaf12135_0.16
00	PE_Scaf12135_0.17
00	PE_Scaf12138_0.0
00	PE_Scaf12138_0.6
NA0	PE_Scaf12138_0.9
00	PE_Scaf1214_0.3
NANA	PE_Scaf12140_0.1
00	PE_Scaf12140_0.5
01	PE_Scaf12140_1.1
11	PE_Scaf12140_3.5
NA1	PE_Scaf12140_3.6
11	PE_Scaf12140_3.7
11	PE_Scaf12143_0.0
00	PE_Scaf12144_0.3
00	PE_Scaf12144_1.0
NA0	PE_Scaf12149_0.0
NA0	PE_Scaf12149_0.2
11	PE_Scaf12149_2.4
00	PE_Scaf12150_0.2
00	PE_Scaf12150_1.0
11	PE_Scaf12150_1.10
01	PE_Scaf12150_1.11
11	PE_Scaf12150_1.14
00	PE_Scaf12150_1.3
00	PE_Scaf12150_1.4
01	PE_Scaf12151_0.1
01	PE_Scaf12151_1.11
00	PE_Scaf12151_1.13
11	PE_Scaf12151_1.6
00	PE_Scaf12151_1.8
00	PE_Scaf12151_2.6
11	PE_Scaf12152_0.1
10	PE_Scaf12153_1.10
00	PE_Scaf12153_1.3
NA0	PE_Scaf12153_1.7
11	PE_Scaf12154_0.7
00	PE_Scaf12157_2.2
00	PE_Scaf12157_2.3
00	PE_Scaf12157_3.4
01	PE_Scaf12157_3.5
00	PE_Scaf12157_4.0
01	PE_Scaf12157_4.3
NA1	PE_Scaf12157_5.1
01	PE_Scaf12157_5.13
11	PE_Scaf12157_5.14
NA1	PE_Scaf12157_5.15
11	PE_Scaf12157_5.17
11	PE_Scaf12157_5.23
11	PE_Scaf12157_5.5
11	PE_Scaf12158_1.1
00	PE_Scaf12158_1.5
11	PE_Scaf12158_1.6
11	PE_Scaf12158_2.3
10	PE_Scaf12158_2.4
10	PE_Scaf12158_3.4
00	PE_Scaf12158_5.6
00	PE_Scaf12158_6.0
00	PE_Scaf12158_6.11
00	PE_Scaf12158_6.2
00	PE_Scaf12158_6.6
11	PE_Scaf12158_8.7
01	PE_Scaf12158_9.5
00	PE_Scaf12159_0.5
00	PE_Scaf12161_0.13
00	PE_Scaf12161_0.14
00	PE_Scaf12161_0.15
01	PE_Scaf12164_0.3
00	PE_Scaf12167_1.3
11	PE_Scaf12167_10.2
01	PE_Scaf12167_11.2
01	PE_Scaf12167_13.4
01	PE_Scaf12167_13.5
11	PE_Scaf12167_13.6
01	PE_Scaf12167_3.2
00	PE_Scaf12167_4.0
00	PE_Scaf12167_4.2
00	PE_Scaf12167_4.4
00	PE_Scaf12167_5.4
00	PE_Scaf12167_6.0
10	PE_Scaf12167_6.1
01	PE_Scaf12167_7.13
00	PE_Scaf12167_7.7
01	PE_Scaf12167_7.9
11	PE_Scaf12167_9.1
00	PE_Scaf12169_0.6
00	PE_Scaf12169_0.8
00	PE_Scaf12173_0.2
01	PE_Scaf12174_0.6
00	PE_Scaf12174_0.7
NANA	PE_Scaf12175_0.4
00	PE_Scaf12183_0.5
00	PE_Scaf12186_0.10
10	PE_Scaf12187_0.2
00	PE_Scaf12187_1.0
01	PE_Scaf12187_1.5
00	PE_Scaf12190_0.4
00	PE_Scaf12190_0.7
00	PE_Scaf12192_1.4
00	PE_Scaf12192_2.2
00	PE_Scaf12192_3.5
01	PE_Scaf12192_3.6
NA1	PE_Scaf12192_4.0
00	PE_Scaf12192_4.7
01	PE_Scaf12192_4.8
11	PE_Scaf12197_0.2
00	PE_Scaf12198_1.6
00	PE_Scaf12198_2.1
00	PE_Scaf12198_2.6
11	PE_Scaf12199_0.0
00	PE_Scaf12199_0.4
00	PE_Scaf12199_0.5
00	PE_Scaf122_0.6
00	PE_Scaf12200_2.1
01	PE_Scaf12200_3.4
00	PE_Scaf12200_3.5
01	PE_Scaf12200_4.8
01	PE_Scaf12200_4.9
01	PE_Scaf12201_0.9
01	PE_Scaf12202_2.5
11	PE_Scaf12202_2.6
00	PE_Scaf12202_3.0
00	PE_Scaf12202_3.5
00	PE_Scaf12202_5.4
00	PE_Scaf12206_0.0
00	PE_Scaf12206_0.4
00	PE_Scaf12208_10.2
00	PE_Scaf12208_11.2
00	PE_Scaf12208_12.20
01	PE_Scaf12208_12.7
11	PE_Scaf12208_12.8
01	PE_Scaf12208_13.3
NA1	PE_Scaf12208_2.4
01	PE_Scaf12208_2.5
00	PE_Scaf12208_3.4
11	PE_Scaf12208_3.9
01	PE_Scaf12208_4.2
01	PE_Scaf12208_5.2
01	PE_Scaf12208_6.10
01	PE_Scaf12208_6.7
00	PE_Scaf12208_6.8
00	PE_Scaf12208_6.9
00	PE_Scaf12208_7.5
01	PE_Scaf12208_7.6
00	PE_Scaf12208_8.0
00	PE_Scaf12208_8.1
11	PE_Scaf12212_1.12
11	PE_Scaf12212_1.13
11	PE_Scaf12212_1.16
01	PE_Scaf12212_1.19
01	PE_Scaf12212_1.20
NA1	PE_Scaf12212_2.7
00	PE_Scaf12213_1.8
00	PE_Scaf12214_0.3
00	PE_Scaf12214_1.0
00	PE_Scaf12215_0.0
00	PE_Scaf12215_0.3
00	PE_Scaf12216_0.7
00	PE_Scaf12216_0.8
00	PE_Scaf12216_0.9
00	PE_Scaf1222_0.1
00	PE_Scaf1222_1.1
00	PE_Scaf1222_3.0
00	PE_Scaf1222_4.3
00	PE_Scaf1222_5.0
00	PE_Scaf1222_5.2
00	PE_Scaf1222_5.3
00	PE_Scaf1222_5.5
01	PE_Scaf1222_6.2
01	PE_Scaf12224_0.6
01	PE_Scaf12224_0.7
01	PE_Scaf12232_1.4
00	PE_Scaf12232_1.6
00	PE_Scaf12233_0.3
00	PE_Scaf12234_0.1
11	PE_Scaf12239_0.5
01	PE_Scaf1224_1.5
00	PE_Scaf1224_1.7
00	PE_Scaf1224_2.10
01	PE_Scaf1224_2.7
NA0	PE_Scaf1224_4.12
00	PE_Scaf1224_4.13
00	PE_Scaf12242_0.5
00	PE_Scaf12243_0.3
11	PE_Scaf12243_0.6
11	PE_Scaf12243_0.7
00	PE_Scaf12244_0.11
00	PE_Scaf12244_0.14
00	PE_Scaf12244_0.9
00	PE_Scaf12245_1.0
00	PE_Scaf12245_2.4
00	PE_Scaf12245_2.5
NANA	PE_Scaf12246_0.3
00	PE_Scaf12247_4.2
00	PE_Scaf12247_8.0
00	PE_Scaf12247_8.1
01	PE_Scaf12247_8.6
00	PE_Scaf12248_1.0
NA0	PE_Scaf12248_1.4
00	PE_Scaf12248_3.3
0NA	PE_Scaf1225_0.0
00	PE_Scaf12251_0.6
11	PE_Scaf12251_2.0
11	PE_Scaf12251_2.23
01	PE_Scaf12251_2.7
11	PE_Scaf12251_2.9
11	PE_Scaf12253_12.4
00	PE_Scaf12253_2.1
11	PE_Scaf12253_4.2
11	PE_Scaf12253_4.3
11	PE_Scaf12253_5.4
01	PE_Scaf12253_5.5
01	PE_Scaf12253_5.9
11	PE_Scaf12253_6.1
11	PE_Scaf12253_7.2
11	PE_Scaf12253_7.3
00	PE_Scaf12253_8.2
01	PE_Scaf12253_9.6
00	PE_Scaf12254_1.2
00	PE_Scaf12254_3.3
00	PE_Scaf12254_5.3
00	PE_Scaf12254_6.1
01	PE_Scaf12255_1.4
11	PE_Scaf12255_2.5
00	PE_Scaf12255_2.6
11	PE_Scaf12256_1.5
01	PE_Scaf12256_1.6
11	PE_Scaf12256_2.1
01	PE_Scaf12256_2.6
01	PE_Scaf12256_2.7
11	PE_Scaf12256_2.8
01	PE_Scaf12256_3.2
11	PE_Scaf12256_5.1
01	PE_Scaf12256_5.10
11	PE_Scaf12256_5.11
11	PE_Scaf12256_5.12
00	PE_Scaf12259_0.2
11	PE_Scaf12262_0.6
00	PE_Scaf12262_1.4
11	PE_Scaf12262_2.8
00	PE_Scaf12265_1.3
00	PE_Scaf12265_3.13
00	PE_Scaf12265_3.3
00	PE_Scaf12265_4.2
00	PE_Scaf12267_1.0
00	PE_Scaf12267_1.6
00	PE_Scaf12267_2.3
01	PE_Scaf12267_4.12
01	PE_Scaf12267_4.4
01	PE_Scaf12267_4.5
11	PE_Scaf12267_5.10
11	PE_Scaf12267_5.13
01	PE_Scaf12267_5.7
11	PE_Scaf12267_5.9
11	PE_Scaf12268_0.12
00	PE_Scaf12268_0.14
01	PE_Scaf12268_0.15
00	PE_Scaf12272_2.0
00	PE_Scaf12272_4.2
01	PE_Scaf12272_4.7
01	PE_Scaf12272_5.7
11	PE_Scaf12275_0.0
1NA	PE_Scaf12275_0.1
11	PE_Scaf12279_0.1
01	PE_Scaf12280_0.2
NA1	PE_Scaf12280_1.11
11	PE_Scaf12280_1.6
01	PE_Scaf12280_1.9
01	PE_Scaf12280_4.12
11	PE_Scaf12280_4.5
01	PE_Scaf12280_6.2
11	PE_Scaf12280_6.4
01	PE_Scaf12280_7.7
11	PE_Scaf12281_0.0
11	PE_Scaf12281_0.1
NA1	PE_Scaf12282_0.3
NANA	PE_Scaf12283_0.0
0NA	PE_Scaf12283_0.1
00	PE_Scaf12285_0.4
11	PE_Scaf12286_2.16
11	PE_Scaf12286_2.5
01	PE_Scaf12286_2.6
00	PE_Scaf12287_0.8
00	PE_Scaf12287_1.5
00	PE_Scaf12287_1.7
00	PE_Scaf12287_1.8
00	PE_Scaf12287_2.0
00	PE_Scaf12287_3.9
NA1	PE_Scaf1229_0.5
11	PE_Scaf1229_0.6
10	PE_Scaf12290_0.0
11	PE_Scaf12290_0.1
11	PE_Scaf12294_0.0
11	PE_Scaf12294_0.1
00	PE_Scaf12295_0.1
01	PE_Scaf12296_1.6
11	PE_Scaf12296_1.8
11	PE_Scaf12296_2.13
11	PE_Scaf12296_2.14
11	PE_Scaf12296_2.16
11	PE_Scaf12296_2.5
11	PE_Scaf12296_2.7
11	PE_Scaf12296_3.3
NA1	PE_Scaf12296_3.4
11	PE_Scaf12298_1.0
11	PE_Scaf12298_1.6
00	PE_Scaf12299_0.10
NA0	PE_Scaf12299_0.11
10	PE_Scaf12299_0.9
00	PE_Scaf123_2.17
01	PE_Scaf123_2.7
01	PE_Scaf123_2.8
NA1	PE_Scaf12301_0.2
NA1	PE_Scaf12304_0.2
NA1	PE_Scaf12306_0.1
00	PE_Scaf12307_0.10
00	PE_Scaf12307_0.6
00	PE_Scaf1231_1.6
00	PE_Scaf12312_0.3
11	PE_Scaf12312_1.2
00	PE_Scaf12312_1.8
01	PE_Scaf12312_1.9
10	PE_Scaf12312_4.2
00	PE_Scaf12312_5.0
00	PE_Scaf12312_5.8
00	PE_Scaf12312_7.1
01	PE_Scaf12312_7.11
00	PE_Scaf12312_7.9
11	PE_Scaf12313_0.1
01	PE_Scaf12313_1.2
11	PE_Scaf12313_2.31
NA1	PE_Scaf12313_2.8
01	PE_Scaf12313_2.9
11	PE_Scaf12320_0.10
11	PE_Scaf12320_0.8
11	PE_Scaf12320_0.9
00	PE_Scaf12324_1.2
00	PE_Scaf12326_0.1
00	PE_Scaf12326_1.0
00	PE_Scaf12326_1.1
11	PE_Scaf12326_10.2
11	PE_Scaf12326_11.11
01	PE_Scaf12326_11.7
11	PE_Scaf12326_11.8
NA1	PE_Scaf12326_12.15
11	PE_Scaf12326_12.17
11	PE_Scaf12326_12.18
01	PE_Scaf12326_12.19
11	PE_Scaf12326_12.21
00	PE_Scaf12326_3.4
01	PE_Scaf12326_6.4
01	PE_Scaf12326_7.2
00	PE_Scaf12326_8.0
01	PE_Scaf12326_9.7
11	PE_Scaf12326_9.9
11	PE_Scaf12327_0.7
01	PE_Scaf12327_0.8
01	PE_Scaf12329_0.2
00	PE_Scaf12329_2.0
01	PE_Scaf12329_2.10
00	PE_Scaf12329_2.5
11	PE_Scaf12329_3.6
00	PE_Scaf12329_4.4
00	PE_Scaf12329_4.7
NA0	PE_Scaf1233_0.1
11	PE_Scaf12331_0.13
10	PE_Scaf12331_0.15
01	PE_Scaf12331_0.5
00	PE_Scaf12331_1.10
11	PE_Scaf12331_1.12
11	PE_Scaf12335_0.6
01	PE_Scaf12335_0.7
11	PE_Scaf12335_0.8
00	PE_Scaf12338_2.10
00	PE_Scaf12338_2.8
00	PE_Scaf12339_0.2
00	PE_Scaf12339_1.6
01	PE_Scaf1234_0.3
11	PE_Scaf1234_1.10
11	PE_Scaf1234_1.11
01	PE_Scaf1234_1.9
00	PE_Scaf12344_1.6
00	PE_Scaf12344_2.3
00	PE_Scaf12344_3.7
00	PE_Scaf12344_3.8
11	PE_Scaf12344_4.0
01	PE_Scaf12344_4.4
01	PE_Scaf12344_4.6
00	PE_Scaf1235_0.4
00	PE_Scaf1235_3.0
00	PE_Scaf1235_5.1
11	PE_Scaf1235_5.5
00	PE_Scaf1235_5.6
11	PE_Scaf1235_6.5
11	PE_Scaf1235_6.6
01	PE_Scaf12350_0.2
00	PE_Scaf12350_1.13
00	PE_Scaf12350_1.4
NA0	PE_Scaf12351_0.10
01	PE_Scaf12351_0.14
00	PE_Scaf12351_0.9
NANA	PE_Scaf12356_0.0
00	PE_Scaf12357_0.1
00	PE_Scaf12357_0.8
00	PE_Scaf12357_0.9
00	PE_Scaf12357_2.2
00	PE_Scaf12357_3.3
00	PE_Scaf12357_4.14
00	PE_Scaf12357_4.6
00	PE_Scaf12357_5.5
11	PE_Scaf12357_5.6
01	PE_Scaf12357_6.5
11	PE_Scaf12357_7.11
11	PE_Scaf12357_7.6
11	PE_Scaf12357_7.7
00	PE_Scaf12358_1.5
00	PE_Scaf12358_1.6
00	PE_Scaf12358_1.7
00	PE_Scaf12358_1.8
01	PE_Scaf12358_10.3
01	PE_Scaf12358_11.6
01	PE_Scaf12358_11.8
01	PE_Scaf12358_11.9
11	PE_Scaf12358_12.5
11	PE_Scaf12358_12.9
11	PE_Scaf12358_13.8
11	PE_Scaf12358_14.2
01	PE_Scaf12358_14.5
01	PE_Scaf12358_15.3
01	PE_Scaf12358_16.1
00	PE_Scaf12358_2.3
00	PE_Scaf12358_3.2
11	PE_Scaf12358_4.5
01	PE_Scaf12358_4.8
11	PE_Scaf12358_5.3
01	PE_Scaf12358_5.4
01	PE_Scaf12358_6.3
00	PE_Scaf12358_7.6
11	PE_Scaf12359_1.10
11	PE_Scaf12359_1.12
01	PE_Scaf12359_1.9
11	PE_Scaf12359_2.4
01	PE_Scaf12359_2.5
01	PE_Scaf12359_2.6
11	PE_Scaf12359_3.7
00	PE_Scaf12359_3.9
00	PE_Scaf12359_5.0
10	PE_Scaf1236_1.5
11	PE_Scaf1236_1.6
11	PE_Scaf1236_10.5
11	PE_Scaf1236_10.6
01	PE_Scaf1236_10.8
01	PE_Scaf1236_11.7
01	PE_Scaf1236_11.8
00	PE_Scaf1236_14.4
00	PE_Scaf1236_14.5
00	PE_Scaf1236_15.0
00	PE_Scaf1236_15.10
00	PE_Scaf1236_15.8
00	PE_Scaf1236_15.9
11	PE_Scaf1236_3.6
00	PE_Scaf1236_4.6
00	PE_Scaf1236_4.7
11	PE_Scaf1236_7.6
01	PE_Scaf1236_7.7
01	PE_Scaf1236_8.3
11	PE_Scaf12361_0.1
00	PE_Scaf12362_0.6
NA0	PE_Scaf12362_0.7
0NA	PE_Scaf12363_0.0
00	PE_Scaf12363_2.1
00	PE_Scaf12363_2.8
00	PE_Scaf12363_2.9
NA0	PE_Scaf12364_0.3
00	PE_Scaf12364_0.5
00	PE_Scaf12366_0.10
11	PE_Scaf12366_0.7
11	PE_Scaf12366_1.0
00	PE_Scaf12366_1.1
11	PE_Scaf12366_1.5
00	PE_Scaf12368_0.3
00	PE_Scaf12368_1.0
00	PE_Scaf12368_1.4
00	PE_Scaf12368_1.6
11	PE_Scaf12369_1.1
00	PE_Scaf12371_0.5
00	PE_Scaf12371_0.7
00	PE_Scaf12373_0.5
01	PE_Scaf12373_0.6
11	PE_Scaf12374_2.4
11	PE_Scaf12374_4.1
00	PE_Scaf12374_5.5
00	PE_Scaf12375_0.2
NA0	PE_Scaf12375_0.4
00	PE_Scaf12376_0.10
01	PE_Scaf12378_2.2
11	PE_Scaf12378_3.2
11	PE_Scaf12378_3.3
11	PE_Scaf12378_4.0
01	PE_Scaf12378_4.2
00	PE_Scaf12378_5.0
00	PE_Scaf12378_6.3
11	PE_Scaf12378_8.12
00	PE_Scaf12378_8.6
01	PE_Scaf12378_8.8
00	PE_Scaf12379_0.14
00	PE_Scaf12379_0.5
00	PE_Scaf12379_1.10
00	PE_Scaf12379_1.11
01	PE_Scaf12379_2.4
00	PE_Scaf12379_3.3
00	PE_Scaf12379_3.4
00	PE_Scaf12379_5.0
11	PE_Scaf12379_6.4
10	PE_Scaf12379_6.8
00	PE_Scaf12379_7.14
00	PE_Scaf12379_7.15
00	PE_Scaf12379_7.6
01	PE_Scaf12379_7.8
00	PE_Scaf12379_8.0
00	PE_Scaf12379_8.8
11	PE_Scaf12380_0.13
01	PE_Scaf12380_0.14
11	PE_Scaf12380_0.15
11	PE_Scaf12380_0.2
11	PE_Scaf12381_3.10
11	PE_Scaf12390_0.0
01	PE_Scaf12390_1.11
00	PE_Scaf12390_1.5
00	PE_Scaf12390_1.7
01	PE_Scaf12390_2.11
11	PE_Scaf12390_2.12
11	PE_Scaf12390_2.13
11	PE_Scaf12390_2.14
11	PE_Scaf12390_2.15
11	PE_Scaf12390_2.7
01	PE_Scaf12390_3.5
11	PE_Scaf12390_4.4
00	PE_Scaf12390_4.5
01	PE_Scaf12390_5.3
01	PE_Scaf12390_5.4
00	PE_Scaf12390_6.25
01	PE_Scaf12390_6.3
11	PE_Scaf12390_7.5
01	PE_Scaf12390_8.16
00	PE_Scaf12390_8.9
NA1	PE_Scaf12393_0.3
00	PE_Scaf12393_1.2
01	PE_Scaf12393_1.5
00	PE_Scaf12393_2.27
00	PE_Scaf12393_2.28
00	PE_Scaf12393_2.29
00	PE_Scaf12393_2.30
00	PE_Scaf12393_2.31
NA0	PE_Scaf12393_2.32
NANA	PE_Scaf12393_2.33
00	PE_Scaf12393_2.34
NA0	PE_Scaf12393_2.35
00	PE_Scaf12397_0.3
00	PE_Scaf12400_0.7
00	PE_Scaf12401_0.0
11	PE_Scaf12403_0.0
01	PE_Scaf12403_0.6
11	PE_Scaf12403_0.8
11	PE_Scaf12405_1.2
00	PE_Scaf12405_1.3
00	PE_Scaf12406_2.5
00	PE_Scaf12406_2.8
00	PE_Scaf12406_5.0
NA0	PE_Scaf12406_5.1
00	PE_Scaf12408_0.1
00	PE_Scaf12408_0.11
00	PE_Scaf12408_0.9
00	PE_Scaf12409_1.6
00	PE_Scaf12410_0.0
NANA	PE_Scaf12419_0.1
NA0	PE_Scaf12419_0.2
00	PE_Scaf1242_0.3
00	PE_Scaf1242_0.4
00	PE_Scaf12420_0.4
00	PE_Scaf12420_1.1
11	PE_Scaf12420_1.11
11	PE_Scaf12420_1.12
00	PE_Scaf12420_1.7
00	PE_Scaf12420_2.1
01	PE_Scaf12420_2.5
00	PE_Scaf12422_0.5
NA1	PE_Scaf12422_0.6
00	PE_Scaf12422_0.8
00	PE_Scaf12423_0.2
00	PE_Scaf12423_1.0
00	PE_Scaf12423_1.18
00	PE_Scaf12423_1.20
11	PE_Scaf12423_11.0
01	PE_Scaf12423_11.6
11	PE_Scaf12423_11.7
01	PE_Scaf12423_12.8
01	PE_Scaf12423_13.13
11	PE_Scaf12423_13.4
01	PE_Scaf12423_13.5
11	PE_Scaf12423_15.1
00	PE_Scaf12423_16.4
01	PE_Scaf12423_3.2
00	PE_Scaf12423_4.5
01	PE_Scaf12423_4.6
11	PE_Scaf12423_5.3
01	PE_Scaf12423_5.4
11	PE_Scaf12423_6.0
11	PE_Scaf12423_7.4
00	PE_Scaf12423_7.7
11	PE_Scaf12423_9.4
NA0	PE_Scaf12426_0.5
00	PE_Scaf12427_13.3
NANA	PE_Scaf12427_16.0
NANA	PE_Scaf12427_16.1
11	PE_Scaf12427_17.3
1NA	PE_Scaf12427_21.0
01	PE_Scaf12427_22.3
01	PE_Scaf12427_23.12
01	PE_Scaf12427_23.6
11	PE_Scaf12427_24.0
10	PE_Scaf12427_24.6
11	PE_Scaf12427_24.9
11	PE_Scaf12427_26.1
11	PE_Scaf12427_26.4
11	PE_Scaf12427_26.5
11	PE_Scaf12427_27.2
01	PE_Scaf12427_27.3
11	PE_Scaf12427_28.2
11	PE_Scaf12427_29.4
11	PE_Scaf12427_30.15
01	PE_Scaf12427_30.26
11	PE_Scaf12427_30.27
01	PE_Scaf12427_30.28
00	PE_Scaf12427_5.0
00	PE_Scaf12427_7.1
00	PE_Scaf12427_9.6
11	PE_Scaf12428_0.6
00	PE_Scaf1243_0.4
11	PE_Scaf1243_1.2
11	PE_Scaf1243_5.0
00	PE_Scaf1243_5.3
01	PE_Scaf1243_7.2
00	PE_Scaf12430_0.5
00	PE_Scaf12430_0.7
NA0	PE_Scaf12432_0.0
00	PE_Scaf12432_0.1
NA0	PE_Scaf12432_0.11
NA1	PE_Scaf12433_0.1
01	PE_Scaf12435_1.11
01	PE_Scaf12435_1.5
01	PE_Scaf12435_1.6
01	PE_Scaf12435_3.2
00	PE_Scaf12435_5.3
00	PE_Scaf12436_0.5
00	PE_Scaf12437_0.0
NA0	PE_Scaf12437_0.3
NA0	PE_Scaf1244_0.0
00	PE_Scaf1244_0.3
00	PE_Scaf1244_0.4
00	PE_Scaf12440_0.3
NA0	PE_Scaf12440_0.4
11	PE_Scaf12440_2.1
00	PE_Scaf12440_2.2
00	PE_Scaf12440_3.15
00	PE_Scaf12440_3.20
11	PE_Scaf12443_0.0
00	PE_Scaf12444_0.11
NA0	PE_Scaf12444_0.8
00	PE_Scaf12444_0.9
00	PE_Scaf12445_2.0
00	PE_Scaf12445_3.3
00	PE_Scaf12445_4.2
00	PE_Scaf12445_5.7
00	PE_Scaf12448_0.0
11	PE_Scaf12448_11.1
00	PE_Scaf12448_11.7
NA1	PE_Scaf12448_11.8
11	PE_Scaf12448_13.5
01	PE_Scaf12448_14.2
01	PE_Scaf12448_14.4
00	PE_Scaf12448_15.0
00	PE_Scaf12448_2.0
01	PE_Scaf12448_2.16
01	PE_Scaf12448_2.18
00	PE_Scaf12448_2.8
11	PE_Scaf12448_2.9
11	PE_Scaf12448_3.10
01	PE_Scaf12448_3.3
11	PE_Scaf12448_3.8
11	PE_Scaf12448_5.10
11	PE_Scaf12448_5.11
11	PE_Scaf12448_5.5
11	PE_Scaf12448_5.8
11	PE_Scaf12448_5.9
00	PE_Scaf12448_7.4
00	PE_Scaf12448_8.0
00	PE_Scaf12448_8.4
00	PE_Scaf12448_8.7
11	PE_Scaf12449_0.5
10	PE_Scaf12449_0.7
11	PE_Scaf12450_0.0
01	PE_Scaf12450_1.13
NA1	PE_Scaf12450_1.15
00	PE_Scaf12450_1.18
00	PE_Scaf12450_1.20
00	PE_Scaf12450_1.22
00	PE_Scaf12450_1.6
10	PE_Scaf12451_0.2
00	PE_Scaf12452_0.6
NANA	PE_Scaf12453_0.5
11	PE_Scaf12453_1.1
11	PE_Scaf12453_1.16
01	PE_Scaf12453_1.17
11	PE_Scaf12453_1.18
11	PE_Scaf12453_1.7
NA1	PE_Scaf12454_0.2
NA1	PE_Scaf12459_0.4
11	PE_Scaf12460_1.11
01	PE_Scaf12460_1.6
11	PE_Scaf12460_2.0
11	PE_Scaf12460_2.4
00	PE_Scaf12460_3.3
01	PE_Scaf12462_1.11
10	PE_Scaf12462_3.5
01	PE_Scaf12462_3.7
NA1	PE_Scaf12464_0.4
11	PE_Scaf12464_0.5
11	PE_Scaf12464_1.4
00	PE_Scaf12464_10.0
NA1	PE_Scaf12464_10.3
01	PE_Scaf12464_10.4
11	PE_Scaf12464_2.1
11	PE_Scaf12464_2.3
01	PE_Scaf12464_3.3
11	PE_Scaf12464_3.4
00	PE_Scaf12464_4.3
00	PE_Scaf12464_8.11
00	PE_Scaf12464_8.2
00	PE_Scaf12474_0.5
00	PE_Scaf12476_0.10
11	PE_Scaf12476_0.11
00	PE_Scaf12476_0.6
11	PE_Scaf12476_0.7
00	PE_Scaf12478_0.7
11	PE_Scaf1248_2.4
NA0	PE_Scaf12480_0.3
11	PE_Scaf12481_1.6
01	PE_Scaf12481_1.9
11	PE_Scaf12481_2.2
11	PE_Scaf12485_2.0
00	PE_Scaf12485_9.4
00	PE_Scaf12486_0.1
00	PE_Scaf12486_1.0
00	PE_Scaf12486_1.10
00	PE_Scaf12486_1.11
00	PE_Scaf12487_0.0
11	PE_Scaf12488_2.4
01	PE_Scaf12488_3.2
11	PE_Scaf12488_4.0
11	PE_Scaf12488_4.5
00	PE_Scaf12489_0.3
00	PE_Scaf12493_12.3
00	PE_Scaf12493_2.5
00	PE_Scaf12493_6.0
00	PE_Scaf12493_8.0
00	PE_Scaf12493_8.1
00	PE_Scaf12493_9.2
00	PE_Scaf12494_0.4
00	PE_Scaf12494_1.5
01	PE_Scaf12494_1.6
00	PE_Scaf12494_1.7
11	PE_Scaf12495_0.3
00	PE_Scaf12498_0.4
NA1	PE_Scaf12499_0.2
01	PE_Scaf12500_0.1
00	PE_Scaf12500_1.5
10	PE_Scaf12500_1.9
11	PE_Scaf12500_10.1
10	PE_Scaf12500_10.12
11	PE_Scaf12500_10.3
01	PE_Scaf12500_11.7
NA1	PE_Scaf12500_11.9
01	PE_Scaf12500_12.9
00	PE_Scaf12500_13.0
00	PE_Scaf12500_13.4
00	PE_Scaf12500_14.0
00	PE_Scaf12500_14.7
11	PE_Scaf12500_16.2
11	PE_Scaf12500_2.2
00	PE_Scaf12500_20.4
01	PE_Scaf12500_20.5
00	PE_Scaf12500_21.4
00	PE_Scaf12500_21.5
11	PE_Scaf12500_22.1
11	PE_Scaf12500_22.14
11	PE_Scaf12500_22.6
01	PE_Scaf12500_22.7
11	PE_Scaf12500_23.12
11	PE_Scaf12500_23.6
11	PE_Scaf12500_23.8
00	PE_Scaf12500_4.0
01	PE_Scaf12500_5.1
00	PE_Scaf12500_6.4
01	PE_Scaf12500_7.4
10	PE_Scaf12500_7.5
00	PE_Scaf12500_8.2
00	PE_Scaf12500_8.6
00	PE_Scaf12500_9.3
01	PE_Scaf12501_1.0
01	PE_Scaf12501_1.10
00	PE_Scaf12501_1.9
11	PE_Scaf12503_0.2
11	PE_Scaf12504_2.5
11	PE_Scaf12506_0.5
11	PE_Scaf12506_0.6
NA1	PE_Scaf12508_0.0
NA1	PE_Scaf12508_0.1
00	PE_Scaf12509_0.1
00	PE_Scaf12509_0.3
00	PE_Scaf12509_1.0
00	PE_Scaf12509_1.7
01	PE_Scaf12509_10.1
00	PE_Scaf12509_11.2
00	PE_Scaf12509_12.6
00	PE_Scaf12509_2.0
11	PE_Scaf12509_4.4
11	PE_Scaf12509_5.1
11	PE_Scaf12509_6.3
11	PE_Scaf12509_7.0
11	PE_Scaf12509_7.2
11	PE_Scaf12509_7.5
11	PE_Scaf12509_7.7
01	PE_Scaf12509_8.3
11	PE_Scaf12509_8.4
11	PE_Scaf12509_8.5
01	PE_Scaf12509_9.1
00	PE_Scaf12510_0.4
00	PE_Scaf12511_1.1
00	PE_Scaf12511_1.8
01	PE_Scaf12515_0.5
00	PE_Scaf12517_0.2
01	PE_Scaf12517_1.2
11	PE_Scaf12517_10.12
00	PE_Scaf12517_11.0
01	PE_Scaf12517_11.5
01	PE_Scaf12517_4.1
11	PE_Scaf12517_5.0
11	PE_Scaf12517_6.4
01	PE_Scaf12517_7.3
11	PE_Scaf12517_8.6
01	PE_Scaf12517_9.2
00	PE_Scaf12518_0.7
00	PE_Scaf1252_0.2
01	PE_Scaf12522_10.6
00	PE_Scaf12522_10.9
00	PE_Scaf12522_13.0
00	PE_Scaf12522_13.1
10	PE_Scaf12522_14.4
11	PE_Scaf12522_15.3
00	PE_Scaf12522_15.7
00	PE_Scaf12522_16.3
00	PE_Scaf12522_2.3
11	PE_Scaf12522_3.4
11	PE_Scaf12522_3.8
11	PE_Scaf12522_4.0
01	PE_Scaf12522_4.10
