"orth_id"	"L1"	"meth"
"2198"	"Pec..R07B..P08H"	"methylated_gene-body"
"2830"	"Pec..R07B..P08H"	"methylated_gene-body"
"1350"	"Pec..R07B..P08H"	"methylated_gene-body"
"4209"	"Pec..R07B..P08H"	"methylated_gene-body"
"4281"	"Pec..R07B..P08H"	"methylated_gene-body"
"1055"	"Pec..R07B..P08H"	"methylated_gene-body"
"4760"	"Pec..R07B..P08H"	"methylated_gene-body"
"3914"	"Pec..R07B..P08H"	"methylated_gene-body"
"1903"	"Pec..R07B..P08H"	"methylated_gene-body"
"605"	"Pec..R07B..P08H"	"methylated_gene-body"
"2423"	"Pec..R07B..P08H"	"methylated_gene-body"
"3912"	"Pec..R07B..P08H"	"methylated_gene-body"
"4834"	"Pec..R07B..P08H"	"methylated_gene-body"
"4960"	"Pec..R07B..P08H"	"methylated_gene-body"
"3751"	"Pec..R07B..P08H"	"methylated_gene-body"
"5073"	"Pec..R07B..P08H"	"methylated_gene-body"
"916"	"Pec..R07B..P08H"	"methylated_gene-body"
"3922"	"Pec..R07B..P08H"	"methylated_gene-body"
"4183"	"Pec..R07B..P08H"	"methylated_gene-body"
"2333"	"Pec..R07B..P08H"	"methylated_gene-body"
"3436"	"Pec..R07B..P08H"	"methylated_gene-body"
"4411"	"Pec..R07B..P08H"	"methylated_gene-body"
"3185"	"Pec..R07B..P08H"	"methylated_gene-body"
"4536"	"Pec..R07B..P08H"	"methylated_gene-body"
"3163"	"Pec..R07B..P08H"	"methylated_gene-body"
"3831"	"Pec..R07B..P08H"	"methylated_gene-body"
"5081"	"Pec..R07B..P08H"	"methylated_gene-body"
"860"	"Pec..R07B..P08H"	"methylated_gene-body"
"257"	"Pec..R07B..P08H"	"methylated_gene-body"
"919"	"Pec..R07B..P08H"	"methylated_gene-body"
"2037"	"Pec..R07B..P08H"	"methylated_gene-body"
"2892"	"Pec..R07B..P08H"	"methylated_gene-body"
"403"	"Pec..R07B..P08H"	"methylated_gene-body"
"650"	"Pec..R07B..P08H"	"methylated_gene-body"
"166"	"Pec..R07B..P08H"	"methylated_gene-body"
"4905"	"Pec..R07B..P08H"	"methylated_gene-body"
"4931"	"Pec..R07B..P08H"	"methylated_gene-body"
"4234"	"Pec..R07B..P08H"	"methylated_gene-body"
"3212"	"Pec..R07B..P08H"	"methylated_gene-body"
"3438"	"Pec..R07B..P08H"	"methylated_gene-body"
"4363"	"Pec..R07B..P08H"	"methylated_gene-body"
"174"	"Pec..R07B..P08H"	"methylated_gene-body"
"2397"	"Pec..R07B..P08H"	"methylated_gene-body"
"1700"	"Pec..R07B..P08H"	"methylated_gene-body"
"3260"	"Pec..R07B..P08H"	"methylated_gene-body"
"4556"	"Pec..R07B..P08H"	"methylated_gene-body"
"238"	"Pec..R07B..P08H"	"methylated_gene-body"
"3422"	"Pec..R07B..P08H"	"methylated_gene-body"
"4372"	"Pec..R07B..P08H"	"methylated_gene-body"
"2766"	"Pec..R07B..P08H"	"methylated_gene-body"
"4076"	"Pec..R07B..P08H"	"methylated_gene-body"
"2940"	"Pec..R07B..P08H"	"methylated_gene-body"
"923"	"Pec..R07B..P08H"	"methylated_gene-body"
"2899"	"Pec..R07B..P08H"	"methylated_gene-body"
"1298"	"Pec..R07B..P08H"	"methylated_gene-body"
"655"	"Pec..R07B..P08H"	"methylated_gene-body"
"177"	"Pec..R07B..P08H"	"methylated_gene-body"
"2541"	"Pec..R07B..P08H"	"methylated_gene-body"
"3857"	"Pec..R07B..P08H"	"methylated_gene-body"
"2139"	"Pec..R07B..P08H"	"methylated_gene-body"
"3926"	"Pec..R07B..P08H"	"methylated_gene-body"
"1426"	"Pec..R07B..P08H"	"methylated_gene-body"
"811"	"Pec..R07B..P08H"	"methylated_gene-body"
"3406"	"Pec..R07B..P08H"	"methylated_gene-body"
"4897"	"Pec..R07B..P08H"	"methylated_gene-body"
"1351"	"Pec..R07B..P08H"	"methylated_gene-body"
"2184"	"Pec..R07B..P08H"	"methylated_gene-body"
"301"	"Pec..R07B..P08H"	"methylated_gene-body"
"4514"	"Pec..R07B..P08H"	"methylated_gene-body"
"520"	"Pec..R07B..P08H"	"methylated_gene-body"
"2518"	"Pec..R07B..P08H"	"methylated_gene-body"
"2491"	"Pec..R07B..P08H"	"methylated_gene-body"
"1863"	"Pec..R07B..P08H"	"methylated_gene-body"
"1481"	"Pec..R07B..P08H"	"methylated_gene-body"
"3329"	"Pec..R07B..P08H"	"methylated_gene-body"
"2996"	"Pec..R07B..P08H"	"methylated_gene-body"
"4480"	"Pec..R07B..P08H"	"methylated_gene-body"
"4672"	"Pec..R07B..P08H"	"methylated_gene-body"
"3573"	"Pec..R07B..P08H"	"methylated_gene-body"
"981"	"Pec..R07B..P08H"	"methylated_gene-body"
"567"	"Pec..R07B..P08H"	"methylated_gene-body"
"1908"	"Pec..R07B..P08H"	"methylated_gene-body"
"1770"	"Pec..R07B..P08H"	"methylated_gene-body"
"847"	"Pec..R07B..P08H"	"methylated_gene-body"
"649"	"Pec..R07B..P08H"	"methylated_gene-body"
"1469"	"Pec..R07B..P08H"	"methylated_gene-body"
"2059"	"Pec..R07B..P08H"	"methylated_gene-body"
"3182"	"Pec..R07B..P08H"	"methylated_gene-body"
"2080"	"Pec..R07B..P08H"	"methylated_gene-body"
"576"	"Pec..R07B..P08H"	"methylated_gene-body"
"2862"	"Pec..R07B..P08H"	"methylated_gene-body"
"4368"	"Pec..R07B..P08H"	"methylated_gene-body"
"2588"	"Pec..R07B..P08H"	"methylated_gene-body"
"2247"	"Pec..R07B..P08H"	"methylated_gene-body"
"1255"	"Pec..R07B..P08H"	"methylated_gene-body"
"1687"	"Pec..R07B..P08H"	"methylated_gene-body"
"2786"	"Pec..R07B..P08H"	"methylated_gene-body"
"3099"	"Pec..R07B..P08H"	"methylated_gene-body"
"3362"	"Pec..R07B..P08H"	"methylated_gene-body"
"209"	"Pec..R07B..P08H"	"methylated_gene-body"
"1393"	"Pec..R07B..P08H"	"methylated_gene-body"
"709"	"Pec..R07B..P08H"	"methylated_gene-body"
"1017"	"Pec..R07B..P08H"	"methylated_gene-body"
"1468"	"Pec..R07B..P08H"	"methylated_gene-body"
"330"	"Pec..R07B..P08H"	"methylated_gene-body"
"3286"	"Pec..R07B..P08H"	"methylated_gene-body"
"905"	"Pec..R07B..P08H"	"methylated_gene-body"
"264"	"Pec..R07B..P08H"	"methylated_gene-body"
"4984"	"Pec..R07B..P08H"	"methylated_gene-body"
"868"	"Pec..R07B..P08H"	"methylated_gene-body"
"1360"	"Pec..R07B..P08H"	"methylated_gene-body"
"2318"	"Pec..R07B..P08H"	"methylated_gene-body"
"2665"	"Pec..R07B..P08H"	"methylated_gene-body"
"3673"	"Pec..R07B..P08H"	"methylated_gene-body"
"2128"	"Pec..R07B..P08H"	"methylated_gene-body"
"190"	"Pec..R07B..P08H"	"methylated_gene-body"
"4206"	"Pec..R07B..P08H"	"methylated_gene-body"
"2493"	"Pec..R07B..P08H"	"methylated_gene-body"
"2317"	"Pec..R07B..P08H"	"methylated_gene-body"
"1941"	"Pec..R07B..P08H"	"methylated_gene-body"
"3342"	"Pec..R07B..P08H"	"methylated_gene-body"
"227"	"Pec..R07B..P08H"	"methylated_gene-body"
"553"	"Pec..R07B..P08H"	"methylated_gene-body"
"2319"	"Pec..R07B..P08H"	"methylated_gene-body"
"1414"	"Pec..R07B..P08H"	"methylated_gene-body"
"1201"	"Pec..R07B..P08H"	"methylated_gene-body"
"844"	"Pec..R07B..P08H"	"methylated_gene-body"
"1353"	"Pec..R07B..P08H"	"methylated_gene-body"
"3084"	"Pec..R07B..P08H"	"methylated_gene-body"
"2502"	"Pec..R07B..P08H"	"methylated_gene-body"
"1708"	"Pec..R07B..P08H"	"methylated_gene-body"
"2192"	"Pec..R07B..P08H"	"methylated_gene-body"
"3440"	"Pec..R07B..P08H"	"methylated_gene-body"
"4600"	"Pec..R07B..P08H"	"methylated_gene-body"
"2496"	"Pec..R07B..P08H"	"methylated_gene-body"
"1207"	"Pec..R07B..P08H"	"methylated_gene-body"
"3893"	"Pec..R07B..P08H"	"methylated_gene-body"
"2242"	"Pec..R07B..P08H"	"methylated_gene-body"
"4768"	"Pec..R07B..P08H"	"methylated_gene-body"
"3153"	"Pec..R07B..P08H"	"methylated_gene-body"
"832"	"Pec..R07B..P08H"	"methylated_gene-body"
"609"	"Pec..R07B..P08H"	"methylated_gene-body"
"2884"	"Pec..R07B..P08H"	"methylated_gene-body"
"578"	"Pec..R07B..P08H"	"methylated_gene-body"
"3194"	"Pec..R07B..P08H"	"methylated_gene-body"
"3324"	"Pec..R07B..P08H"	"methylated_gene-body"
"3590"	"Pec..R07B..P08H"	"methylated_gene-body"
"2851"	"Pec..R07B..P08H"	"methylated_gene-body"
"1760"	"Pec..R07B..P08H"	"methylated_gene-body"
"1395"	"Pec..R07B..P08H"	"methylated_gene-body"
"3428"	"Pec..R07B..P08H"	"methylated_gene-body"
"2233"	"Pec..R07B..P08H"	"methylated_gene-body"
"3848"	"Pec..R07B..P08H"	"methylated_gene-body"
"4563"	"Pec..R07B..P08H"	"methylated_gene-body"
"4635"	"Pec..R07B..P08H"	"methylated_gene-body"
"2020"	"Pec..R07B..P08H"	"methylated_gene-body"
"3288"	"Pec..R07B..P08H"	"methylated_gene-body"
"4619"	"Pec..R07B..P08H"	"methylated_gene-body"
"2124"	"Pec..R07B..P08H"	"methylated_gene-body"
"4204"	"Pec..R07B..P08H"	"methylated_gene-body"
"4249"	"Pec..R07B..P08H"	"methylated_gene-body"
"437"	"Pec..R07B..P08H"	"methylated_gene-body"
"2294"	"Pec..R07B..P08H"	"methylated_gene-body"
"5092"	"Pec..R07B..P08H"	"methylated_gene-body"
"3722"	"Pec..R07B..P08H"	"methylated_gene-body"
"5076"	"Pec..R07B..P08H"	"methylated_gene-body"
"4063"	"Pec..R07B..P08H"	"methylated_gene-body"
"4634"	"Pec..R07B..P08H"	"methylated_gene-body"
"1896"	"Pec..R07B..P08H"	"methylated_gene-body"
"3805"	"Pec..R07B..P08H"	"methylated_gene-body"
"2126"	"Pec..R07B..P08H"	"methylated_gene-body"
"1186"	"Pec..R07B..P08H"	"methylated_gene-body"
"1688"	"Pec..R07B..P08H"	"methylated_gene-body"
"3629"	"Pec..R07B..P08H"	"methylated_gene-body"
"1587"	"Pec..R07B..P08H"	"methylated_gene-body"
"3940"	"Pec..R07B..P08H"	"methylated_gene-body"
"2669"	"Pec..R07B..P08H"	"methylated_gene-body"
"1487"	"Pec..R07B..P08H"	"methylated_gene-body"
"2229"	"Pec..R07B..P08H"	"methylated_gene-body"
"2281"	"Pec..R07B..P08H"	"methylated_gene-body"
"3081"	"Pec..R07B..P08H"	"methylated_gene-body"
"5062"	"Pec..R07B..P08H"	"methylated_gene-body"
"4904"	"Pec..R07B..P08H"	"methylated_gene-body"
"4757"	"Pec..R07B..P08H"	"methylated_gene-body"
"3261"	"Pec..R07B..P08H"	"methylated_gene-body"
"5053"	"Pec..R07B..P08H"	"methylated_gene-body"
"1733"	"Pec..R07B..P08H"	"methylated_gene-body"
"291"	"Pec..R07B..P08H"	"methylated_gene-body"
"3085"	"Pec..R07B..P08H"	"methylated_gene-body"
"3006"	"Pec..R07B..P08H"	"methylated_gene-body"
"3114"	"Pec..R07B..P08H"	"methylated_gene-body"
"4317"	"Pec..R07B..P08H"	"methylated_gene-body"
"5055"	"Pec..R07B..P08H"	"methylated_gene-body"
"3191"	"Pec..R07B..P08H"	"methylated_gene-body"
"4104"	"Pec..R07B..P08H"	"methylated_gene-body"
"1852"	"Pec..R07B..P08H"	"methylated_gene-body"
"2593"	"Pec..R07B..P08H"	"methylated_gene-body"
"1711"	"Pec..R07B..P08H"	"methylated_gene-body"
"3840"	"Pec..R07B..P08H"	"methylated_gene-body"
"5035"	"Pec..R07B..P08H"	"methylated_gene-body"
"3412"	"Pec..R07B..P08H"	"methylated_gene-body"
"1750"	"Pec..R07B..P08H"	"methylated_gene-body"
"3784"	"Pec..R07B..P08H"	"methylated_gene-body"
"2880"	"Pec..R07B..P08H"	"methylated_gene-body"
"862"	"Pec..R07B..P08H"	"methylated_gene-body"
"4245"	"Pec..R07B..P08H"	"methylated_gene-body"
"3269"	"Pec..R07B..P08H"	"methylated_gene-body"
"1471"	"Pec..R07B..P08H"	"methylated_gene-body"
"833"	"Pec..R07B..P08H"	"methylated_gene-body"
"1963"	"Pec..R07B..P08H"	"methylated_gene-body"
"3304"	"Pec..R07B..P08H"	"methylated_gene-body"
"458"	"Pec..R07B..P08H"	"methylated_gene-body"
"1782"	"Pec..R07B..P08H"	"methylated_gene-body"
"5086"	"Pec..R07B..P08H"	"methylated_gene-body"
"3076"	"Pec..R07B..P08H"	"methylated_gene-body"
"3593"	"Pec..R07B..P08H"	"methylated_gene-body"
"3183"	"Pec..R07B..P08H"	"methylated_gene-body"
"4240"	"Pec..R07B..P08H"	"methylated_gene-body"
"3601"	"Pec..R07B..P08H"	"methylated_gene-body"
"2183"	"Pec..R07B..P08H"	"methylated_gene-body"
"2651"	"Pec..R07B..P08H"	"methylated_gene-body"
"2327"	"Pec..R07B..P08H"	"methylated_gene-body"
"3361"	"Pec..R07B..P08H"	"methylated_gene-body"
"3659"	"Pec..R07B..P08H"	"methylated_gene-body"
"4124"	"Pec..R07B..P08H"	"methylated_gene-body"
"4412"	"Pec..R07B..P08H"	"methylated_gene-body"
"3164"	"Pec..R07B..P08H"	"methylated_gene-body"
"1153"	"Pec..R07B..P08H"	"methylated_gene-body"
"4278"	"Pec..R07B..P08H"	"methylated_gene-body"
"4040"	"Pec..R07B..P08H"	"methylated_gene-body"
"721"	"Pec..R07B..P08H"	"methylated_gene-body"
"4332"	"Pec..R07B..P08H"	"methylated_gene-body"
"2424"	"Pec..R07B..P08H"	"methylated_gene-body"
"4355"	"Pec..R07B..P08H"	"methylated_gene-body"
"1044"	"Pec..R07B..P08H"	"methylated_gene-body"
"3969"	"Pec..R07B..P08H"	"methylated_gene-body"
"4714"	"Pec..R07B..P08H"	"methylated_gene-body"
"3527"	"Pec..R07B..P08H"	"methylated_gene-body"
"3874"	"Pec..R07B..P08H"	"methylated_gene-body"
"2689"	"Pec..R07B..P08H"	"methylated_gene-body"
"2646"	"Pec..R07B..P08H"	"methylated_gene-body"
"3718"	"Pec..R07B..P08H"	"methylated_gene-body"
"1862"	"Pec..R07B..P08H"	"methylated_gene-body"
"892"	"Pec..R07B..P08H"	"methylated_gene-body"
"4255"	"Pec..R07B..P08H"	"methylated_gene-body"
"1009"	"Pec..R07B..P08H"	"methylated_gene-body"
"538"	"Pec..R07B..P08H"	"methylated_gene-body"
"3267"	"Pec..R07B..P08H"	"methylated_gene-body"
"365"	"Pec..R07B..P08H"	"methylated_gene-body"
"2102"	"Pec..R07B..P08H"	"methylated_gene-body"
"4199"	"Pec..R07B..P08H"	"methylated_gene-body"
"2904"	"Pec..R07B..P08H"	"methylated_gene-body"
"3117"	"Pec..R07B..P08H"	"methylated_gene-body"
"673"	"Pec..R07B..P08H"	"methylated_gene-body"
"1937"	"Pec..R07B..P08H"	"methylated_gene-body"
"3746"	"Pec..R07B..P08H"	"methylated_gene-body"
"573"	"Pec..R07B..P08H"	"methylated_gene-body"
"3876"	"Pec..R07B..P08H"	"methylated_gene-body"
"4126"	"Pec..R07B..P08H"	"methylated_gene-body"
"3781"	"Pec..R07B..P08H"	"methylated_gene-body"
"4995"	"Pec..R07B..P08H"	"methylated_gene-body"
"3136"	"Pec..R07B..P08H"	"methylated_gene-body"
"4612"	"Pec..R07B..P08H"	"methylated_gene-body"
"1029"	"Pec..R07B..P08H"	"methylated_gene-body"
"2746"	"Pec..R07B..P08H"	"methylated_gene-body"
"1391"	"Pec..R07B..P08H"	"methylated_gene-body"
"2092"	"Pec..R07B..P08H"	"methylated_gene-body"
"389"	"Pec..R07B..P08H"	"methylated_gene-body"
"5059"	"Pec..R07B..P08H"	"methylated_gene-body"
"1509"	"Pec..R07B..P08H"	"methylated_gene-body"
"3775"	"Pec..R07B..P08H"	"methylated_gene-body"
"896"	"Pec..R07B..P08H"	"methylated_gene-body"
"963"	"Pec..R07B..P08H"	"methylated_gene-body"
"3513"	"Pec..R07B..P08H"	"methylated_gene-body"
"3927"	"Pec..R07B..P08H"	"methylated_gene-body"
"2597"	"Pec..R07B..P08H"	"methylated_gene-body"
"396"	"Pec..R07B..P08H"	"methylated_gene-body"
"1292"	"Pec..R07B..P08H"	"methylated_gene-body"
"1309"	"Pec..R07B..P08H"	"methylated_gene-body"
"503"	"Pec..R07B..P08H"	"methylated_gene-body"
"772"	"Pec..R07B..P08H"	"methylated_gene-body"
"5126"	"Pec..R07B..P08H"	"methylated_gene-body"
"2754"	"Pec..R07B..P08H"	"methylated_gene-body"
"798"	"Pec..R07B..P08H"	"methylated_gene-body"
"3682"	"Pec..R07B..P08H"	"methylated_gene-body"
"1736"	"Pec..R07B..P08H"	"methylated_gene-body"
"1022"	"Pec..R07B..P08H"	"methylated_gene-body"
"246"	"Pec..R07B..P08H"	"methylated_gene-body"
"4487"	"Pec..R07B..P08H"	"methylated_gene-body"
"4203"	"Pec..R07B..P08H"	"methylated_gene-body"
"3907"	"Pec..R07B..P08H"	"methylated_gene-body"
"4662"	"Pec..R07B..P08H"	"methylated_gene-body"
"4911"	"Pec..R07B..P08H"	"methylated_gene-body"
"1518"	"Pec..R07B..P08H"	"methylated_gene-body"
"1526"	"Pec..R07B..P08H"	"methylated_gene-body"
"4606"	"Pec..R07B..P08H"	"methylated_gene-body"
"2053"	"Pec..R07B..P08H"	"methylated_gene-body"
"386"	"Pec..R07B..P08H"	"methylated_gene-body"
"1324"	"Pec..R07B..P08H"	"methylated_gene-body"
"3259"	"Pec..R07B..P08H"	"methylated_gene-body"
"4901"	"Pec..R07B..P08H"	"methylated_gene-body"
"2221"	"Pec..R07B..P08H"	"methylated_gene-body"
"4129"	"Pec..R07B..P08H"	"methylated_gene-body"
"1560"	"Pec..R07B..P08H"	"methylated_gene-body"
"2991"	"Pec..R07B..P08H"	"methylated_gene-body"
"4747"	"Pec..R07B..P08H"	"methylated_gene-body"
"1394"	"Pec..R07B..P08H"	"methylated_gene-body"
"664"	"Pec..R07B..P08H"	"methylated_gene-body"
"4135"	"Pec..R07B..P08H"	"methylated_gene-body"
"3906"	"Pec..R07B..P08H"	"methylated_gene-body"
"3679"	"Pec..R07B..P08H"	"methylated_gene-body"
"3979"	"Pec..R07B..P08H"	"methylated_gene-body"
"2536"	"Pec..R07B..P08H"	"methylated_gene-body"
"2363"	"Pec..R07B..P08H"	"methylated_gene-body"
"3854"	"Pec..R07B..P08H"	"methylated_gene-body"
"4871"	"Pec..R07B..P08H"	"methylated_gene-body"
"1635"	"Pec..R07B..P08H"	"methylated_gene-body"
"734"	"Pec..R07B..P08H"	"methylated_gene-body"
"3953"	"Pec..R07B..P08H"	"methylated_gene-body"
"1152"	"Pec..R07B..P08H"	"methylated_gene-body"
"3015"	"Pec..R07B..P08H"	"methylated_gene-body"
"3122"	"Pec..R07B..P08H"	"methylated_gene-body"
"2945"	"Pec..R07B..P08H"	"methylated_gene-body"
"1260"	"Pec..R07B..P08H"	"methylated_gene-body"
"804"	"Pec..R07B..P08H"	"methylated_gene-body"
"1943"	"Pec..R07B..P08H"	"methylated_gene-body"
"488"	"Pec..R07B..P08H"	"methylated_gene-body"
"4615"	"Pec..R07B..P08H"	"methylated_gene-body"
"3806"	"Pec..R07B..P08H"	"methylated_gene-body"
"4578"	"Pec..R07B..P08H"	"methylated_gene-body"
"1372"	"Pec..R07B..P08H"	"methylated_gene-body"
"4145"	"Pec..R07B..P08H"	"methylated_gene-body"
"2367"	"Pec..R07B..P08H"	"methylated_gene-body"
"1503"	"Pec..R07B..P08H"	"methylated_gene-body"
"2168"	"Pec..R07B..P08H"	"methylated_gene-body"
"1511"	"Pec..R07B..P08H"	"methylated_gene-body"
"4862"	"Pec..R07B..P08H"	"methylated_gene-body"
"4632"	"Pec..R07B..P08H"	"methylated_gene-body"
"3266"	"Pec..R07B..P08H"	"methylated_gene-body"
"2769"	"Pec..R07B..P08H"	"methylated_gene-body"
"1602"	"Pec..R07B..P08H"	"methylated_gene-body"
"4377"	"Pec..R07B..P08H"	"methylated_gene-body"
"4089"	"Pec..R07B..P08H"	"methylated_gene-body"
"2971"	"Pec..R07B..P08H"	"methylated_gene-body"
"4879"	"Pec..R07B..P08H"	"methylated_gene-body"
"1397"	"Pec..R07B..P08H"	"methylated_gene-body"
"883"	"Pec..R07B..P08H"	"methylated_gene-body"
"805"	"Pec..R07B..P08H"	"methylated_gene-body"
"1802"	"Pec..R07B..P08H"	"methylated_gene-body"
"1996"	"Pec..R07B..P08H"	"methylated_gene-body"
"4825"	"Pec..R07B..P08H"	"methylated_gene-body"
"4030"	"Pec..R07B..P08H"	"methylated_gene-body"
"4542"	"Pec..R07B..P08H"	"methylated_gene-body"
"4598"	"Pec..R07B..P08H"	"methylated_gene-body"
"4907"	"Pec..R07B..P08H"	"methylated_gene-body"
"2108"	"Pec..R07B..P08H"	"methylated_gene-body"
"2254"	"Pec..R07B..P08H"	"methylated_gene-body"
"4719"	"Pec..R07B..P08H"	"methylated_gene-body"
"872"	"Pec..R07B..P08H"	"methylated_gene-body"
"1294"	"Pec..R07B..P08H"	"methylated_gene-body"
"3919"	"Pec..R07B..P08H"	"methylated_gene-body"
"390"	"Pec..R07B..P08H"	"methylated_gene-body"
"1268"	"Pec..R07B..P08H"	"methylated_gene-body"
"4653"	"Pec..R07B..P08H"	"methylated_gene-body"
"1109"	"Pec..R07B..P08H"	"methylated_gene-body"
"912"	"Pec..R07B..P08H"	"methylated_gene-body"
"1684"	"Pec..R07B..P08H"	"methylated_gene-body"
"4056"	"Pec..R07B..P08H"	"methylated_gene-body"
"899"	"Pec..R07B..P08H"	"methylated_gene-body"
"4733"	"Pec..R07B..P08H"	"methylated_gene-body"
"3282"	"Pec..R07B..P08H"	"methylated_gene-body"
"750"	"Pec..R07B..P08H"	"methylated_gene-body"
"3010"	"Pec..R07B..P08H"	"methylated_gene-body"
"2889"	"Pec..R07B..P08H"	"methylated_gene-body"
"184"	"Pec..R07B..P08H"	"methylated_gene-body"
"4254"	"Pec..R07B..P08H"	"methylated_gene-body"
"275"	"Pec..R07B..P08H"	"methylated_gene-body"
"3187"	"Pec..R07B..P08H"	"methylated_gene-body"
"1215"	"Pec..R07B..P08H"	"methylated_gene-body"
"4016"	"Pec..R07B..P08H"	"methylated_gene-body"
"2928"	"Pec..R07B..P08H"	"methylated_gene-body"
"2637"	"Pec..R07B..P08H"	"methylated_gene-body"
"3227"	"Pec..R07B..P08H"	"methylated_gene-body"
"2594"	"Pec..R07B..P08H"	"methylated_gene-body"
"1037"	"Pec..R07B..P08H"	"methylated_gene-body"
"4264"	"Pec..R07B..P08H"	"methylated_gene-body"
"1606"	"Pec..R07B..P08H"	"methylated_gene-body"
"3642"	"Pec..R07B..P08H"	"methylated_gene-body"
"1443"	"Pec..R07B..P08H"	"methylated_gene-body"
"2816"	"Pec..R07B..P08H"	"methylated_gene-body"
"2936"	"Pec..R07B..P08H"	"methylated_gene-body"
"1885"	"Pec..R07B..P08H"	"methylated_gene-body"
"3340"	"Pec..R07B..P08H"	"methylated_gene-body"
"1330"	"Pec..R07B..P08H"	"methylated_gene-body"
"309"	"Pec..R07B..P08H"	"methylated_gene-body"
"1987"	"Pec..R07B..P08H"	"methylated_gene-body"
"178"	"Pec..R07B..P08H"	"methylated_gene-body"
"4608"	"Pec..R07B..P08H"	"methylated_gene-body"
"3935"	"Pec..R07B..P08H"	"methylated_gene-body"
"935"	"Pec..R07B..P08H"	"methylated_gene-body"
"758"	"Pec..R07B..P08H"	"methylated_gene-body"
"2877"	"Pec..R07B..P08H"	"methylated_gene-body"
"1729"	"Pec..R07B..P08H"	"methylated_gene-body"
"2742"	"Pec..R07B..P08H"	"methylated_gene-body"
"570"	"Pec..R07B..P08H"	"methylated_gene-body"
"5083"	"Pec..R07B..P08H"	"methylated_gene-body"
"470"	"Pec..R07B..P08H"	"methylated_gene-body"
"493"	"Pec..R07B..P08H"	"methylated_gene-body"
"2227"	"Pec..R07B..P08H"	"methylated_gene-body"
"4322"	"Pec..R07B..P08H"	"methylated_gene-body"
"774"	"Pec..R07B..P08H"	"methylated_gene-body"
"3743"	"Pec..R07B..P08H"	"methylated_gene-body"
"2071"	"Pec..R07B..P08H"	"methylated_gene-body"
"4139"	"Pec..R07B..P08H"	"methylated_gene-body"
"4430"	"Pec..R07B..P08H"	"methylated_gene-body"
"4786"	"Pec..R07B..P08H"	"methylated_gene-body"
"2084"	"Pec..R07B..P08H"	"methylated_gene-body"
"2619"	"Pec..R07B..P08H"	"methylated_gene-body"
"858"	"Pec..R07B..P08H"	"methylated_gene-body"
"3147"	"Pec..R07B..P08H"	"methylated_gene-body"
"2454"	"Pec..R07B..P08H"	"methylated_gene-body"
"1474"	"Pec..R07B..P08H"	"methylated_gene-body"
"2683"	"Pec..R07B..P08H"	"methylated_gene-body"
"1191"	"Pec..R07B..P08H"	"methylated_gene-body"
"423"	"Pec..R07B..P08H"	"methylated_gene-body"
"217"	"Pec..R07B..P08H"	"methylated_gene-body"
"504"	"Pec..R07B..P08H"	"methylated_gene-body"
"5131"	"Pec..R07B..P08H"	"methylated_gene-body"
"3019"	"Pec..R07B..P08H"	"methylated_gene-body"
"2049"	"Pec..R07B..P08H"	"methylated_gene-body"
"4190"	"Pec..R07B..P08H"	"methylated_gene-body"
"3080"	"Pec..R07B..P08H"	"methylated_gene-body"
"4402"	"Pec..R07B..P08H"	"methylated_gene-body"
"870"	"Pec..R07B..P08H"	"methylated_gene-body"
"450"	"Pec..R07B..P08H"	"methylated_gene-body"
"3297"	"Pec..R07B..P08H"	"methylated_gene-body"
"2789"	"Pec..R07B..P08H"	"methylated_gene-body"
"4727"	"Pec..R07B..P08H"	"methylated_gene-body"
"2581"	"Pec..R07B..P08H"	"methylated_gene-body"
"4008"	"Pec..R07B..P08H"	"methylated_gene-body"
"1190"	"Pec..R07B..P08H"	"methylated_gene-body"
"1264"	"Pec..R07B..P08H"	"methylated_gene-body"
"2257"	"Pec..R07B..P08H"	"methylated_gene-body"
"2182"	"Pec..R07B..P08H"	"methylated_gene-body"
"308"	"Pec..R07B..P08H"	"methylated_gene-body"
"1720"	"Pec..R07B..P08H"	"methylated_gene-body"
"360"	"Pec..R07B..P08H"	"methylated_gene-body"
"1420"	"Pec..R07B..P08H"	"methylated_gene-body"
"4877"	"Pec..R07B..P08H"	"methylated_gene-body"
"2095"	"Pec..R07B..P08H"	"methylated_gene-body"
"3005"	"Pec..R07B..P08H"	"methylated_gene-body"
"4800"	"Pec..R07B..P08H"	"methylated_gene-body"
"3531"	"Pec..R07B..P08H"	"methylated_gene-body"
"1141"	"Pec..R07B..P08H"	"methylated_gene-body"
"3985"	"Pec..R07B..P08H"	"methylated_gene-body"
"3842"	"Pec..R07B..P08H"	"methylated_gene-body"
"3313"	"Pec..R07B..P08H"	"methylated_gene-body"
"232"	"Pec..R07B..P08H"	"methylated_gene-body"
"2718"	"Pec..R07B..P08H"	"methylated_gene-body"
"1496"	"Pec..R07B..P08H"	"methylated_gene-body"
"1553"	"Pec..R07B..P08H"	"methylated_gene-body"
"3070"	"Pec..R07B..P08H"	"methylated_gene-body"
"5084"	"Pec..R07B..P08H"	"methylated_gene-body"
"3929"	"Pec..R07B..P08H"	"methylated_gene-body"
"2846"	"Pec..R07B..P08H"	"methylated_gene-body"
"1396"	"Pec..R07B..P08H"	"methylated_gene-body"
"2887"	"Pec..R07B..P08H"	"methylated_gene-body"
"4529"	"Pec..R07B..P08H"	"methylated_gene-body"
