mean_binary_idx	mRNA
00	maker-ctg135_pilon-augustus-gene-3.24-mRNA-1
01	maker-ctg135_pilon-augustus-gene-4.11-mRNA-1
01	maker-ctg135_pilon-augustus-gene-4.13-mRNA-1
11	maker-ctg135_pilon-augustus-gene-4.14-mRNA-1
00	maker-ctg135_pilon-augustus-gene-5.20-mRNA-1
00	maker-ctg135_pilon-augustus-gene-5.23-mRNA-1
01	maker-ctg135_pilon-augustus-gene-5.26-mRNA-1
00	maker-ctg135_pilon-augustus-gene-5.28-mRNA-1
00	maker-ctg135_pilon-augustus-gene-5.29-mRNA-1
00	maker-ctg135_pilon-augustus-gene-5.33-mRNA-1
00	maker-ctg135_pilon-protein2genome-gene-3.38-mRNA-1
00	maker-ctg135_pilon-protein2genome-gene-5.15-mRNA-1
00	maker-ctg1350_pilon-augustus-gene-0.0-mRNA-1
00	maker-ctg1351_pilon-augustus-gene-0.22-mRNA-1
00	maker-ctg1351_pilon-augustus-gene-0.27-mRNA-1
00	maker-ctg1351_pilon-est_gff_est2genome-gene-0.10-mRNA-1
00	maker-ctg1351_pilon-protein2genome-gene-0.5-mRNA-1
00	maker-ctg1353_pilon-augustus-gene-0.10-mRNA-1
11	maker-ctg1353_pilon-augustus-gene-0.2-mRNA-1
00	maker-ctg1357_pilon-protein2genome-gene-0.15-mRNA-1
00	maker-ctg136_pilon-augustus-gene-2.43-mRNA-1
00	maker-ctg136_pilon-augustus-gene-2.46-mRNA-1
00	maker-ctg136_pilon-augustus-gene-3.25-mRNA-1
00	maker-ctg1365_pilon-augustus-gene-0.10-mRNA-1
00	maker-ctg1366_pilon-augustus-gene-0.47-mRNA-1
00	maker-ctg1366_pilon-augustus-gene-0.48-mRNA-1
00	maker-ctg1366_pilon-augustus-gene-0.51-mRNA-1
00	maker-ctg1366_pilon-augustus-gene-0.54-mRNA-1
00	maker-ctg1367_pilon-augustus-gene-0.24-mRNA-1
00	maker-ctg1367_pilon-augustus-gene-0.26-mRNA-1
00	maker-ctg1367_pilon-augustus-gene-0.27-mRNA-1
00	maker-ctg1367_pilon-protein2genome-gene-0.13-mRNA-1
00	maker-ctg1367_pilon-protein2genome-gene-0.17-mRNA-1
00	maker-ctg1367_pilon-protein2genome-gene-0.18-mRNA-1
00	maker-ctg1368_pilon-augustus-gene-0.47-mRNA-1
00	maker-ctg1368_pilon-augustus-gene-0.50-mRNA-1
00	maker-ctg1368_pilon-augustus-gene-0.79-mRNA-1
NA0	maker-ctg1368_pilon-augustus-gene-0.80-mRNA-1
00	maker-ctg1368_pilon-protein2genome-gene-0.16-mRNA-1
00	maker-ctg137_pilon-augustus-gene-1.57-mRNA-1
01	maker-ctg137_pilon-augustus-gene-1.61-mRNA-1
01	maker-ctg137_pilon-augustus-gene-2.24-mRNA-1
01	maker-ctg137_pilon-augustus-gene-2.26-mRNA-1
00	maker-ctg137_pilon-augustus-gene-2.30-mRNA-1
01	maker-ctg137_pilon-augustus-gene-2.32-mRNA-1
00	maker-ctg137_pilon-augustus-gene-3.0-mRNA-1
00	maker-ctg137_pilon-augustus-gene-3.2-mRNA-1
00	maker-ctg137_pilon-augustus-gene-3.21-mRNA-1
01	maker-ctg137_pilon-augustus-gene-4.0-mRNA-1
11	maker-ctg137_pilon-augustus-gene-5.39-mRNA-1
01	maker-ctg137_pilon-augustus-gene-5.40-mRNA-1
00	maker-ctg137_pilon-augustus-gene-6.58-mRNA-1
01	maker-ctg137_pilon-augustus-gene-6.62-mRNA-1
11	maker-ctg137_pilon-augustus-gene-6.65-mRNA-1
01	maker-ctg137_pilon-augustus-gene-6.68-mRNA-1
11	maker-ctg137_pilon-augustus-gene-6.85-mRNA-1
11	maker-ctg137_pilon-augustus-gene-6.93-mRNA-1
11	maker-ctg137_pilon-augustus-gene-6.96-mRNA-1
01	maker-ctg137_pilon-augustus-gene-7.34-mRNA-1
11	maker-ctg137_pilon-est_gff_est2genome-gene-1.23-mRNA-1
10	maker-ctg137_pilon-est_gff_est2genome-gene-4.46-mRNA-1
01	maker-ctg137_pilon-protein2genome-gene-2.21-mRNA-1
00	maker-ctg137_pilon-protein2genome-gene-3.52-mRNA-1
01	maker-ctg137_pilon-protein2genome-gene-6.16-mRNA-1
00	maker-ctg1371_pilon-augustus-gene-0.33-mRNA-1
00	maker-ctg1371_pilon-augustus-gene-0.34-mRNA-1
00	maker-ctg1371_pilon-augustus-gene-0.47-mRNA-1
00	maker-ctg1371_pilon-augustus-gene-0.48-mRNA-1
00	maker-ctg1371_pilon-augustus-gene-0.53-mRNA-1
00	maker-ctg1371_pilon-est_gff_est2genome-gene-0.30-mRNA-1
00	maker-ctg1371_pilon-protein2genome-gene-0.5-mRNA-1
01	maker-ctg1373_pilon-augustus-gene-0.25-mRNA-1
NA0	maker-ctg1373_pilon-protein2genome-gene-0.12-mRNA-1
00	maker-ctg1376_pilon-augustus-gene-0.10-mRNA-1
00	maker-ctg1376_pilon-augustus-gene-0.11-mRNA-1
00	maker-ctg1376_pilon-augustus-gene-0.7-mRNA-1
01	maker-ctg1377_pilon-augustus-gene-0.1-mRNA-1
00	maker-ctg1377_pilon-augustus-gene-0.4-mRNA-1
10	maker-ctg1377_pilon-augustus-gene-0.6-mRNA-1
00	maker-ctg1379_pilon-augustus-gene-0.17-mRNA-1
00	maker-ctg1379_pilon-est_gff_est2genome-gene-0.20-mRNA-1
00	maker-ctg138_pilon-augustus-gene-0.21-mRNA-1
01	maker-ctg138_pilon-augustus-gene-0.24-mRNA-1
01	maker-ctg138_pilon-augustus-gene-0.26-mRNA-1
11	maker-ctg138_pilon-augustus-gene-0.29-mRNA-1
00	maker-ctg138_pilon-augustus-gene-1.4-mRNA-1
01	maker-ctg138_pilon-augustus-gene-2.15-mRNA-1
11	maker-ctg138_pilon-augustus-gene-6.30-mRNA-1
01	maker-ctg138_pilon-augustus-gene-6.32-mRNA-1
00	maker-ctg138_pilon-augustus-gene-7.24-mRNA-1
01	maker-ctg138_pilon-augustus-gene-9.13-mRNA-1
00	maker-ctg138_pilon-augustus-gene-9.19-mRNA-1
00	maker-ctg138_pilon-augustus-gene-9.22-mRNA-1
11	maker-ctg138_pilon-augustus-gene-9.25-mRNA-1
11	maker-ctg138_pilon-augustus-gene-9.5-mRNA-1
00	maker-ctg138_pilon-augustus-gene-9.8-mRNA-1
00	maker-ctg1381_pilon-est_gff_est2genome-gene-0.35-mRNA-1
00	maker-ctg1382_pilon-protein2genome-gene-0.8-mRNA-1
01	maker-ctg1383_pilon-augustus-gene-0.8-mRNA-1
00	maker-ctg1384_pilon-augustus-gene-0.32-mRNA-1
00	maker-ctg1385_pilon-augustus-gene-0.35-mRNA-1
00	maker-ctg1385_pilon-protein2genome-gene-0.13-mRNA-1
11	maker-ctg1385_pilon-protein2genome-gene-0.14-mRNA-1
00	maker-ctg1386_pilon-augustus-gene-0.4-mRNA-1
00	maker-ctg1386_pilon-protein2genome-gene-0.8-mRNA-1
00	maker-ctg1387_pilon-protein2genome-gene-0.8-mRNA-1
00	maker-ctg1387_pilon-protein2genome-gene-0.9-mRNA-1
00	maker-ctg1388_pilon-augustus-gene-0.24-mRNA-1
01	maker-ctg139_pilon-augustus-gene-1.10-mRNA-1
10	maker-ctg139_pilon-augustus-gene-4.17-mRNA-1
00	maker-ctg139_pilon-augustus-gene-4.20-mRNA-1
00	maker-ctg139_pilon-augustus-gene-4.22-mRNA-1
00	maker-ctg139_pilon-augustus-gene-5.111-mRNA-1
00	maker-ctg139_pilon-augustus-gene-5.112-mRNA-1
01	maker-ctg139_pilon-augustus-gene-5.89-mRNA-1
00	maker-ctg1390_pilon-augustus-gene-0.5-mRNA-1
00	maker-ctg1390_pilon-augustus-gene-0.7-mRNA-1
01	maker-ctg1392_pilon-augustus-gene-0.8-mRNA-1
00	maker-ctg1392_pilon-est_gff_blastn-gene-0.12-mRNA-1
00	maker-ctg1393_pilon-augustus-gene-0.8-mRNA-1
00	maker-ctg1394_pilon-protein2genome-gene-0.19-mRNA-1
00	maker-ctg1395_pilon-est_gff_blastn-gene-0.44-mRNA-1
01	maker-ctg14_pilon-augustus-gene-0.39-mRNA-1
01	maker-ctg14_pilon-augustus-gene-0.46-mRNA-1
01	maker-ctg14_pilon-augustus-gene-1.39-mRNA-1
00	maker-ctg14_pilon-augustus-gene-1.44-mRNA-1
00	maker-ctg14_pilon-augustus-gene-1.47-mRNA-1
00	maker-ctg14_pilon-augustus-gene-10.19-mRNA-1
01	maker-ctg14_pilon-augustus-gene-10.22-mRNA-1
01	maker-ctg14_pilon-augustus-gene-10.31-mRNA-1
00	maker-ctg14_pilon-augustus-gene-11.23-mRNA-1
10	maker-ctg14_pilon-augustus-gene-11.25-mRNA-1
10	maker-ctg14_pilon-augustus-gene-11.26-mRNA-1
10	maker-ctg14_pilon-augustus-gene-12.0-mRNA-1
00	maker-ctg14_pilon-augustus-gene-12.11-mRNA-1
01	maker-ctg14_pilon-augustus-gene-12.8-mRNA-1
00	maker-ctg14_pilon-augustus-gene-12.9-mRNA-1
11	maker-ctg14_pilon-augustus-gene-2.0-mRNA-1
11	maker-ctg14_pilon-augustus-gene-2.1-mRNA-1
00	maker-ctg14_pilon-augustus-gene-2.10-mRNA-1
00	maker-ctg14_pilon-augustus-gene-3.32-mRNA-1
00	maker-ctg14_pilon-augustus-gene-3.33-mRNA-1
11	maker-ctg14_pilon-augustus-gene-3.39-mRNA-1
01	maker-ctg14_pilon-augustus-gene-4.41-mRNA-1
11	maker-ctg14_pilon-augustus-gene-4.42-mRNA-1
01	maker-ctg14_pilon-augustus-gene-4.44-mRNA-1
10	maker-ctg14_pilon-augustus-gene-4.46-mRNA-1
00	maker-ctg14_pilon-augustus-gene-5.10-mRNA-1
01	maker-ctg14_pilon-augustus-gene-5.7-mRNA-1
01	maker-ctg14_pilon-augustus-gene-6.38-mRNA-1
11	maker-ctg14_pilon-augustus-gene-7.0-mRNA-1
00	maker-ctg14_pilon-augustus-gene-7.9-mRNA-1
00	maker-ctg14_pilon-augustus-gene-8.52-mRNA-1
00	maker-ctg14_pilon-augustus-gene-8.58-mRNA-1
00	maker-ctg14_pilon-augustus-gene-8.63-mRNA-1
00	maker-ctg14_pilon-augustus-gene-9.0-mRNA-1
00	maker-ctg14_pilon-est_gff_est2genome-gene-11.43-mRNA-1
00	maker-ctg14_pilon-est_gff_est2genome-gene-5.73-mRNA-1
01	maker-ctg14_pilon-est_gff_est2genome-gene-7.76-mRNA-1
00	maker-ctg14_pilon-protein2genome-gene-11.22-mRNA-1
00	maker-ctg14_pilon-protein2genome-gene-12.38-mRNA-1
11	maker-ctg14_pilon-protein2genome-gene-5.47-mRNA-1
00	maker-ctg140_pilon-augustus-gene-0.16-mRNA-1
01	maker-ctg140_pilon-augustus-gene-0.18-mRNA-1
01	maker-ctg140_pilon-augustus-gene-1.11-mRNA-1
01	maker-ctg140_pilon-augustus-gene-1.18-mRNA-1
00	maker-ctg140_pilon-augustus-gene-1.7-mRNA-1
01	maker-ctg140_pilon-augustus-gene-3.49-mRNA-1
00	maker-ctg140_pilon-augustus-gene-4.31-mRNA-1
00	maker-ctg140_pilon-augustus-gene-5.45-mRNA-1
00	maker-ctg140_pilon-augustus-gene-5.51-mRNA-1
01	maker-ctg140_pilon-augustus-gene-5.57-mRNA-1
00	maker-ctg140_pilon-augustus-gene-5.69-mRNA-1
01	maker-ctg140_pilon-augustus-gene-5.70-mRNA-1
00	maker-ctg140_pilon-protein2genome-gene-1.59-mRNA-1
00	maker-ctg140_pilon-protein2genome-gene-5.40-mRNA-1
00	maker-ctg1400_pilon-protein2genome-gene-0.0-mRNA-1
00	maker-ctg1401_pilon-protein2genome-gene-0.13-mRNA-1
00	maker-ctg1401_pilon-protein2genome-gene-0.14-mRNA-1
00	maker-ctg1402_pilon-augustus-gene-0.10-mRNA-1
00	maker-ctg1402_pilon-augustus-gene-0.6-mRNA-1
00	maker-ctg1403_pilon-protein2genome-gene-0.7-mRNA-1
00	maker-ctg1406_pilon-augustus-gene-0.7-mRNA-1
00	maker-ctg1406_pilon-protein2genome-gene-0.11-mRNA-1
00	maker-ctg1406_pilon-protein2genome-gene-0.12-mRNA-1
00	maker-ctg1406_pilon-protein2genome-gene-0.8-mRNA-1
00	maker-ctg1407_pilon-protein2genome-gene-0.3-mRNA-1
00	maker-ctg141_pilon-augustus-gene-0.1-mRNA-1
11	maker-ctg141_pilon-augustus-gene-1.27-mRNA-1
00	maker-ctg141_pilon-augustus-gene-10.83-mRNA-1
10	maker-ctg141_pilon-augustus-gene-10.87-mRNA-1
01	maker-ctg141_pilon-augustus-gene-3.0-mRNA-1
00	maker-ctg141_pilon-augustus-gene-6.53-mRNA-1
00	maker-ctg141_pilon-augustus-gene-6.55-mRNA-1
00	maker-ctg141_pilon-augustus-gene-6.58-mRNA-1
00	maker-ctg141_pilon-augustus-gene-6.59-mRNA-1
01	maker-ctg141_pilon-augustus-gene-8.71-mRNA-1
00	maker-ctg141_pilon-augustus-gene-8.75-mRNA-1
01	maker-ctg141_pilon-augustus-gene-8.77-mRNA-1
00	maker-ctg141_pilon-est_gff_est2genome-gene-7.9-mRNA-1
00	maker-ctg141_pilon-protein2genome-gene-1.23-mRNA-1
10	maker-ctg141_pilon-protein2genome-gene-10.47-mRNA-1
00	maker-ctg141_pilon-protein2genome-gene-8.60-mRNA-1
01	maker-ctg1412_pilon-augustus-gene-0.0-mRNA-1
NA1	maker-ctg1413_pilon-augustus-gene-0.10-mRNA-1
00	maker-ctg1413_pilon-augustus-gene-0.9-mRNA-1
01	maker-ctg1415_pilon-augustus-gene-0.1-mRNA-1
00	maker-ctg142_pilon-augustus-gene-2.6-mRNA-1
01	maker-ctg142_pilon-augustus-gene-4.66-mRNA-1
10	maker-ctg142_pilon-augustus-gene-4.67-mRNA-1
11	maker-ctg142_pilon-augustus-gene-5.17-mRNA-1
01	maker-ctg142_pilon-augustus-gene-5.19-mRNA-1
00	maker-ctg142_pilon-augustus-gene-6.15-mRNA-1
00	maker-ctg142_pilon-augustus-gene-7.39-mRNA-1
00	maker-ctg142_pilon-augustus-gene-7.41-mRNA-1
11	maker-ctg142_pilon-augustus-gene-7.49-mRNA-1
11	maker-ctg142_pilon-augustus-gene-7.51-mRNA-1
01	maker-ctg142_pilon-protein2genome-gene-6.5-mRNA-1
00	maker-ctg1422_pilon-augustus-gene-0.0-mRNA-1
00	maker-ctg1422_pilon-protein2genome-gene-0.24-mRNA-1
10	maker-ctg1423_pilon-augustus-gene-0.55-mRNA-1
00	maker-ctg1423_pilon-augustus-gene-0.59-mRNA-1
00	maker-ctg1423_pilon-est_gff_blastn-gene-0.48-mRNA-1
00	maker-ctg1423_pilon-protein2genome-gene-0.26-mRNA-1
00	maker-ctg1423_pilon-protein2genome-gene-0.42-mRNA-1
00	maker-ctg1423_pilon-protein2genome-gene-0.43-mRNA-1
00	maker-ctg1424_pilon-augustus-gene-0.35-mRNA-1
00	maker-ctg1424_pilon-augustus-gene-0.38-mRNA-1
00	maker-ctg1424_pilon-est_gff_est2genome-gene-0.26-mRNA-1
00	maker-ctg1424_pilon-est_gff_est2genome-gene-0.29-mRNA-1
00	maker-ctg1425_pilon-augustus-gene-0.1-mRNA-1
00	maker-ctg1425_pilon-augustus-gene-0.2-mRNA-1
00	maker-ctg1426_pilon-augustus-gene-0.12-mRNA-1
00	maker-ctg1426_pilon-augustus-gene-0.14-mRNA-1
00	maker-ctg1426_pilon-protein2genome-gene-0.7-mRNA-1
11	maker-ctg1428_pilon-augustus-gene-0.20-mRNA-1
00	maker-ctg1428_pilon-protein2genome-gene-0.21-mRNA-1
00	maker-ctg143_pilon-augustus-gene-0.0-mRNA-1
10	maker-ctg143_pilon-augustus-gene-0.4-mRNA-1
00	maker-ctg143_pilon-augustus-gene-0.8-mRNA-1
00	maker-ctg143_pilon-augustus-gene-0.9-mRNA-1
00	maker-ctg143_pilon-augustus-gene-1.1-mRNA-1
00	maker-ctg143_pilon-augustus-gene-2.0-mRNA-1
00	maker-ctg143_pilon-augustus-gene-2.17-mRNA-1
11	maker-ctg143_pilon-augustus-gene-3.10-mRNA-1
01	maker-ctg143_pilon-augustus-gene-3.8-mRNA-1
00	maker-ctg143_pilon-augustus-gene-4.39-mRNA-1
11	maker-ctg143_pilon-augustus-gene-4.40-mRNA-1
01	maker-ctg143_pilon-augustus-gene-4.42-mRNA-1
00	maker-ctg143_pilon-augustus-gene-4.45-mRNA-1
00	maker-ctg143_pilon-augustus-gene-5.54-mRNA-1
00	maker-ctg143_pilon-augustus-gene-5.55-mRNA-1
00	maker-ctg143_pilon-augustus-gene-5.57-mRNA-1
00	maker-ctg143_pilon-augustus-gene-5.59-mRNA-1
00	maker-ctg143_pilon-augustus-gene-5.62-mRNA-1
11	maker-ctg143_pilon-augustus-gene-5.66-mRNA-1
01	maker-ctg143_pilon-augustus-gene-6.17-mRNA-1
00	maker-ctg143_pilon-augustus-gene-6.21-mRNA-1
00	maker-ctg143_pilon-augustus-gene-6.23-mRNA-1
11	maker-ctg143_pilon-augustus-gene-6.26-mRNA-1
11	maker-ctg143_pilon-augustus-gene-6.28-mRNA-1
11	maker-ctg143_pilon-augustus-gene-6.30-mRNA-1
01	maker-ctg143_pilon-augustus-gene-6.33-mRNA-1
11	maker-ctg143_pilon-augustus-gene-6.35-mRNA-1
00	maker-ctg143_pilon-augustus-gene-6.40-mRNA-1
00	maker-ctg143_pilon-est_gff_blastn-gene-6.13-mRNA-1
11	maker-ctg143_pilon-est_gff_est2genome-gene-2.24-mRNA-1
00	maker-ctg143_pilon-est_gff_est2genome-gene-5.39-mRNA-1
00	maker-ctg143_pilon-est_gff_est2genome-gene-5.53-mRNA-1
00	maker-ctg143_pilon-est_gff_est2genome-gene-6.3-mRNA-1
00	maker-ctg143_pilon-protein2genome-gene-4.24-mRNA-1
00	maker-ctg143_pilon-protein2genome-gene-5.15-mRNA-1
00	maker-ctg1431_pilon-augustus-gene-0.11-mRNA-1
00	maker-ctg1431_pilon-protein2genome-gene-0.15-mRNA-1
01	maker-ctg1437_pilon-est_gff_blastn-gene-0.22-mRNA-1
00	maker-ctg1437_pilon-protein2genome-gene-0.9-mRNA-1
00	maker-ctg1439_pilon-augustus-gene-0.34-mRNA-1
00	maker-ctg144_pilon-augustus-gene-0.0-mRNA-1
00	maker-ctg144_pilon-augustus-gene-0.2-mRNA-1
01	maker-ctg144_pilon-augustus-gene-2.37-mRNA-1
00	maker-ctg144_pilon-augustus-gene-2.39-mRNA-1
00	maker-ctg144_pilon-augustus-gene-2.40-mRNA-1
00	maker-ctg144_pilon-augustus-gene-3.24-mRNA-1
00	maker-ctg144_pilon-augustus-gene-3.25-mRNA-1
00	maker-ctg144_pilon-augustus-gene-4.46-mRNA-1
11	maker-ctg144_pilon-augustus-gene-5.59-mRNA-1
01	maker-ctg144_pilon-protein2genome-gene-0.35-mRNA-1
01	maker-ctg144_pilon-protein2genome-gene-3.28-mRNA-1
11	maker-ctg144_pilon-protein2genome-gene-5.23-mRNA-1
00	maker-ctg1442_pilon-protein2genome-gene-0.16-mRNA-1
11	maker-ctg1445_pilon-augustus-gene-0.53-mRNA-1
00	maker-ctg1446_pilon-augustus-gene-0.3-mRNA-1
00	maker-ctg1447_pilon-protein2genome-gene-0.0-mRNA-1
01	maker-ctg1449_pilon-augustus-gene-0.42-mRNA-1
00	maker-ctg1449_pilon-protein2genome-gene-0.24-mRNA-1
00	maker-ctg145_pilon-augustus-gene-0.23-mRNA-1
00	maker-ctg145_pilon-augustus-gene-0.24-mRNA-1
00	maker-ctg145_pilon-augustus-gene-2.28-mRNA-1
00	maker-ctg145_pilon-augustus-gene-3.33-mRNA-1
00	maker-ctg145_pilon-augustus-gene-3.34-mRNA-1
01	maker-ctg145_pilon-augustus-gene-3.39-mRNA-1
01	maker-ctg145_pilon-augustus-gene-4.69-mRNA-1
11	maker-ctg145_pilon-augustus-gene-4.76-mRNA-1
00	maker-ctg145_pilon-augustus-gene-4.79-mRNA-1
10	maker-ctg145_pilon-augustus-gene-5.42-mRNA-1
00	maker-ctg145_pilon-augustus-gene-5.43-mRNA-1
11	maker-ctg145_pilon-augustus-gene-6.22-mRNA-1
01	maker-ctg145_pilon-augustus-gene-6.24-mRNA-1
01	maker-ctg145_pilon-augustus-gene-6.26-mRNA-1
11	maker-ctg145_pilon-augustus-gene-6.28-mRNA-1
00	maker-ctg145_pilon-augustus-gene-7.0-mRNA-1
11	maker-ctg145_pilon-augustus-gene-7.10-mRNA-1
00	maker-ctg145_pilon-augustus-gene-7.12-mRNA-1
00	maker-ctg145_pilon-augustus-gene-7.7-mRNA-1
00	maker-ctg145_pilon-augustus-gene-7.8-mRNA-1
01	maker-ctg145_pilon-est_gff_est2genome-gene-7.28-mRNA-1
00	maker-ctg145_pilon-est_gff_est2genome-gene-7.34-mRNA-1
00	maker-ctg145_pilon-protein2genome-gene-0.7-mRNA-1
00	maker-ctg145_pilon-protein2genome-gene-5.0-mRNA-1
00	maker-ctg145_pilon-protein2genome-gene-5.2-mRNA-1
00	maker-ctg1451_pilon-protein2genome-gene-0.0-mRNA-1
11	maker-ctg1457_pilon-augustus-gene-0.7-mRNA-1
00	maker-ctg1458_pilon-augustus-gene-0.34-mRNA-1
11	maker-ctg146_pilon-augustus-gene-0.25-mRNA-1
00	maker-ctg146_pilon-augustus-gene-1.15-mRNA-1
01	maker-ctg146_pilon-augustus-gene-1.22-mRNA-1
00	maker-ctg146_pilon-augustus-gene-3.0-mRNA-1
0NA	maker-ctg146_pilon-protein2genome-gene-5.19-mRNA-1
00	maker-ctg1460_pilon-augustus-gene-0.28-mRNA-1
11	maker-ctg1460_pilon-augustus-gene-0.29-mRNA-1
00	maker-ctg1460_pilon-augustus-gene-0.32-mRNA-1
00	maker-ctg1460_pilon-protein2genome-gene-0.7-mRNA-1
01	maker-ctg1461_pilon-augustus-gene-0.41-mRNA-1
01	maker-ctg1461_pilon-augustus-gene-0.46-mRNA-1
00	maker-ctg1463_pilon-augustus-gene-0.11-mRNA-1
01	maker-ctg1466_pilon-protein2genome-gene-0.16-mRNA-1
00	maker-ctg147_pilon-augustus-gene-1.0-mRNA-1
00	maker-ctg147_pilon-augustus-gene-1.1-mRNA-1
00	maker-ctg147_pilon-augustus-gene-1.2-mRNA-1
00	maker-ctg147_pilon-augustus-gene-1.6-mRNA-1
00	maker-ctg147_pilon-augustus-gene-1.7-mRNA-1
00	maker-ctg147_pilon-augustus-gene-2.10-mRNA-1
00	maker-ctg147_pilon-augustus-gene-2.9-mRNA-1
00	maker-ctg147_pilon-augustus-gene-3.67-mRNA-1
01	maker-ctg147_pilon-augustus-gene-3.69-mRNA-1
01	maker-ctg147_pilon-augustus-gene-4.40-mRNA-1
11	maker-ctg147_pilon-augustus-gene-4.42-mRNA-1
00	maker-ctg147_pilon-augustus-gene-8.30-mRNA-1
01	maker-ctg147_pilon-augustus-gene-8.32-mRNA-1
00	maker-ctg147_pilon-augustus-gene-9.21-mRNA-1
01	maker-ctg147_pilon-augustus-gene-9.22-mRNA-1
00	maker-ctg147_pilon-augustus-gene-9.24-mRNA-1
00	maker-ctg147_pilon-augustus-gene-9.26-mRNA-1
00	maker-ctg147_pilon-est_gff_est2genome-gene-2.13-mRNA-1
00	maker-ctg147_pilon-protein2genome-gene-1.36-mRNA-1
00	maker-ctg147_pilon-protein2genome-gene-2.26-mRNA-1
11	maker-ctg147_pilon-protein2genome-gene-4.14-mRNA-1
00	maker-ctg147_pilon-protein2genome-gene-6.61-mRNA-1
00	maker-ctg147_pilon-protein2genome-gene-8.4-mRNA-1
00	maker-ctg147_pilon-protein2genome-gene-9.2-mRNA-1
00	maker-ctg147_pilon-protein2genome-gene-9.3-mRNA-1
00	maker-ctg1471_pilon-augustus-gene-0.0-mRNA-1
01	maker-ctg1471_pilon-augustus-gene-0.3-mRNA-1
00	maker-ctg1474_pilon-protein2genome-gene-0.1-mRNA-1
00	maker-ctg1474_pilon-protein2genome-gene-0.2-mRNA-1
00	maker-ctg1474_pilon-protein2genome-gene-0.4-mRNA-1
00	maker-ctg1475_pilon-augustus-gene-0.17-mRNA-1
NA0	maker-ctg1478_pilon-augustus-gene-0.29-mRNA-1
00	maker-ctg1478_pilon-augustus-gene-0.30-mRNA-1
00	maker-ctg1478_pilon-augustus-gene-0.36-mRNA-1
NA0	maker-ctg1478_pilon-augustus-gene-0.37-mRNA-1
00	maker-ctg1479_pilon-protein2genome-gene-0.0-mRNA-1
00	maker-ctg1479_pilon-protein2genome-gene-0.1-mRNA-1
11	maker-ctg148_pilon-augustus-gene-0.0-mRNA-1
00	maker-ctg148_pilon-augustus-gene-0.3-mRNA-1
00	maker-ctg148_pilon-augustus-gene-1.32-mRNA-1
00	maker-ctg148_pilon-augustus-gene-1.34-mRNA-1
01	maker-ctg148_pilon-augustus-gene-1.38-mRNA-1
01	maker-ctg148_pilon-augustus-gene-2.21-mRNA-1
11	maker-ctg148_pilon-augustus-gene-2.24-mRNA-1
11	maker-ctg148_pilon-augustus-gene-2.7-mRNA-1
00	maker-ctg148_pilon-augustus-gene-3.53-mRNA-1
00	maker-ctg148_pilon-augustus-gene-5.40-mRNA-1
00	maker-ctg148_pilon-augustus-gene-5.42-mRNA-1
00	maker-ctg148_pilon-augustus-gene-5.47-mRNA-1
01	maker-ctg148_pilon-augustus-gene-5.49-mRNA-1
00	maker-ctg148_pilon-augustus-gene-8.13-mRNA-1
00	maker-ctg148_pilon-est_gff_est2genome-gene-8.15-mRNA-1
00	maker-ctg148_pilon-protein2genome-gene-4.0-mRNA-1
00	maker-ctg1483_pilon-protein2genome-gene-0.8-mRNA-1
00	maker-ctg1484_pilon-est_gff_est2genome-gene-0.0-mRNA-1
00	maker-ctg1487_pilon-augustus-gene-0.27-mRNA-1
00	maker-ctg1487_pilon-augustus-gene-0.28-mRNA-1
00	maker-ctg1487_pilon-augustus-gene-0.29-mRNA-1
00	maker-ctg1487_pilon-augustus-gene-0.57-mRNA-1
00	maker-ctg1487_pilon-est_gff_est2genome-gene-0.175-mRNA-1
00	maker-ctg1487_pilon-est_gff_est2genome-gene-0.178-mRNA-1
00	maker-ctg1489_pilon-augustus-gene-0.49-mRNA-1
01	maker-ctg1489_pilon-augustus-gene-0.69-mRNA-1
00	maker-ctg1489_pilon-est_gff_est2genome-gene-0.15-mRNA-1
00	maker-ctg149_pilon-augustus-gene-1.0-mRNA-1
11	maker-ctg149_pilon-augustus-gene-4.54-mRNA-1
01	maker-ctg149_pilon-augustus-gene-4.60-mRNA-1
01	maker-ctg149_pilon-augustus-gene-4.63-mRNA-1
01	maker-ctg149_pilon-est_gff_est2genome-gene-4.15-mRNA-1
00	maker-ctg149_pilon-protein2genome-gene-0.25-mRNA-1
00	maker-ctg149_pilon-protein2genome-gene-5.12-mRNA-1
00	maker-ctg1491_pilon-augustus-gene-0.66-mRNA-1
00	maker-ctg1491_pilon-augustus-gene-0.69-mRNA-1
00	maker-ctg1491_pilon-augustus-gene-0.70-mRNA-1
01	maker-ctg1491_pilon-augustus-gene-0.71-mRNA-1
00	maker-ctg1492_pilon-augustus-gene-0.3-mRNA-1
01	maker-ctg1492_pilon-augustus-gene-0.9-mRNA-1
00	maker-ctg1493_pilon-augustus-gene-0.0-mRNA-1
00	maker-ctg1493_pilon-augustus-gene-0.1-mRNA-1
01	maker-ctg1494_pilon-augustus-gene-0.0-mRNA-1
00	maker-ctg1496_pilon-augustus-gene-0.19-mRNA-1
01	maker-ctg1496_pilon-augustus-gene-0.35-mRNA-1
10	maker-ctg1496_pilon-protein2genome-gene-0.46-mRNA-1
00	maker-ctg1498_pilon-augustus-gene-0.2-mRNA-1
00	maker-ctg15_pilon-augustus-gene-0.1-mRNA-1
