mean_binary_idx	mRNA
00	augustus_masked-ctg811_pilon-processed-gene-1.16-mRNA-1
01	augustus_masked-ctg812_pilon-processed-gene-0.36-mRNA-1
00	augustus_masked-ctg812_pilon-processed-gene-0.38-mRNA-1
11	augustus_masked-ctg812_pilon-processed-gene-0.39-mRNA-1
01	augustus_masked-ctg814_pilon-processed-gene-1.54-mRNA-1
00	augustus_masked-ctg814_pilon-processed-gene-2.11-mRNA-1
01	augustus_masked-ctg814_pilon-processed-gene-2.6-mRNA-1
00	augustus_masked-ctg816_pilon-processed-gene-0.2-mRNA-1
00	augustus_masked-ctg816_pilon-processed-gene-0.37-mRNA-1
00	augustus_masked-ctg817_pilon-processed-gene-0.14-mRNA-1
01	augustus_masked-ctg82_pilon-processed-gene-0.9-mRNA-1
11	augustus_masked-ctg82_pilon-processed-gene-1.6-mRNA-1
00	augustus_masked-ctg82_pilon-processed-gene-2.5-mRNA-1
00	augustus_masked-ctg82_pilon-processed-gene-3.55-mRNA-1
00	augustus_masked-ctg82_pilon-processed-gene-6.2-mRNA-1
NA0	augustus_masked-ctg82_pilon-processed-gene-6.8-mRNA-1
00	augustus_masked-ctg820_pilon-processed-gene-0.48-mRNA-1
00	augustus_masked-ctg821_pilon-processed-gene-0.27-mRNA-1
00	augustus_masked-ctg823_pilon-processed-gene-0.51-mRNA-1
01	augustus_masked-ctg824_pilon-processed-gene-1.29-mRNA-1
11	augustus_masked-ctg824_pilon-processed-gene-1.31-mRNA-1
11	augustus_masked-ctg824_pilon-processed-gene-2.16-mRNA-1
00	augustus_masked-ctg826_pilon-processed-gene-2.33-mRNA-1
00	augustus_masked-ctg826_pilon-processed-gene-2.44-mRNA-1
00	augustus_masked-ctg829_pilon-processed-gene-0.16-mRNA-1
01	augustus_masked-ctg829_pilon-processed-gene-0.20-mRNA-1
11	augustus_masked-ctg83_pilon-processed-gene-2.58-mRNA-1
11	augustus_masked-ctg83_pilon-processed-gene-4.89-mRNA-1
01	augustus_masked-ctg83_pilon-processed-gene-4.92-mRNA-1
00	augustus_masked-ctg83_pilon-processed-gene-6.44-mRNA-1
00	augustus_masked-ctg83_pilon-processed-gene-6.53-mRNA-1
00	augustus_masked-ctg83_pilon-processed-gene-6.55-mRNA-1
00	augustus_masked-ctg832_pilon-processed-gene-0.39-mRNA-1
00	augustus_masked-ctg832_pilon-processed-gene-0.40-mRNA-1
00	augustus_masked-ctg832_pilon-processed-gene-1.35-mRNA-1
00	augustus_masked-ctg834_pilon-processed-gene-0.63-mRNA-1
00	augustus_masked-ctg834_pilon-processed-gene-2.85-mRNA-1
00	augustus_masked-ctg839_pilon-processed-gene-2.4-mRNA-1
10	augustus_masked-ctg839_pilon-processed-gene-2.5-mRNA-1
11	augustus_masked-ctg839_pilon-processed-gene-2.6-mRNA-1
00	augustus_masked-ctg839_pilon-processed-gene-3.19-mRNA-1
00	augustus_masked-ctg839_pilon-processed-gene-3.28-mRNA-1
00	augustus_masked-ctg839_pilon-processed-gene-5.111-mRNA-1
00	augustus_masked-ctg84_pilon-processed-gene-1.15-mRNA-1
11	augustus_masked-ctg84_pilon-processed-gene-10.35-mRNA-1
00	augustus_masked-ctg84_pilon-processed-gene-3.12-mRNA-1
00	augustus_masked-ctg84_pilon-processed-gene-5.51-mRNA-1
00	augustus_masked-ctg84_pilon-processed-gene-5.53-mRNA-1
00	augustus_masked-ctg84_pilon-processed-gene-6.1-mRNA-1
00	augustus_masked-ctg84_pilon-processed-gene-7.10-mRNA-1
00	augustus_masked-ctg84_pilon-processed-gene-7.7-mRNA-1
01	augustus_masked-ctg84_pilon-processed-gene-8.49-mRNA-1
00	augustus_masked-ctg840_pilon-processed-gene-2.16-mRNA-1
01	augustus_masked-ctg840_pilon-processed-gene-2.19-mRNA-1
00	augustus_masked-ctg842_pilon-processed-gene-0.10-mRNA-1
00	augustus_masked-ctg842_pilon-processed-gene-0.7-mRNA-1
00	augustus_masked-ctg842_pilon-processed-gene-0.8-mRNA-1
01	augustus_masked-ctg843_pilon-processed-gene-0.68-mRNA-1
00	augustus_masked-ctg844_pilon-processed-gene-0.112-mRNA-1
00	augustus_masked-ctg844_pilon-processed-gene-0.86-mRNA-1
00	augustus_masked-ctg847_pilon-processed-gene-0.25-mRNA-1
00	augustus_masked-ctg848_pilon-processed-gene-0.61-mRNA-1
01	augustus_masked-ctg85_pilon-processed-gene-1.7-mRNA-1
00	augustus_masked-ctg85_pilon-processed-gene-3.73-mRNA-1
00	augustus_masked-ctg85_pilon-processed-gene-3.78-mRNA-1
11	augustus_masked-ctg85_pilon-processed-gene-5.26-mRNA-1
00	augustus_masked-ctg85_pilon-processed-gene-6.11-mRNA-1
00	augustus_masked-ctg852_pilon-processed-gene-0.37-mRNA-1
00	augustus_masked-ctg853_pilon-processed-gene-0.37-mRNA-1
00	augustus_masked-ctg853_pilon-processed-gene-0.40-mRNA-1
00	augustus_masked-ctg853_pilon-processed-gene-1.33-mRNA-1
00	augustus_masked-ctg854_pilon-processed-gene-0.46-mRNA-1
00	augustus_masked-ctg854_pilon-processed-gene-0.50-mRNA-1
00	augustus_masked-ctg854_pilon-processed-gene-0.51-mRNA-1
00	augustus_masked-ctg856_pilon-processed-gene-1.22-mRNA-1
00	augustus_masked-ctg856_pilon-processed-gene-1.9-mRNA-1
00	augustus_masked-ctg857_pilon-processed-gene-0.117-mRNA-1
00	augustus_masked-ctg858_pilon-processed-gene-0.22-mRNA-1
01	augustus_masked-ctg858_pilon-processed-gene-0.23-mRNA-1
00	augustus_masked-ctg859_pilon-processed-gene-1.15-mRNA-1
00	augustus_masked-ctg859_pilon-processed-gene-1.16-mRNA-1
00	augustus_masked-ctg859_pilon-processed-gene-2.36-mRNA-1
00	augustus_masked-ctg859_pilon-processed-gene-2.37-mRNA-1
00	augustus_masked-ctg859_pilon-processed-gene-2.41-mRNA-1
00	augustus_masked-ctg86_pilon-processed-gene-2.56-mRNA-1
00	augustus_masked-ctg86_pilon-processed-gene-3.6-mRNA-1
00	augustus_masked-ctg860_pilon-processed-gene-0.1-mRNA-1
00	augustus_masked-ctg860_pilon-processed-gene-0.18-mRNA-1
00	augustus_masked-ctg860_pilon-processed-gene-0.19-mRNA-1
00	augustus_masked-ctg860_pilon-processed-gene-0.3-mRNA-1
01	augustus_masked-ctg860_pilon-processed-gene-0.4-mRNA-1
00	augustus_masked-ctg865_pilon-processed-gene-0.0-mRNA-1
00	augustus_masked-ctg866_pilon-processed-gene-0.12-mRNA-1
00	augustus_masked-ctg867_pilon-processed-gene-0.34-mRNA-1
00	augustus_masked-ctg868_pilon-processed-gene-0.33-mRNA-1
00	augustus_masked-ctg869_pilon-processed-gene-0.10-mRNA-1
00	augustus_masked-ctg87_pilon-processed-gene-0.15-mRNA-1
11	augustus_masked-ctg87_pilon-processed-gene-2.45-mRNA-1
00	augustus_masked-ctg87_pilon-processed-gene-2.52-mRNA-1
01	augustus_masked-ctg87_pilon-processed-gene-4.37-mRNA-1
00	augustus_masked-ctg87_pilon-processed-gene-6.63-mRNA-1
00	augustus_masked-ctg872_pilon-processed-gene-0.12-mRNA-1
00	augustus_masked-ctg872_pilon-processed-gene-2.25-mRNA-1
00	augustus_masked-ctg872_pilon-processed-gene-2.26-mRNA-1
00	augustus_masked-ctg874_pilon-processed-gene-0.12-mRNA-1
00	augustus_masked-ctg874_pilon-processed-gene-1.35-mRNA-1
00	augustus_masked-ctg874_pilon-processed-gene-1.43-mRNA-1
00	augustus_masked-ctg875_pilon-processed-gene-1.71-mRNA-1
11	augustus_masked-ctg878_pilon-processed-gene-0.1-mRNA-1
00	augustus_masked-ctg878_pilon-processed-gene-1.6-mRNA-1
00	augustus_masked-ctg879_pilon-processed-gene-0.6-mRNA-1
00	augustus_masked-ctg88_pilon-processed-gene-3.13-mRNA-1
00	augustus_masked-ctg88_pilon-processed-gene-4.3-mRNA-1
00	augustus_masked-ctg880_pilon-processed-gene-0.6-mRNA-1
00	augustus_masked-ctg881_pilon-processed-gene-3.26-mRNA-1
00	augustus_masked-ctg883_pilon-processed-gene-0.71-mRNA-1
11	augustus_masked-ctg885_pilon-processed-gene-0.66-mRNA-1
00	augustus_masked-ctg887_pilon-processed-gene-1.14-mRNA-1
00	augustus_masked-ctg89_pilon-processed-gene-0.26-mRNA-1
00	augustus_masked-ctg89_pilon-processed-gene-8.9-mRNA-1
00	augustus_masked-ctg890_pilon-processed-gene-0.40-mRNA-1
11	augustus_masked-ctg891_pilon-processed-gene-1.3-mRNA-1
11	augustus_masked-ctg891_pilon-processed-gene-2.43-mRNA-1
00	augustus_masked-ctg894_pilon-processed-gene-1.3-mRNA-1
11	augustus_masked-ctg895_pilon-processed-gene-0.26-mRNA-1
00	augustus_masked-ctg897_pilon-processed-gene-1.85-mRNA-1
00	augustus_masked-ctg899_pilon-processed-gene-0.12-mRNA-1
00	augustus_masked-ctg9_pilon-processed-gene-12.4-mRNA-1
00	augustus_masked-ctg9_pilon-processed-gene-16.31-mRNA-1
00	augustus_masked-ctg9_pilon-processed-gene-16.32-mRNA-1
00	augustus_masked-ctg9_pilon-processed-gene-2.35-mRNA-1
00	augustus_masked-ctg9_pilon-processed-gene-3.23-mRNA-1
01	augustus_masked-ctg9_pilon-processed-gene-8.6-mRNA-1
01	augustus_masked-ctg9_pilon-processed-gene-9.43-mRNA-1
00	augustus_masked-ctg90_pilon-processed-gene-1.11-mRNA-1
11	augustus_masked-ctg90_pilon-processed-gene-2.23-mRNA-1
00	augustus_masked-ctg90_pilon-processed-gene-5.23-mRNA-1
NA1	augustus_masked-ctg90_pilon-processed-gene-7.94-mRNA-1
00	augustus_masked-ctg901_pilon-processed-gene-1.21-mRNA-1
00	augustus_masked-ctg902_pilon-processed-gene-1.12-mRNA-1
00	augustus_masked-ctg905_pilon-processed-gene-0.0-mRNA-1
00	augustus_masked-ctg905_pilon-processed-gene-0.6-mRNA-1
00	augustus_masked-ctg907_pilon-processed-gene-1.3-mRNA-1
00	augustus_masked-ctg908_pilon-processed-gene-0.36-mRNA-1
01	augustus_masked-ctg91_pilon-processed-gene-1.80-mRNA-1
01	augustus_masked-ctg91_pilon-processed-gene-1.82-mRNA-1
01	augustus_masked-ctg91_pilon-processed-gene-2.28-mRNA-1
00	augustus_masked-ctg91_pilon-processed-gene-3.30-mRNA-1
00	augustus_masked-ctg91_pilon-processed-gene-3.31-mRNA-1
00	augustus_masked-ctg91_pilon-processed-gene-3.50-mRNA-1
00	augustus_masked-ctg91_pilon-processed-gene-6.29-mRNA-1
01	augustus_masked-ctg91_pilon-processed-gene-7.27-mRNA-1
11	augustus_masked-ctg910_pilon-processed-gene-1.30-mRNA-1
00	augustus_masked-ctg910_pilon-processed-gene-1.32-mRNA-1
00	augustus_masked-ctg913_pilon-processed-gene-1.55-mRNA-1
00	augustus_masked-ctg915_pilon-processed-gene-0.80-mRNA-1
00	augustus_masked-ctg916_pilon-processed-gene-0.54-mRNA-1
00	augustus_masked-ctg917_pilon-processed-gene-1.2-mRNA-1
00	augustus_masked-ctg919_pilon-processed-gene-0.3-mRNA-1
10	augustus_masked-ctg919_pilon-processed-gene-1.24-mRNA-1
11	augustus_masked-ctg92_pilon-processed-gene-4.7-mRNA-1
00	augustus_masked-ctg920_pilon-processed-gene-1.5-mRNA-1
01	augustus_masked-ctg920_pilon-processed-gene-2.9-mRNA-1
01	augustus_masked-ctg921_pilon-processed-gene-0.51-mRNA-1
00	augustus_masked-ctg922_pilon-processed-gene-0.11-mRNA-1
00	augustus_masked-ctg922_pilon-processed-gene-2.24-mRNA-1
00	augustus_masked-ctg922_pilon-processed-gene-2.36-mRNA-1
00	augustus_masked-ctg922_pilon-processed-gene-2.38-mRNA-1
00	augustus_masked-ctg922_pilon-processed-gene-2.41-mRNA-1
00	augustus_masked-ctg922_pilon-processed-gene-2.43-mRNA-1
00	augustus_masked-ctg923_pilon-processed-gene-0.23-mRNA-1
00	augustus_masked-ctg923_pilon-processed-gene-0.24-mRNA-1
00	augustus_masked-ctg923_pilon-processed-gene-0.27-mRNA-1
00	augustus_masked-ctg923_pilon-processed-gene-1.30-mRNA-1
00	augustus_masked-ctg924_pilon-processed-gene-0.35-mRNA-1
00	augustus_masked-ctg929_pilon-processed-gene-0.10-mRNA-1
00	augustus_masked-ctg932_pilon-processed-gene-1.12-mRNA-1
11	augustus_masked-ctg935_pilon-processed-gene-0.59-mRNA-1
00	augustus_masked-ctg935_pilon-processed-gene-0.71-mRNA-1
01	augustus_masked-ctg936_pilon-processed-gene-0.32-mRNA-1
00	augustus_masked-ctg937_pilon-processed-gene-0.11-mRNA-1
00	augustus_masked-ctg94_pilon-processed-gene-0.51-mRNA-1
00	augustus_masked-ctg940_pilon-processed-gene-0.35-mRNA-1
00	augustus_masked-ctg941_pilon-processed-gene-0.51-mRNA-1
00	augustus_masked-ctg942_pilon-processed-gene-1.45-mRNA-1
00	augustus_masked-ctg942_pilon-processed-gene-1.46-mRNA-1
10	augustus_masked-ctg945_pilon-processed-gene-0.4-mRNA-1
11	augustus_masked-ctg945_pilon-processed-gene-0.5-mRNA-1
00	augustus_masked-ctg95_pilon-processed-gene-0.8-mRNA-1
00	augustus_masked-ctg95_pilon-processed-gene-0.9-mRNA-1
00	augustus_masked-ctg95_pilon-processed-gene-1.10-mRNA-1
00	augustus_masked-ctg95_pilon-processed-gene-1.12-mRNA-1
11	augustus_masked-ctg95_pilon-processed-gene-3.54-mRNA-1
00	augustus_masked-ctg95_pilon-processed-gene-5.27-mRNA-1
00	augustus_masked-ctg95_pilon-processed-gene-5.28-mRNA-1
00	augustus_masked-ctg95_pilon-processed-gene-6.19-mRNA-1
00	augustus_masked-ctg95_pilon-processed-gene-7.45-mRNA-1
00	augustus_masked-ctg95_pilon-processed-gene-8.30-mRNA-1
00	augustus_masked-ctg95_pilon-processed-gene-8.31-mRNA-1
01	augustus_masked-ctg950_pilon-processed-gene-0.38-mRNA-1
11	augustus_masked-ctg951_pilon-processed-gene-0.36-mRNA-1
00	augustus_masked-ctg951_pilon-processed-gene-2.13-mRNA-1
01	augustus_masked-ctg951_pilon-processed-gene-3.0-mRNA-1
00	augustus_masked-ctg951_pilon-processed-gene-3.19-mRNA-1
00	augustus_masked-ctg951_pilon-processed-gene-4.3-mRNA-1
00	augustus_masked-ctg954_pilon-processed-gene-0.11-mRNA-1
00	augustus_masked-ctg957_pilon-processed-gene-0.0-mRNA-1
00	augustus_masked-ctg957_pilon-processed-gene-0.1-mRNA-1
00	augustus_masked-ctg958_pilon-processed-gene-0.94-mRNA-1
00	augustus_masked-ctg959_pilon-processed-gene-0.17-mRNA-1
11	augustus_masked-ctg96_pilon-processed-gene-2.27-mRNA-1
11	augustus_masked-ctg96_pilon-processed-gene-2.28-mRNA-1
00	augustus_masked-ctg96_pilon-processed-gene-4.19-mRNA-1
00	augustus_masked-ctg960_pilon-processed-gene-0.26-mRNA-1
00	augustus_masked-ctg960_pilon-processed-gene-0.9-mRNA-1
00	augustus_masked-ctg963_pilon-processed-gene-0.38-mRNA-1
11	augustus_masked-ctg964_pilon-processed-gene-0.12-mRNA-1
00	augustus_masked-ctg97_pilon-processed-gene-2.23-mRNA-1
10	augustus_masked-ctg97_pilon-processed-gene-7.69-mRNA-1
00	augustus_masked-ctg973_pilon-processed-gene-0.36-mRNA-1
00	augustus_masked-ctg973_pilon-processed-gene-0.37-mRNA-1
01	augustus_masked-ctg974_pilon-processed-gene-0.18-mRNA-1
00	augustus_masked-ctg977_pilon-processed-gene-0.2-mRNA-1
00	augustus_masked-ctg977_pilon-processed-gene-1.29-mRNA-1
00	augustus_masked-ctg977_pilon-processed-gene-1.30-mRNA-1
00	augustus_masked-ctg979_pilon-processed-gene-0.34-mRNA-1
11	augustus_masked-ctg979_pilon-processed-gene-1.67-mRNA-1
01	augustus_masked-ctg979_pilon-processed-gene-2.57-mRNA-1
00	augustus_masked-ctg98_pilon-processed-gene-2.45-mRNA-1
01	augustus_masked-ctg98_pilon-processed-gene-6.23-mRNA-1
00	augustus_masked-ctg982_pilon-processed-gene-0.87-mRNA-1
00	augustus_masked-ctg982_pilon-processed-gene-0.90-mRNA-1
00	augustus_masked-ctg982_pilon-processed-gene-0.94-mRNA-1
00	augustus_masked-ctg982_pilon-processed-gene-0.95-mRNA-1
11	augustus_masked-ctg983_pilon-processed-gene-0.111-mRNA-1
11	augustus_masked-ctg983_pilon-processed-gene-0.113-mRNA-1
01	augustus_masked-ctg983_pilon-processed-gene-0.83-mRNA-1
11	augustus_masked-ctg985_pilon-processed-gene-1.13-mRNA-1
00	augustus_masked-ctg985_pilon-processed-gene-1.7-mRNA-1
00	augustus_masked-ctg987_pilon-processed-gene-0.29-mRNA-1
11	augustus_masked-ctg988_pilon-processed-gene-0.27-mRNA-1
00	augustus_masked-ctg988_pilon-processed-gene-0.35-mRNA-1
00	augustus_masked-ctg989_pilon-processed-gene-0.1-mRNA-1
00	augustus_masked-ctg989_pilon-processed-gene-0.9-mRNA-1
11	augustus_masked-ctg99_pilon-processed-gene-0.15-mRNA-1
00	augustus_masked-ctg99_pilon-processed-gene-4.43-mRNA-1
00	augustus_masked-ctg99_pilon-processed-gene-4.50-mRNA-1
01	augustus_masked-ctg99_pilon-processed-gene-4.51-mRNA-1
00	augustus_masked-ctg99_pilon-processed-gene-5.24-mRNA-1
11	augustus_masked-ctg99_pilon-processed-gene-7.21-mRNA-1
00	augustus_masked-ctg99_pilon-processed-gene-7.32-mRNA-1
00	augustus_masked-ctg99_pilon-processed-gene-8.55-mRNA-1
00	augustus_masked-ctg99_pilon-processed-gene-8.56-mRNA-1
00	augustus_masked-ctg995_pilon-processed-gene-0.11-mRNA-1
00	augustus_masked-ctg997_pilon-processed-gene-2.77-mRNA-1
00	augustus-ctg1_pilon-processed-gene-0.2-mRNA-1
01	augustus-ctg1_pilon-processed-gene-1.10-mRNA-1
01	augustus-ctg1_pilon-processed-gene-1.11-mRNA-1
01	augustus-ctg1_pilon-processed-gene-1.3-mRNA-1
01	augustus-ctg1_pilon-processed-gene-1.4-mRNA-1
00	augustus-ctg1_pilon-processed-gene-1.6-mRNA-1
00	augustus-ctg1_pilon-processed-gene-10.8-mRNA-1
00	augustus-ctg1_pilon-processed-gene-11.0-mRNA-1
01	augustus-ctg1_pilon-processed-gene-11.11-mRNA-1
11	augustus-ctg1_pilon-processed-gene-12.0-mRNA-1
00	augustus-ctg1_pilon-processed-gene-12.15-mRNA-1
11	augustus-ctg1_pilon-processed-gene-12.19-mRNA-1
00	augustus-ctg1_pilon-processed-gene-12.2-mRNA-1
00	augustus-ctg1_pilon-processed-gene-12.5-mRNA-1
00	augustus-ctg1_pilon-processed-gene-12.8-mRNA-1
00	augustus-ctg1_pilon-processed-gene-14.15-mRNA-1
00	augustus-ctg1_pilon-processed-gene-16.14-mRNA-1
11	augustus-ctg1_pilon-processed-gene-17.12-mRNA-1
01	augustus-ctg1_pilon-processed-gene-17.2-mRNA-1
01	augustus-ctg1_pilon-processed-gene-18.12-mRNA-1
00	augustus-ctg1_pilon-processed-gene-18.13-mRNA-1
11	augustus-ctg1_pilon-processed-gene-18.14-mRNA-1
01	augustus-ctg1_pilon-processed-gene-18.4-mRNA-1
00	augustus-ctg1_pilon-processed-gene-18.5-mRNA-1
11	augustus-ctg1_pilon-processed-gene-19.28-mRNA-1
00	augustus-ctg1_pilon-processed-gene-19.31-mRNA-1
11	augustus-ctg1_pilon-processed-gene-2.14-mRNA-1
00	augustus-ctg1_pilon-processed-gene-2.2-mRNA-1
00	augustus-ctg1_pilon-processed-gene-20.12-mRNA-1
11	augustus-ctg1_pilon-processed-gene-20.15-mRNA-1
00	augustus-ctg1_pilon-processed-gene-20.17-mRNA-1
01	augustus-ctg1_pilon-processed-gene-21.17-mRNA-1
00	augustus-ctg1_pilon-processed-gene-22.1-mRNA-1
00	augustus-ctg1_pilon-processed-gene-22.11-mRNA-1
11	augustus-ctg1_pilon-processed-gene-22.13-mRNA-1
11	augustus-ctg1_pilon-processed-gene-22.23-mRNA-1
00	augustus-ctg1_pilon-processed-gene-22.3-mRNA-1
00	augustus-ctg1_pilon-processed-gene-22.7-mRNA-1
00	augustus-ctg1_pilon-processed-gene-24.64-mRNA-1
01	augustus-ctg1_pilon-processed-gene-24.69-mRNA-1
01	augustus-ctg1_pilon-processed-gene-25.0-mRNA-1
00	augustus-ctg1_pilon-processed-gene-25.3-mRNA-1
00	augustus-ctg1_pilon-processed-gene-25.4-mRNA-1
01	augustus-ctg1_pilon-processed-gene-25.9-mRNA-1
00	augustus-ctg1_pilon-processed-gene-3.35-mRNA-1
00	augustus-ctg1_pilon-processed-gene-4.12-mRNA-1
11	augustus-ctg1_pilon-processed-gene-5.1-mRNA-1
00	augustus-ctg1_pilon-processed-gene-5.10-mRNA-1
00	augustus-ctg1_pilon-processed-gene-5.11-mRNA-1
00	augustus-ctg1_pilon-processed-gene-5.12-mRNA-1
01	augustus-ctg1_pilon-processed-gene-5.16-mRNA-1
00	augustus-ctg1_pilon-processed-gene-5.2-mRNA-1
00	augustus-ctg1_pilon-processed-gene-7.40-mRNA-1
00	augustus-ctg1_pilon-processed-gene-7.44-mRNA-1
00	augustus-ctg1_pilon-processed-gene-8.2-mRNA-1
00	augustus-ctg1_pilon-processed-gene-8.6-mRNA-1
00	augustus-ctg1_pilon-processed-gene-9.11-mRNA-1
00	augustus-ctg10_pilon-processed-gene-0.5-mRNA-1
00	augustus-ctg10_pilon-processed-gene-0.6-mRNA-1
00	augustus-ctg10_pilon-processed-gene-1.24-mRNA-1
00	augustus-ctg10_pilon-processed-gene-1.41-mRNA-1
00	augustus-ctg10_pilon-processed-gene-10.30-mRNA-1
00	augustus-ctg10_pilon-processed-gene-10.34-mRNA-1
00	augustus-ctg10_pilon-processed-gene-10.35-mRNA-1
00	augustus-ctg10_pilon-processed-gene-10.36-mRNA-1
11	augustus-ctg10_pilon-processed-gene-11.82-mRNA-1
01	augustus-ctg10_pilon-processed-gene-11.90-mRNA-1
11	augustus-ctg10_pilon-processed-gene-11.91-mRNA-1
01	augustus-ctg10_pilon-processed-gene-11.92-mRNA-1
00	augustus-ctg10_pilon-processed-gene-12.35-mRNA-1
00	augustus-ctg10_pilon-processed-gene-12.49-mRNA-1
00	augustus-ctg10_pilon-processed-gene-13.36-mRNA-1
00	augustus-ctg10_pilon-processed-gene-13.37-mRNA-1
01	augustus-ctg10_pilon-processed-gene-13.42-mRNA-1
01	augustus-ctg10_pilon-processed-gene-13.45-mRNA-1
11	augustus-ctg10_pilon-processed-gene-14.10-mRNA-1
00	augustus-ctg10_pilon-processed-gene-14.18-mRNA-1
00	augustus-ctg10_pilon-processed-gene-2.40-mRNA-1
00	augustus-ctg10_pilon-processed-gene-2.43-mRNA-1
00	augustus-ctg10_pilon-processed-gene-2.47-mRNA-1
00	augustus-ctg10_pilon-processed-gene-3.32-mRNA-1
00	augustus-ctg10_pilon-processed-gene-3.40-mRNA-1
11	augustus-ctg10_pilon-processed-gene-3.41-mRNA-1
01	augustus-ctg10_pilon-processed-gene-3.42-mRNA-1
00	augustus-ctg10_pilon-processed-gene-4.8-mRNA-1
00	augustus-ctg10_pilon-processed-gene-5.8-mRNA-1
11	augustus-ctg10_pilon-processed-gene-6.9-mRNA-1
01	augustus-ctg10_pilon-processed-gene-7.54-mRNA-1
11	augustus-ctg10_pilon-processed-gene-7.56-mRNA-1
11	augustus-ctg10_pilon-processed-gene-9.3-mRNA-1
00	augustus-ctg10_pilon-processed-gene-9.4-mRNA-1
01	augustus-ctg100_pilon-processed-gene-0.26-mRNA-1
00	augustus-ctg100_pilon-processed-gene-0.28-mRNA-1
00	augustus-ctg100_pilon-processed-gene-0.35-mRNA-1
00	augustus-ctg100_pilon-processed-gene-1.34-mRNA-1
01	augustus-ctg100_pilon-processed-gene-1.46-mRNA-1
00	augustus-ctg100_pilon-processed-gene-10.19-mRNA-1
00	augustus-ctg100_pilon-processed-gene-10.21-mRNA-1
00	augustus-ctg100_pilon-processed-gene-10.23-mRNA-1
00	augustus-ctg100_pilon-processed-gene-10.32-mRNA-1
01	augustus-ctg100_pilon-processed-gene-11.0-mRNA-1
11	augustus-ctg100_pilon-processed-gene-11.12-mRNA-1
01	augustus-ctg100_pilon-processed-gene-11.4-mRNA-1
10	augustus-ctg100_pilon-processed-gene-11.5-mRNA-1
00	augustus-ctg100_pilon-processed-gene-12.60-mRNA-1
01	augustus-ctg100_pilon-processed-gene-12.62-mRNA-1
01	augustus-ctg100_pilon-processed-gene-12.63-mRNA-1
00	augustus-ctg100_pilon-processed-gene-12.65-mRNA-1
00	augustus-ctg100_pilon-processed-gene-12.66-mRNA-1
01	augustus-ctg100_pilon-processed-gene-12.82-mRNA-1
00	augustus-ctg100_pilon-processed-gene-2.14-mRNA-1
11	augustus-ctg100_pilon-processed-gene-2.24-mRNA-1
01	augustus-ctg100_pilon-processed-gene-2.25-mRNA-1
10	augustus-ctg100_pilon-processed-gene-4.21-mRNA-1
11	augustus-ctg100_pilon-processed-gene-4.27-mRNA-1
00	augustus-ctg100_pilon-processed-gene-5.29-mRNA-1
01	augustus-ctg100_pilon-processed-gene-5.37-mRNA-1
00	augustus-ctg100_pilon-processed-gene-5.39-mRNA-1
00	augustus-ctg100_pilon-processed-gene-6.12-mRNA-1
11	augustus-ctg100_pilon-processed-gene-6.32-mRNA-1
00	augustus-ctg100_pilon-processed-gene-8.16-mRNA-1
00	augustus-ctg100_pilon-processed-gene-8.19-mRNA-1
00	augustus-ctg100_pilon-processed-gene-9.6-mRNA-1
00	augustus-ctg100_pilon-processed-gene-9.7-mRNA-1
00	augustus-ctg1000_pilon-processed-gene-0.19-mRNA-1
00	augustus-ctg1000_pilon-processed-gene-0.29-mRNA-1
00	augustus-ctg1000_pilon-processed-gene-0.34-mRNA-1
00	augustus-ctg1000_pilon-processed-gene-0.36-mRNA-1
00	augustus-ctg1001_pilon-processed-gene-0.11-mRNA-1
00	augustus-ctg1001_pilon-processed-gene-0.16-mRNA-1
00	augustus-ctg1001_pilon-processed-gene-0.17-mRNA-1
01	augustus-ctg1001_pilon-processed-gene-0.24-mRNA-1
00	augustus-ctg1002_pilon-processed-gene-0.3-mRNA-1
00	augustus-ctg1002_pilon-processed-gene-1.0-mRNA-1
11	augustus-ctg1002_pilon-processed-gene-1.3-mRNA-1
00	augustus-ctg1002_pilon-processed-gene-2.19-mRNA-1
00	augustus-ctg1002_pilon-processed-gene-2.20-mRNA-1
10	augustus-ctg1002_pilon-processed-gene-3.110-mRNA-1
11	augustus-ctg1002_pilon-processed-gene-3.111-mRNA-1
01	augustus-ctg1002_pilon-processed-gene-3.112-mRNA-1
11	augustus-ctg1002_pilon-processed-gene-3.117-mRNA-1
11	augustus-ctg1004_pilon-processed-gene-0.19-mRNA-1
01	augustus-ctg1004_pilon-processed-gene-0.20-mRNA-1
00	augustus-ctg1004_pilon-processed-gene-0.3-mRNA-1
11	augustus-ctg1004_pilon-processed-gene-0.4-mRNA-1
00	augustus-ctg1004_pilon-processed-gene-0.6-mRNA-1
00	augustus-ctg1005_pilon-processed-gene-0.11-mRNA-1
11	augustus-ctg1006_pilon-processed-gene-0.20-mRNA-1
01	augustus-ctg1006_pilon-processed-gene-0.21-mRNA-1
11	augustus-ctg1006_pilon-processed-gene-0.24-mRNA-1
11	augustus-ctg1006_pilon-processed-gene-0.25-mRNA-1
00	augustus-ctg1006_pilon-processed-gene-0.37-mRNA-1
00	augustus-ctg1006_pilon-processed-gene-0.38-mRNA-1
00	augustus-ctg1007_pilon-processed-gene-0.21-mRNA-1
00	augustus-ctg1007_pilon-processed-gene-0.23-mRNA-1
00	augustus-ctg1007_pilon-processed-gene-1.10-mRNA-1
00	augustus-ctg1007_pilon-processed-gene-1.6-mRNA-1
