#chromosome = contig_id
#window_idx = genomic window index
#nanop_meth_frequency = mean methylation frequency from Nanopore data
#wgbs_meth_frequency = mean methylation frequency from WGBS data
#
chromosome	window_idx	nanop_meth_frequency	wgbs_meth_frequency
ctg1132_pilon	0.0	0.6188583259274526	0.6414390005358614
ctg1133_pilon	0.0	0.26892115285714285	0.2656154239285714
ctg1134_pilon	0.0	0.34706714479225953	0.34983509009675584
ctg1135_pilon	0.0	0.3376070025090605	0.3340047145525509
ctg1136_pilon	0.0	0.45903088813432835	0.48050345182089554
ctg1137_pilon	0.0	0.4877739422222222	0.49979566751515153
ctg1138_pilon	0.0	0.031349293374135175	0.026255945609366685
ctg1139_pilon	0.0	0.04291271127129751	0.040393771218872866
ctg113_pilon	0.0	0.33220496426789625	0.332136043638975
ctg1140_pilon	0.0	0.5596865427137871	0.5693106947731239
ctg1141_pilon	0.0	0.034201390188434044	0.028098382109594974
ctg1142_pilon	0.0	0.36070538993405066	0.37303615439083654
ctg1143_pilon	0.0	0.1313951878318584	0.1257993667649951
ctg1144_pilon	0.0	0.5552556642612989	0.5680944433345992
ctg1145_pilon	0.0	0.08384570293149866	0.07948474412204606
ctg1146_pilon	0.0	0.3310767211178335	0.3408482999827139
ctg1147_pilon	0.0	0.09317086340527578	0.0970291857793765
ctg1148_pilon	0.0	0.06651138925866422	0.06849796596281846
ctg1149_pilon	0.0	0.20960579533428164	0.20868812443812235
ctg114_pilon	0.0	0.3203549806256201	0.3255788663794454
ctg1150_pilon	0.0	0.47095174543506213	0.4773876553364766
ctg1151_pilon	0.0	0.31050012948791716	0.3135002240506329
ctg1152_pilon	0.0	0.03324610832395951	0.02662609505061867
ctg1153_pilon	0.0	0.10454273046750286	0.10730626150513113
ctg1154_pilon	0.0	0.49506399515841937	0.5157542413314347
ctg1155_pilon	0.0	0.10129857915885905	0.1059308750780762
ctg1156_pilon	0.0	0.3741020507761498	0.38528021704627885
ctg1157_pilon	0.0	0.14143352804081633	0.12838443575510203
ctg1158_pilon	0.0	0.3936599403959887	0.40000377235793266
ctg1159_pilon	0.0	0.07003540811299064	0.06937589305304648
ctg115_pilon	0.0	0.4330252944032687	0.43772898763302925
ctg115_pilon	1.0	0.09814079889739864	0.09813606904133104
ctg1160_pilon	0.0	0.27374066652211626	0.28065450147441456
ctg1161_pilon	0.0	0.1496215561794734	0.15066855983342287
ctg1162_pilon	0.0	0.3890382541068351	0.3750220226881103
ctg1163_pilon	0.0	0.021602321884317235	0.026410706539455375
ctg1164_pilon	0.0	0.4283932471046771	0.4386871957312546
ctg1165_pilon	0.0	0.09145685220603757	0.08766307065653367
ctg1166_pilon	0.0	0.49099045110068573	0.4737879222663299
ctg1167_pilon	0.0	0.0997153	0.10097173024564994
ctg1168_pilon	0.0	0.30929482090074334	0.31297497087888065
ctg1169_pilon	0.0	0.3072151750853242	0.3115440883276451
ctg116_pilon	0.0	0.23981647994608354	0.2448072713486596
ctg1170_pilon	0.0	0.48438804677472713	0.5096091698643731
ctg1171_pilon	0.0	0.04203105824462743	0.04149007158063868
ctg1172_pilon	0.0	0.2213582643293926	0.21903968361190382
ctg1173_pilon	0.0	0.4166394125737463	0.4273778248893805
ctg1174_pilon	0.0	0.11458314172627564	0.10170892603719599
ctg1175_pilon	0.0	0.38893248588847046	0.39180263984220903
ctg1176_pilon	0.0	0.10656926779008184	0.10169068134328359
ctg1177_pilon	0.0	0.2301915841296358	0.2288174297360508
ctg1178_pilon	0.0	0.22337509423868313	0.2349920114485597
ctg1179_pilon	0.0	0.35005642186062963	0.3664051019561373
ctg117_pilon	0.0	0.0736841064594099	0.07439433617061177
ctg1180_pilon	0.0	0.04068670584462262	0.026868983256842685
ctg1181_pilon	0.0	0.20673585583717358	0.21702423821044547
ctg1182_pilon	0.0	0.2916243303048596	0.3190307246302445
ctg1183_pilon	0.0	0.40632194317448944	0.4111192888176281
ctg1184_pilon	0.0	0.03364341839348079	0.02789802274571761
ctg1185_pilon	0.0	0.03497077347629797	0.030372364356659142
ctg1186_pilon	0.0	0.4567271461456103	0.44993899555674516
ctg1187_pilon	0.0	0.0395225467254408	0.02752089974811083
ctg1188_pilon	0.0	0.36929265873217115	0.3740379216164818
ctg1189_pilon	0.0	0.028471850524405002	0.026011627390076647
ctg118_pilon	0.0	0.22985442732042827	0.23108560411543644
ctg1190_pilon	0.0	0.7748255206576729	0.7913765472175379
ctg1191_pilon	0.0	0.31416809220705344	0.3092236362059158
ctg1192_pilon	0.0	0.4336517566631689	0.4427824812521861
ctg1193_pilon	0.0	0.42680338373266075	0.4325405726986129
ctg1194_pilon	0.0	0.36292717014925374	0.3769027715632364
ctg1195_pilon	0.0	0.07108401081607794	0.07271435171741779
ctg1196_pilon	0.0	0.5891220372395833	0.5915481771354166
ctg1197_pilon	0.0	0.4912479743859649	0.5097188786403508
ctg1198_pilon	0.0	0.05147407932647334	0.05547246410196445
ctg1199_pilon	0.0	0.1859714120309433	0.19471577709271448
ctg119_pilon	0.0	0.1939061537761946	0.19846736829663875
ctg119_pilon	1.0	0.677842525138559	0.6909830286619161
ctg11_pilon	0.0	0.14785194893714496	0.1470367388235294
ctg11_pilon	1.0	0.27754152881078553	0.2846021470877494
ctg1200_pilon	0.0	0.15852689513872964	0.15373464701215317
ctg1201_pilon	0.0	0.29131633139022434	0.28585151943309295
ctg1202_pilon	0.0	0.1804412416064257	0.1786920390763052
ctg1203_pilon	0.0	0.0652977971226273	0.06957812515818018
ctg1204_pilon	0.0	0.028795583928571428	0.028949439311594206
ctg1205_pilon	0.0	0.10590113833865815	0.09856232383386582
ctg1206_pilon	0.0	0.3538989461249059	0.362511681489842
ctg1207_pilon	0.0	0.034512647680343254	0.027582644033252883
ctg1208_pilon	0.0	0.3096205382760532	0.3210418188470066
ctg1209_pilon	0.0	0.13650194519896194	0.14048690579584774
ctg120_pilon	0.0	0.20604898634976812	0.21219015715767633
ctg1210_pilon	0.0	0.028766375468889552	0.025505630455492707
ctg1211_pilon	0.0	0.2450260928503937	0.26006798396850395
ctg1212_pilon	0.0	0.03316166210895362	0.02668089687162891
ctg1213_pilon	0.0	0.21697504678517401	0.2246169133131619
ctg1214_pilon	0.0	0.49307039410844633	0.4998245413972889
ctg1215_pilon	0.0	0.050020195029769614	0.0464832454827854
ctg1216_pilon	0.0	0.2620056239031339	0.2735257345014245
ctg1217_pilon	0.0	0.546086348940754	0.5536137342010772
ctg1218_pilon	0.0	0.23683568055555557	0.2234927253772291
ctg1219_pilon	0.0	0.04427208726365547	0.032370726260504204
ctg121_pilon	0.0	0.1844147035515438	0.18695702731567404
ctg1220_pilon	0.0	0.061868805515111404	0.05918267694021619
ctg1221_pilon	0.0	0.031227550453091685	0.029104016857675906
ctg1222_pilon	0.0	0.5082124139488209	0.5193874312092324
ctg1223_pilon	0.0	0.5017834586483932	0.5157540280245747
ctg1224_pilon	0.0	0.3473838712183436	0.35543279688569474
ctg1225_pilon	0.0	0.16180408410586342	0.15808061178534874
ctg1226_pilon	0.0	0.27920769335302803	0.283968961802068
ctg1227_pilon	0.0	0.07488076035673188	0.07301826939010357
ctg1228_pilon	0.0	0.24281886322599194	0.23604626480736057
ctg1229_pilon	0.0	0.26516527157706093	0.268790486953405
ctg122_pilon	0.0	0.16653423128798275	0.16480759971574202
ctg1230_pilon	0.0	0.34663302818594105	0.3453796027052154
ctg1231_pilon	0.0	0.15728810339425586	0.16264250324920218
ctg1232_pilon	0.0	0.05057247264581041	0.05458106951737148
ctg1233_pilon	0.0	0.035267833576642336	0.02797621326562996
ctg1234_pilon	0.0	0.034957315268411115	0.02858760450499056
ctg1235_pilon	0.0	0.5231682302077295	0.5034733278115943
ctg1236_pilon	0.0	0.09873063579630555	0.09928777186470295
ctg1237_pilon	0.0	0.12728207154633314	0.13402124738487778
ctg1238_pilon	0.0	0.04883378856732839	0.05419766603683329
ctg1239_pilon	0.0	0.4636156141436964	0.46119257257117036
ctg123_pilon	0.0	0.19752556588739145	0.2019057059683313
ctg1240_pilon	0.0	0.3342957569407008	0.3405471267857143
ctg1241_pilon	0.0	0.3581779873707131	0.3556539806750136
ctg1242_pilon	0.0	0.15774765624601655	0.1569813724665392
ctg1243_pilon	0.0	0.09778290672287072	0.0920052242542153
ctg1244_pilon	0.0	0.5868406359438925	0.5984235646405611
ctg1245_pilon	0.0	0.11368075562301244	0.1148250504191963
ctg1246_pilon	0.0	0.029563416370223982	0.02860703751646904
ctg1247_pilon	0.0	0.35329438343096237	0.35718759439330544
ctg1248_pilon	0.0	0.035483721772828505	0.03246733967037862
ctg1249_pilon	0.0	0.16133082171843688	0.16313924917334668
ctg124_pilon	0.0	0.2332947525783684	0.2399060476441788
ctg1250_pilon	0.0	0.1586478681393099	0.17423664582392778
ctg1251_pilon	0.0	0.03337758212413793	0.032752713177931034
ctg1252_pilon	0.0	0.10579669857402127	0.10680159707026186
ctg1253_pilon	0.0	0.10647532270224482	0.10754193540872511
ctg1254_pilon	0.0	0.030134088790560475	0.027394358293623782
ctg1255_pilon	0.0	0.02563101665341812	0.026337016673290935
ctg1256_pilon	0.0	0.03868527132662991	0.030941045540058387
ctg1257_pilon	0.0	0.33488198915167094	0.34747513362467863
ctg1258_pilon	0.0	0.03364444079949239	0.031643256497461934
ctg1259_pilon	0.0	0.5360491112328767	0.5552008246183953
ctg125_pilon	0.0	0.03498225306289137	0.02935742040157909
ctg1260_pilon	0.0	0.03431616792792793	0.02719775794594595
ctg1261_pilon	0.0	0.030476500172117043	0.02735946873207114
ctg1262_pilon	0.0	0.09638737219529085	0.0902571043628809
ctg1263_pilon	0.0	0.30941727707168276	0.319381574783935
ctg1264_pilon	0.0	0.032977400852878466	0.027707888628287134
ctg1265_pilon	0.0	0.14296250293753865	0.13754668426097713
ctg1266_pilon	0.0	0.028034453364670957	0.02597364190994557
ctg1267_pilon	0.0	0.30713046506769826	0.30863784526112187
ctg1268_pilon	0.0	0.02496802111496835	0.02856138127424954
ctg1269_pilon	0.0	0.1895268757200146	0.19641481148377687
ctg126_pilon	0.0	0.24574168323754036	0.25070566430596014
ctg126_pilon	1.0	0.09225578957152976	0.08837239704674221
ctg1270_pilon	0.0	0.030510466393722277	0.02734781030365063
ctg1271_pilon	0.0	0.3185033621018566	0.3273229512348833
ctg1272_pilon	0.0	0.06938141975047081	0.06686842415254236
ctg1273_pilon	0.0	0.3207150884986226	0.31983740924586773
ctg1274_pilon	0.0	0.023410543197359114	0.026496341476066963
ctg1275_pilon	0.0	0.4245649497743392	0.42901137923920046
ctg1276_pilon	0.0	0.4906161637952559	0.49410168253433207
ctg1277_pilon	0.0	0.42207082085714287	0.4242429493928571
ctg1278_pilon	0.0	0.5785603949119373	0.5855356545596869
ctg1279_pilon	0.0	0.08411947492981471	0.07777970550252666
ctg127_pilon	0.0	0.18837236559593024	0.18984500002180232
ctg1280_pilon	0.0	0.13090924625550662	0.11811634055800294
ctg1281_pilon	0.0	0.024269559129213483	0.02907872570224719
ctg1282_pilon	0.0	0.11867669459247648	0.12162861332288402
ctg1283_pilon	0.0	0.41102754534526137	0.4264734168744759
ctg1284_pilon	0.0	0.4005677782929832	0.39710792437423065
ctg1285_pilon	0.0	0.20148477134994205	0.2116723648899189
ctg1286_pilon	0.0	0.2285494234667646	0.2335364057656996
ctg1287_pilon	0.0	0.16324746235583085	0.16689071256300728
ctg1288_pilon	0.0	0.158373802668433	0.16268340999242997
ctg1289_pilon	0.0	0.44849286961916984	0.4488720558408216
ctg128_pilon	0.0	0.18854537890945142	0.19449476346926636
ctg1290_pilon	0.0	0.2045618745462341	0.1887768761469201
ctg1291_pilon	0.0	0.365641779363337	0.3670533808891328
ctg1292_pilon	0.0	0.11346689570263488	0.11928404968632371
ctg1293_pilon	0.0	0.17535431954064892	0.17279459576011666
ctg1294_pilon	0.0	0.6367019239096814	0.6645708290442314
ctg1295_pilon	0.0	0.46198861860615886	0.47227531076175044
ctg1296_pilon	0.0	0.03263269303583502	0.026670535271579896
ctg1297_pilon	0.0	0.03549973171870441	0.027337710037934053
ctg1298_pilon	0.0	0.3853951501490313	0.3651605569225037
ctg1299_pilon	0.0	0.14961748428176797	0.15945591621546962
ctg129_pilon	0.0	0.061961997037172235	0.0618775128064732
ctg12_pilon	0.0	0.3197477675569195	0.32331774375647987
ctg12_pilon	1.0	0.18827382121845362	0.18284990025719336
ctg1300_pilon	0.0	0.22799333293460924	0.2362033137559809
ctg1301_pilon	0.0	0.39746177827109674	0.3798436245221994
ctg1302_pilon	0.0	0.20722620575072723	0.20745260912955918
ctg1303_pilon	0.0	0.1553289033540968	0.153955844513656
ctg1304_pilon	0.0	0.31484771913245546	0.32734181537567775
ctg1305_pilon	0.0	0.032766517752659576	0.029294837762632978
ctg1306_pilon	0.0	0.4076789566298342	0.4025525457642726
ctg1307_pilon	0.0	0.30767575618602583	0.3077442043391188
ctg1308_pilon	0.0	0.14436297137104506	0.1490586107574305
ctg1309_pilon	0.0	0.07988193553986069	0.06502573320433437
ctg130_pilon	0.0	0.21235056563538535	0.21065269214274412
ctg1310_pilon	0.0	0.39498603148212424	0.40118181461298164
ctg1311_pilon	0.0	0.09412059684972328	0.09777391396338868
ctg1312_pilon	0.0	0.035701564012997566	0.02902600046709992
ctg1313_pilon	0.0	0.039691837527663615	0.030188624217515017
ctg1314_pilon	0.0	0.13477113554882394	0.13967346822879542
ctg1315_pilon	0.0	0.17218633842705786	0.1681051132436838
ctg1316_pilon	0.0	0.04007213536397625	0.029843430228722236
ctg1317_pilon	0.0	0.39727702249999997	0.4024819964418605
ctg1318_pilon	0.0	0.26917052933634994	0.2698533058873806
ctg1319_pilon	0.0	0.21998739262956982	0.21773727757598002
ctg131_pilon	0.0	0.2133153253994009	0.21330087911258114
ctg1320_pilon	0.0	0.051661784206823776	0.03675283935983117
ctg1321_pilon	0.0	0.239216109383378	0.23425823535522788
ctg1322_pilon	0.0	0.032691252150537635	0.030407473440860217
ctg1323_pilon	0.0	0.026618598604792234	0.02811072575068244
ctg1324_pilon	0.0	0.2073157633832599	0.20540696699559471
ctg1325_pilon	0.0	0.1667926494080651	0.15625422238253794
ctg1326_pilon	0.0	0.22435984320069957	0.2176069323130739
ctg1327_pilon	0.0	0.1533961341713449	0.15349925300951917
ctg1328_pilon	0.0	0.34460106195255474	0.3480381377281022
ctg1329_pilon	0.0	0.37262007163426925	0.3852784791936645
ctg132_pilon	0.0	0.2634783375679172	0.266163163585511
ctg1330_pilon	0.0	0.053263784611041406	0.04762772241948975
ctg1331_pilon	0.0	0.2623282355234657	0.2560447014079423
ctg1332_pilon	0.0	0.1056139300671141	0.10913780167785236
ctg1333_pilon	0.0	0.02944871804043546	0.027287598155520995
ctg1334_pilon	0.0	0.1259750557696335	0.11971245581151832
ctg1335_pilon	0.0	0.2715189531925108	0.26585204229476717
ctg1336_pilon	0.0	0.06797823966326695	0.0674005748259673
ctg1337_pilon	0.0	0.44700839790588814	0.4547497330130574
ctg1338_pilon	0.0	0.27547174533004043	0.2714918881028289
ctg1339_pilon	0.0	0.17839668124805963	0.17984583194660042
ctg133_pilon	0.0	0.3341138075889859	0.3422107993368032
ctg1340_pilon	0.0	0.1311262259970458	0.13034909844608566
ctg1341_pilon	0.0	0.03329567360507852	0.02834688737053124
ctg1342_pilon	0.0	0.30222789245283016	0.30248821040988944
ctg1343_pilon	0.0	0.23116719121265378	0.23636140522319862
ctg1344_pilon	0.0	0.08968136765281706	0.09032259934740047
ctg1345_pilon	0.0	0.726526171184739	0.751087335933735
ctg1346_pilon	0.0	0.603523662295082	0.6113303068400227
ctg1347_pilon	0.0	0.23711771086956523	0.23113362401823281
ctg1348_pilon	0.0	0.33921488440922193	0.34468093268011524
ctg1349_pilon	0.0	0.14939207383966244	0.1494663518565401
ctg134_pilon	0.0	0.22013938610954792	0.22224524590133182
ctg1350_pilon	0.0	0.07159443481036425	0.06494592966579046
ctg1351_pilon	0.0	0.1892793384375	0.1844414465625
ctg1352_pilon	0.0	0.04033609762275916	0.035835209353078726
ctg1353_pilon	0.0	0.037732924226612	0.02671166768542676
ctg1354_pilon	0.0	0.07012278399100388	0.06456535418114906
ctg1355_pilon	0.0	0.15308010378528655	0.15329670658682634
ctg1356_pilon	0.0	0.22324902923456788	0.23131972170370368
ctg1357_pilon	0.0	0.20337093258913697	0.1967243682005998
ctg1358_pilon	0.0	0.11233725756548538	0.10446994373908577
ctg1359_pilon	0.0	0.3292089619178082	0.34278382887366815
ctg135_pilon	0.0	0.21351358188927338	0.21416581755640138
ctg1360_pilon	0.0	0.11607985937026945	0.10868720375416288
ctg1361_pilon	0.0	0.24865366562913907	0.24490295718543048
ctg1362_pilon	0.0	0.2726245025481941	0.274733876534456
ctg1363_pilon	0.0	0.04133452378116859	0.045544599330107925
ctg1364_pilon	0.0	0.26554925396825396	0.2670058598915989
ctg1365_pilon	0.0	0.21307106996547753	0.21686869394706562
ctg1366_pilon	0.0	0.15833422678983833	0.15509294725750578
ctg1367_pilon	0.0	0.11503369527073337	0.11794343573680603
ctg1368_pilon	0.0	0.04433971886737089	0.030379844190140844
ctg1369_pilon	0.0	0.47948621968145616	0.48842776012514216
ctg136_pilon	0.0	0.10060643194318525	0.0992952375642188
ctg1370_pilon	0.0	0.04110242819264069	0.03328401408730159
ctg1371_pilon	0.0	0.06097589714685315	0.06023172626573427
ctg1372_pilon	0.0	0.1390440234875445	0.13783950921708185
ctg1373_pilon	0.0	0.04479793371064733	0.050107829819596744
ctg1374_pilon	0.0	0.24203999386032232	0.24524149362752623
ctg1375_pilon	0.0	0.026806959260429836	0.02828332032237674
ctg1376_pilon	0.0	0.16002014869218778	0.167365907448467
ctg1377_pilon	0.0	0.15482816577740724	0.1570764201333889
ctg1378_pilon	0.0	0.35543292669801463	0.3718031578369906
